,in and outs,date,raw data
12,0b100000100000000,260726001241,0x252513005918F00869487060207049003C38402D000000414C0000000700644100000000000000FFFFFFFFFFFF00D5001D0CDA00260726001241CDCC4242061993C20FD71641061000A303912750FFFFFF0000240000FFFFFF
13,0b100000100000000,260726001342,0x252513005918F10869487060207049003C38402D0000003E4F0000000700644100000000000000FFFFFFFFFFFF00D5001D10AB0026072600134233334F42F41793C230B41641057000AE03912758FFFFFF0000240000FFFFFF
14,0b100000100000000,260726001442,0x252513005918F20869487060207049003C38402D00000037500000000700644100000000000000FFFFFFFFFFFF00D5001D1494002607260014429A994542C31693C2A6901641065000A303902747FFFFFF0000240000FFFFFF
15,0b100000100000000,260726001542,0x252513005918F30869487060207049003C38402D000000484F0000000700644100000000000000FFFFFFFFFFFF00D5001D18900026072600154233333D42701593C2986C1641062000A303912744FFFFFF0000250000FFFFFF
16,0b100000100000000,260726001642,0x252513005918F40869487060207049003C38402D000000484F0000000700644100000000000000FFFFFFFFFFFF00D5001D1C9B0026072600164266664442161493C207481641056000A303902746FFFFFF0000250000FFFFFF
17,0b100000100000000,260726001742,0x252513005918F50869487060207049003C38402D00000052510000000700644100000000000000FFFFFFFFFFFF00D5001D20600026072600174200004642D61293C2F0251641052000A303912746FFFFFF0000250000FFFFFF
18,0b100000100000000,260726001841,0x252513005918F60869487060207049003C38402D00000044510000000700644100000000000000FFFFFFFFFFFF00D5001D23CE0026072600184166665242AF1193C2E9061641049000A303902751FFFFFF0000250000FFFFFF
19,0b100000100000000,260726001932,0x252513005918F70869487060207049003C38402D00000060510000000700644100000000000000FFFFFFFFFFFF00D5001D25500026072600193233335142521193C24AF91541006000D403912742FFFFFF0000250000FFFFFF
20,0b100000100000000,260726001942,0x252513005918F80869487060207049003C38402D00000056510000000700644100000000000000FFFFFFFFFFFF00D5001D255C00260726001942CDCC3C42581193C2EAF815410060009203902742FFFFFF0000250000FFFFFF
21,0b100000100000000,260726001957,0x252513005918F90869487060207049003C38402D000000604F0000000700644100000000000000FFFFFFFFFFFF00D5001D25620026072600195766664242581193C21FF915410050015A03912744FFFFFF0000250001FFFFFF
22,0b100000100000000,260726002021,0x252513005918FA0869487060207049003C38402D00000056500000000700644100000000000000FFFFFFFFFFFF00D5001D256C0026072600202100004C42611193C25EF91541005000AD03912756FFFFFF0000250000FFFFFF
23,0b100000100000000,260726002115,0x252513005918FB0869487060207049003C38402D00000059500000000700644100000000000000FFFFFFFFFFFF00D5001D258200260726002115333341425A1193C29FF815410060007603902551FFFFFF0000250000FFFFFF
24,0b100000100000000,260726002141,0x252513005918FC0869487060207049003C38402D00000056500000000700644100000000000000FFFFFFFFFFFF00D5001D25C30026072600214100003E421D1193C250F71541013000A603912670FFFFFF0000250000FFFFFF
25,0b100000100000000,260726002222,0x252513005918FD0869487060207049003C38402D00000064500000000700644100000000000000FFFFFFFFFFFF00D5001D26AE0026072600222200004642C81093C21CEF15410080006A03912473FFFFFF0000260000FFFFFF
26,0b100000100000000,260726002342,0x252513005918FE0869487060207049003C38402D0000005D510000000700644100000000000000FFFFFFFFFFFF00D5001D27630026072600234200005042F40F93C27DEF15410000005403902401FFFFFF0000260000FFFFFF
27,0b100000100000000,260726002419,0x252513005918FF0869487060207049003C38402D0000005D510000000700644100000000000000FFFFFFFFFFFF00D5001D276D0026072600241933334B42EA0F93C2ABEF15410050002003912487FFFFFF0000260000FFFFFF
28,0b100000100000000,260726002423,0x252513005919000869487060207049003C38402D00000064510000000700644100000000000000FFFFFFFFFFFF00D5001D27750026072600242333334942EB0F93C2F3EF15410060013E03902543FFFFFF0000260000FFFFFF
29,0b100000100000000,260726002431,0x252513005919010869487060207049003C38402D00000052510000000700644100000000000000FFFFFFFFFFFF00D5001D2789002607260024319A994542011093C22BF015410130010D03902624FFFFFF0000260000FFFFFF
30,0b100000100000000,260726002503,0x252513005919020869487060207049003C38402D0000004F500000000700644100000000000000FFFFFFFFFFFF00D5001D283D0026072600250333334542D31093C2A9EF15410130014203912593FFFFFF0000260000FFFFFF
31,0b100000100000000,260726002642,0x252513005919030869487060207049003C38402D000000484D0000000700644100000000000000FFFFFFFFFFFF00D5001D295E0026072600264266663C425D1193C2E6F815410000015603912437FFFFFF0000250000FFFFFF
704,0b0,260726002703,0x2525140059016B0869487060207049003C38402D0000004F4E0000000700640000000000000000FFFFFFFFFFFF17D5001D295E0026072600270366663C425D1193C2E6F815410000015603912570FFFFFF0000250000FFFFFF
705,0b100000100000000,260726004759,0x2525140059016C0869487060207049003C38402D000000594F0000000700644100000000000000FFFFFFFFFFFF16D5001D295E0026072600475966663C425D1193C2E6F815410000015603912556FFFFFF0000250000FFFFFF
32,0b100000100000000,260726004900,0x252513005919040869487060207049003C38402D00000052510000000700644100000000000000FFFFFFFFFFFF00D5001D295E0026072600490066663C425D1193C2E6F815410000015603912699FFFFFF0000250000FFFFFF
33,0b100000100000000,260726004925,0x252513005919050869487060207049003C38402D00000064510000000700644100000000000000FFFFFFFFFFFF00D5001D296D00260726004925000058424D1193C2AAF815410060004D03912672FFFFFF0000250000FFFFFF
34,0b100000100000000,260726004939,0x252513005919060869487060207049003C38402D00000060500000000700644100000000000000FFFFFFFFFFFF00D5001D29820026072600493933335542361193C262F815410060007F03912678FFFFFF0000250000FFFFFF
35,0b100000100000000,260726005100,0x252513005919070869487060207049003C38402D00000059510000000700644100000000000000FFFFFFFFFFFF00D5001D2AA2002607260051009A995342CA1093C26BEE1541019000A503912682FFFFFF0000250000FFFFFF
36,0b100000100000000,260726005200,0x252513005919080869487060207049003C38402D00000041510000000700644100000000000000FFFFFFFFFFFF00D5001D2C600026072600520066665642351093C2A9DE1541037000A303912664FFFFFF0000250000FFFFFF
37,0b100000100000000,260726005259,0x252513005919090869487060207049003C38402D0000004B510000000700644100000000000000FFFFFFFFFFFF00D5001D2F320026072600525900005A42440F93C22DC51541049000A303912668FFFFFF0000250000FFFFFF
38,0b100000100000000,260726005401,0x2525130059190A0869487060207049003C38402D00000041500000000700644100000000000000FFFFFFFFFFFF00D5001D3297002607260054019A995342200E93C27EA61541054000A303912668FFFFFF0000250000FFFFFF
39,0b100000100000000,260726005500,0x2525130059190B0869487060207049003C38402D00000030510000000700644100000000000000FFFFFFFFFFFF00D5001D35C400260726005500CDCC54420D0D93C2D3891541042000A303912668FFFFFF0000240000FFFFFF
40,0b100000100000000,260726005600,0x2525130059190C0869487060207049003C38402D00000022500000000700644100000000000000FFFFFFFFFFFF00D5001D39410026072600560066665842DD0B93C2506A1541055000A203912679FFFFFF0000240000FFFFFF
41,0b100000100000000,260726005659,0x2525130059190D0869487060207049003C38402D0000002C500000000700644100000000000000FFFFFFFFFFFF00D5001D3CBA00260726005659CDCC5242AE0A93C2F74A1541056000A303912680FFFFFF0000230000FFFFFF
42,0b100000100000000,260726005801,0x2525130059190E0869487060207049003C38402D0000002C500000000700644100000000000000FFFFFFFFFFFF00D5001D406F0026072600580100005E42690993C285291541051000A103912670FFFFFF0000230000FFFFFF
43,0b100000100000000,260726005900,0x2525130059190F0869487060207049003C38402D0000003E510000000700644100000000000000FFFFFFFFFFFF00D5001D43820026072600590066665442570893C2D20D1541039000A203912662FFFFFF0000230000FFFFFF
44,0b100000100000000,260726005959,0x252513005919100869487060207049003C38402D0000003A510000000700644100000000000000FFFFFFFFFFFF00D5001D46300026072600595966666842800793C282F51441045000AA03912670FFFFFF0000220000FFFFFF
45,0b100000100000000,260726010101,0x252513005919110869487060207049003C38402D00000033510000000700644100000000000000FFFFFFFFFFFF00D5001D493F0026072601010100006E42D70693C228D91441042000A903912687FFFFFF0000220000FFFFFF
46,0b100000100000000,260726010200,0x252513005919120869487060207049003C38402D0000004B510000000700644100000000000000FFFFFFFFFFFF00D5001D4B8C00260726010200CDCC6C42570693C2E1C31441044000A903912749FFFFFF0000220000FFFFFF
47,0b100000100000000,260726010300,0x252513005919130869487060207049003C38402D0000003E510000000700644100000000000000FFFFFFFFFFFF00D5001D4DFB00260726010300CDCC7642CE0593C255AD1441016000AA03912570FFFFFF0000220000FFFFFF
48,0b100000100000000,260726010401,0x252513005919140869487060207049003C38402D0000003A510000000700644100000000000000FFFFFFFFFFFF00D5001D4F0F0026072601040100007A42970593C252A31441005000AE03912513FFFFFF0000210000FFFFFF
49,0b100000100000000,260726010500,0x252513005919150869487060207049003C38402D0000003A510000000700644100000000000000FFFFFFFFFFFF00D5001D4F140026072601050066667C42960593C22AA31441000000AE03912489FFFFFF0000210000FFFFFF
50,0b100000100000000,260726010600,0x252513005919160869487060207049003C38402D00000044510000000700644100000000000000FFFFFFFFFFFF00D5001D4F140026072601060066667C42960593C22AA31441000000AE03912472FFFFFF0000210000FFFFFF
51,0b100000100000000,260726010659,0x252513005919170869487060207049003C38402D00000044510000000700644100000000000000FFFFFFFFFFFF00D5001D4F140026072601065966667C42960593C22AA31441000000AE03912452FFFFFF0000210000FFFFFF
52,0b100000100000000,260726010801,0x252513005919180869487060207049003C38402D0000003A4F0000000700644100000000000000FFFFFFFFFFFF00D5001D4F140026072601080166667C42960593C22AA31441000000AE03912452FFFFFF0000200000FFFFFF
53,0b100000100000000,260726010900,0x252513005919190869487060207049003C38402D00000041500000000700644100000000000000FFFFFFFFFFFF00D5001D4F140026072601090066667C42960593C22AA31441000000AE03912445FFFFFF0000200000FFFFFF
706,0b100000100000000,260726010903,0x2525140059016D0869487060207049003C38402D00000041500000000700644100000000000000FFFFFFFFFFFF18D5001D4F140026072601090366667C42960593C22AA31441000000AE03912555FFFFFF0000200000FFFFFF
707,0b100000100000000,260726011017,0x2525140059016E0869487060207049003C38402D00000037510000000700644100000000000000FFFFFFFFFFFF19D5001D4F36002607260110179A997D42950593C2E9A11441014000B103912749FFFFFF0000200000FFFFFF
54,0b100000100000000,260726011200,0x2525130059191A0869487060207049003C38402D00000029510000000700644100000000000000FFFFFFFFFFFF00D5001D4FBE00260726011200CDCC7242A70593C2F39C1441005000BA03912679FFFFFF0000200000FFFFFF
55,0b100000100000000,260726011300,0x2525130059191B0869487060207049003C38402D00000033510000000700644100000000000000FFFFFFFFFFFF00D5001D4FBE00260726011300CDCC7242A70593C2F39C1441000000BA03912460FFFFFF0000200000FFFFFF
56,0b100000100000000,260726011400,0x2525130059191C0869487060207049003C38402D00000037510000000700644100000000000000FFFFFFFFFFFF00D5001D4FD30026072601140066667042AD0593C2379C1441000000C203912466FFFFFF0000200000FFFFFF
57,0b100000100000000,260726011500,0x2525130059191D0869487060207049003C38402D00000037500000000700644100000000000000FFFFFFFFFFFF00D5001D4FD30026072601150066667042AD0593C2379C1441000000C203912545FFFFFF00001F0000FFFFFF
58,0b100000100000000,260726011559,0x2525130059191E0869487060207049003C38402D00000037500000000700644100000000000000FFFFFFFFFFFF00D5001D4FD30026072601155966667042AD0593C2379C1441000000C203912513FFFFFF00001F0000FFFFFF
59,0b100000100000000,260726011701,0x2525130059191F0869487060207049003C38402D0000003E510000000700644100000000000000FFFFFFFFFFFF00D5001D4FD30026072601170166667042AD0593C2379C1441000000C203912442FFFFFF00001F0000FFFFFF
60,0b100000100000000,260726011800,0x252513005919200869487060207049003C38402D00000025500000000700644100000000000000FFFFFFFFFFFF00D5001D5011002607260118009A996B42BE0593C2FF991441000000C303912447FFFFFF00001F0000FFFFFF
61,0b100000100000000,260726011900,0x252513005919210869487060207049003C38402D0000002C4F0000000700644100000000000000FFFFFFFFFFFF00D5001D5011002607260119009A996B42BE0593C2FF991441000000C303912448FFFFFF00001F0000FFFFFF
62,0b100000100000000,260726011959,0x252513005919220869487060207049003C38402D00000033500000000700644100000000000000FFFFFFFFFFFF00D5001D5011002607260119599A996B42BE0593C2FF991441000000C303912434FFFFFF00001F0000FFFFFF
63,0b100000100000000,260726012101,0x252513005919230869487060207049003C38402D00000041500000000700644100000000000000FFFFFFFFFFFF00D5001D5049002607260121019A995B42CE0593C2FA971441006000BF03912732FFFFFF00001E0000FFFFFF
64,0b100000100000000,260726012200,0x252513005919240869487060207049003C38402D00000041500000000700644100000000000000FFFFFFFFFFFF00D5001D50C80026072601220066665242F20593C26E931441011000BF03912742FFFFFF00001E0000FFFFFF
65,0b100000100000000,260726012259,0x252513005919250869487060207049003C38402D0000003E510000000700644100000000000000FFFFFFFFFFFF00D5001D52150026072601225900005642520693C289871441031000C303912687FFFFFF00001E0000FFFFFF
66,0b100000100000000,260726012401,0x252513005919260869487060207049003C38402D00000041510000000700644100000000000000FFFFFFFFFFFF00D5001D54CA0026072601240133335342530793C24F6F1441049000C603912685FFFFFF00001E0000FFFFFF
67,0b100000100000000,260726012500,0x252513005919270869487060207049003C38402D00000041510000000700644100000000000000FFFFFFFFFFFF00D5001D58270026072601250033335D42990893C249511441057000C503912681FFFFFF00001E0000FFFFFF
68,0b100000100000000,260726012600,0x252513005919280869487060207049003C38402D00000037520000000700644100000000000000FFFFFFFFFFFF00D5001D5BCB002607260126009A995942570993C2D22F1441054000B103912744FFFFFF00001E0000FFFFFF
69,0b100000100000000,260726012701,0x252513005919290869487060207049003C38402D00000041520000000700644100000000000000FFFFFFFFFFFF00D5001D5F430026072601270133337D42CF0993C236111441042000B103912739FFFFFF00001E0000FFFFFF
70,0b100000100000000,260726012800,0x2525130059192A0869487060207049003C38402D0000001F510000000700644100000000000000FFFFFFFFFFFF00D5001D61C400260726012800CDCC7A429E0993C2ADF91341043000B203912741FFFFFF00001E0000FFFFFF
71,0b100000100000000,260726012859,0x2525130059192B0869487060207049003C38402D0000001B520000000700644100000000000000FFFFFFFFFFFF00D5001D648E0026072601285900008E42DE0893C201E113410350008403912684FFFFFF00001E0000FFFFFF
72,0b100000100000000,260726012926,0x2525130059192C0869487060207049003C38402D00000000510000000700644100000000000000FFFFFFFFFFFF00D5001D659B00260726012926333392423D0893C2C3D81341031000B303912684FFFFFF00001F0000FFFFFF
73,0b100000100000000,260726013100,0x2525130059192D0869487060207049003C38402D0000004B510000000700644100000000000000FFFFFFFFFFFF00D5001D695B00260726013100666692423A0893C26AB51341037000B303912749FFFFFF00001E0000FFFFFF
74,0b100000100000000,260726013159,0x2525130059192E0869487060207049003C38402D0000002C500000000700644100000000000000FFFFFFFFFFFF00D5001D6C220026072601315900008C42AB0893C2829B1341047000BC03912746FFFFFF00001E0000FFFFFF
75,0b100000100000000,260726013301,0x2525130059192F0869487060207049003C38402D00000030510000000700644100000000000000FFFFFFFFFFFF00D5001D6F0E00260726013301666698429A0993C21E811341044000C803912692FFFFFF00001E0000FFFFFF
76,0b100000100000000,260726013400,0x252513005919300869487060207049003C38402D00000029510000000700644100000000000000FFFFFFFFFFFF00D5001D71EA0026072601340066669642850B93C20E6C1341048000EB03912689FFFFFF00001E0000FFFFFF
77,0b100000100000000,260726013500,0x252513005919310869487060207049003C38402D0000003E510000000700644100000000000000FFFFFFFFFFFF00D5001D7546002607260135009A998E42D70E93C2475A1341047000EC03912751FFFFFF00001F0000FFFFFF
78,0b100000100000000,260726013559,0x252513005919320869487060207049003C38402D0000003A510000000700644100000000000000FFFFFFFFFFFF00D5001D779D00260726013559CDCC8C42261193C2E74D1341013000EB03912686FFFFFF00001E0000FFFFFF
79,0b100000100000000,260726013701,0x252513005919330869487060207049003C38402D0000004B510000000700644100000000000000FFFFFFFFFFFF00D5001D78700026072601370166668942F61193C292491341019000EC03912748FFFFFF00001E0000FFFFFF
80,0b100000100000000,260726013800,0x252513005919340869487060207049003C38402D0000004B510000000700644100000000000000FFFFFFFFFFFF00D5001D798E0026072601380033338642121393C2AD431341023000EC03912684FFFFFF00001E0000FFFFFF
81,0b100000100000000,260726013900,0x252513005919350869487060207049003C38402D00000056510000000700644100000000000000FFFFFFFFFFFF00D5001D7A950026072601390033338442161493C2503E1341000000EF03912684FFFFFF00001E0000FFFFFF
82,0b100000100000000,260726013959,0x252513005919360869487060207049003C38402D00000064510000000700644100000000000000FFFFFFFFFFFF00D5001D7B7E0026072601395933337F42FF1493C2A8391341027000F303912752FFFFFF00001E0000FFFFFF
83,0b100000100000000,260726014101,0x252513005919370869487060207049003C38402D00000064510000000700644100000000000000FFFFFFFFFFFF00D5001D7CC8002607260141019A998042791693C256361341000000FE03912557FFFFFF00001E0000FFFFFF
84,0b100000100000000,260726014200,0x252513005919380869487060207049003C38402D00000064510000000700644100000000000000FFFFFFFFFFFF00D5001D7CE800260726014200666681429D1693C2073613410000010203912596FFFFFF00001E0000FFFFFF
85,0b100000100000000,260726014300,0x252513005919390869487060207049003C38402D00000064500000000700644100000000000000FFFFFFFFFFFF00D5001D7CE800260726014300666681429D1693C2073613410000010203912486FFFFFF00001E0000FFFFFF
86,0b100000100000000,260726014359,0x2525130059193A0869487060207049003C38402D00000064500000000700644100000000000000FFFFFFFFFFFF00D5001D7CE800260726014359666681429D1693C2073613410000010203912481FFFFFF00001E0000FFFFFF
87,0b100000100000000,260726014501,0x2525130059193B0869487060207049003C38402D00000064520000000700644100000000000000FFFFFFFFFFFF00D5001D7CE800260726014501666681429D1693C2073613410000010203912472FFFFFF00001E0000FFFFFF
88,0b100000100000000,260726014600,0x2525130059193C0869487060207049003C38402D00000064510000000700644100000000000000FFFFFFFFFFFF00D5001D7CE800260726014600666681429D1693C2073613410000010203912555FFFFFF00001E0000FFFFFF
708,0b100000100000000,260726014629,0x2525140059016F0869487060207049003C38402D00000064510000000700644100000000000000FFFFFFFFFFFF18D5001D7CE800260726014629666681429D1693C2073613410000010203912466FFFFFF00001E0000FFFFFF
89,0b100000100000000,260726014800,0x2525130059193D0869487060207049003C38402D0000005D510000000700644100000000000000FFFFFFFFFFFF00D5001D7CE800260726014800666681429D1693C2073613410000010203912477FFFFFF00001E0000FFFFFF
90,0b100000100000000,260726014900,0x2525130059193E0869487060207049003C38402D00000064500000000700644100000000000000FFFFFFFFFFFF00D5001D7CE800260726014900666681429D1693C2073613410000010203912447FFFFFF00001E0000FFFFFF
91,0b100000100000000,260726014959,0x2525130059193F0869487060207049003C38402D00000064510000000700644100000000000000FFFFFFFFFFFF00D5001D7CE800260726014959666681429D1693C2073613410000010203912446FFFFFF00001E0000FFFFFF
92,0b100000100000000,260726015101,0x252513005919400869487060207049003C38402D00000064510000000700644100000000000000FFFFFFFFFFFF00D5001D7CE800260726015101666681429D1693C2073613410000010203912442FFFFFF00001E0000FFFFFF
709,0b100000100000000,260726015129,0x252514005901700869487060207049003C38402D00000064510000000700644100000000000000FFFFFFFFFFFF18D5001D7CE800260726015129666681429D1693C2073613410000010203912511FFFFFF00001E0000FFFFFF
93,0b100000100000000,260726015300,0x252513005919410869487060207049003C38402D00000064500000000700644100000000000000FFFFFFFFFFFF00D5001D7CE800260726015300666681429D1693C2073613410000010203912533FFFFFF00001D0000FFFFFF
710,0b100000100000000,260726015356,0x252514005901710869487060207049003C38402D00000064510000000700644100000000000000FFFFFFFFFFFF19D5001D7D0700260726015356CDCC8342C11693C2C43513410140010003912734FFFFFF00001E0000FFFFFF
94,0b100000100000000,260726015500,0x252513005919420869487060207049003C38402D00000056500000000700644100000000000000FFFFFFFFFFFF00D5001D7D7300260726015500666686423F1793C2C83413410000010103912535FFFFFF00001E0000FFFFFF
95,0b100000100000000,260726015559,0x252513005919430869487060207049003C38402D00000064510000000700644100000000000000FFFFFFFFFFFF00D5001D7DD300260726015559CDCC8442AC1793C2C2331341007000F703912729FFFFFF00001E0000FFFFFF
96,0b100000100000000,260726015701,0x252513005919440869487060207049003C38402D0000004F510000000700644100000000000000FFFFFFFFFFFF00D5001D7F350026072601570133338542461993C2BD301341022000FE03912735FFFFFF00001E0000FFFFFF
97,0b100000100000000,260726015800,0x252513005919450869487060207049003C38402D00000044510000000700644100000000000000FFFFFFFFFFFF00D5001D803F002607260158009A997F427A1A93C2582E13410180010003912685FFFFFF00001E0000FFFFFF
98,0b100000100000000,260726015900,0x252513005919460869487060207049003C38402D0000003A510000000700644100000000000000FFFFFFFFFFFF00D5001D825B00260726015900CDCC7842EA1C93C2752913410310010003912731FFFFFF00001E0000FFFFFF
99,0b100000100000000,260726020001,0x252513005919470869487060207049003C38402D0000003A510000000700644100000000000000FFFFFFFFFFFF00D5001D84910026072602000133337F42791F93C2712413410310010003912740FFFFFF00001D0000FFFFFF
100,0b100000100000000,260726020100,0x252513005919480869487060207049003C38402D00000037D10000000700644100000000000000FFFFFFFFFFFF00D5001D869C0026072602010066667442D82193C2082013410300010103912742FFFFFF00001E0000FFFFFF
101,0b100000100000000,260726020200,0x252513005919490869487060207049003C38402D0000004BD10000000700644100000000000000FFFFFFFFFFFF00D5001D888600260726020200CDCC7242152493C2F41C13410340010E03912749FFFFFF00001E0000FFFFFF
102,0b100000100000000,260726020259,0x2525130059194A0869487060207049003C38402D00000037500000000700644100000000000000FFFFFFFFFFFF00D5001D8A6E00260726020259000074425B2693C2B51D13410280010F03912679FFFFFF00001E0000FFFFFF
103,0b100000100000000,260726020401,0x2525130059194B0869487060207049003C38402D00000041500000000700644100000000000000FFFFFFFFFFFF00D5001D8C5C00260726020401CDCC6E42812893C2F6171341034000F503912693FFFFFF00001E0000FFFFFF
104,0b100000100000000,260726020500,0x2525130059194C0869487060207049003C38402D0000002C500000000700644100000000000000FFFFFFFFFFFF00D5001D8EB40026072602050033336D42BF2A93C2C90B1341042000D503912744FFFFFF00001E0000FFFFFF
105,0b100000100000000,260726020559,0x2525130059194D0869487060207049003C38402D00000041500000000700644100000000000000FFFFFFFFFFFF00D5001D91C80026072602055966666042C52C93C294F31241048000D603912746FFFFFF00001E0000FFFFFF
106,0b100000100000000,260726020701,0x2525130059194E0869487060207049003C38402D00000030500000000700644100000000000000FFFFFFFFFFFF00D5001D952F0026072602070100005C42022F93C2D9D81241048000D403912745FFFFFF00001E0000FFFFFF
107,0b100000100000000,260726020800,0x2525130059194F0869487060207049003C38402D0000002C4F0000000700644100000000000000FFFFFFFFFFFF00D5001D983A0026072602080066665E42FF3093C2DAC01241049000D503912696FFFFFF00001E0000FFFFFF
108,0b100000100000000,260726020859,0x252513005919500869487060207049003C38402D00000044500000000700644100000000000000FFFFFFFFFFFF00D5001D9BAF00260726020859CDCC5E42443393C2A9A51241053000D603912688FFFFFF00001E0000FFFFFF
109,0b100000100000000,260726021001,0x252513005919510869487060207049003C38402D00000044500000000700644100000000000000FFFFFFFFFFFF00D5001D9EE1002607260210019A995B42A73593C2478E1241047000DC03912756FFFFFF00001E0000FFFFFF
110,0b100000100000000,260726021100,0x252513005919520869487060207049003C38402D00000030500000000700644100000000000000FFFFFFFFFFFF00D5001DA1F9002607260211009A996942113893C246781241048000DE03912747FFFFFF00001E0000FFFFFF
111,0b100000100000000,260726021159,0x252513005919530869487060207049003C38402D0000003E500000000700644100000000000000FFFFFFFFFFFF00D5001DA54A00260726021159CDCC78425D3B93C237681241056000F303912760FFFFFF00001E0000FFFFFF
112,0b100000100000000,260726021301,0x252513005919540869487060207049003C38402D0000003A520000000700644100000000000000FFFFFFFFFFFF00D5001DA91700260726021301000048427F3F93C2F1591241055000EB03912704FFFFFF00001E0000FFFFFF
113,0b100000100000000,260726021400,0x252513005919550869487060207049003C38402D00000037510000000700644100000000000000FFFFFFFFFFFF00D5001DAC850026072602140066664042104393C2454A1241056000F203912758FFFFFF00001E0000FFFFFF
114,0b100000100000000,260726021459,0x252513005919560869487060207049003C38402D0000003A510000000700644100000000000000FFFFFFFFFFFF00D5001DAFF30026072602145966664242B54693C2203C12410530010303912747FFFFFF00001E0000FFFFFF
115,0b100000100000000,260726021601,0x252513005919570869487060207049003C38402D00000033520000000700644100000000000000FFFFFFFFFFFF00D5001DB347002607260216019A9939429B4A93C2383612410490010303912757FFFFFF00001E0000FFFFFF
116,0b100000100000000,260726021631,0x252513005919580869487060207049003C38402D0000003E520000000700644100000000000000FFFFFFFFFFFF00D5001DB4E9002607260216319A993B42424C93C2872F1241050000D003902744FFFFFF00001E0000FFFFFF
117,0b100000100000000,260726021800,0x252513005919590869487060207049003C38402D0000005D500000000700644100000000000000FFFFFFFFFFFF00D5001DB9C90026072602180033337942374C93C2D5011241044000AF03912640FFFFFF00001E0000FFFFFF
118,0b100000100000000,260726021859,0x2525130059195A0869487060207049003C38402D00000048510000000700644100000000000000FFFFFFFFFFFF00D5001DBD1E0026072602185966666442194C93C279E21141052000B203912744FFFFFF00001E0000FFFFFF
119,0b100000100000000,260726022001,0x2525130059195B0869487060207049003C38402D0000004B520000000700644100000000000000FFFFFFFFFFFF00D5001DC0AA00260726022001CDCC6642044C93C215C11141054000B303912761FFFFFF00001E0000FFFFFF
120,0b100000100000000,260726022100,0x2525130059195C0869487060207049003C38402D00000000D30000000700644100000000000000FFFFFFFFFFFF00D5001DC3FC00260726022100CDCC7442214C93C202A21141049000AB03912701FFFFFF00001E0000FFFFFF
121,0b100000100000000,260726022159,0x2525130059195D0869487060207049003C38402D00000000D30000000700644100000000000000FFFFFFFFFFFF00D5001DC66D0026072602215900006442494C93C2B28B1141015000D103912689FFFFFF00001E0000FFFFFF
122,0b100000100000000,260726022500,0x252513005919600869487060207049003C38402D00000064D20000000700644100000000000000FFFFFFFFFFFF0080001DCE91002607260225009A998742734D93C27E4811410000009703902673FFFFFF00001F0000FFFFFF
