,in and outs,date,raw data
11993,0b1000000000000000,260705185311,0x2525140059000F0869487060174421003C38402D0000004F4B0000000700648000000000000000FFFFFFFFFFFF17D5000000001026070518531133D3224406FE98C2A83763400000000003500173FFFFFF00002D0000FFFFFF
11994,0b100000000,260705185521,0x252514005900100869487060174421003C38402D000000444F0000000000640100000000000000FFFFFFFFFFFF71D50000008810260705185521006074447CFD98C2274263400000000003531248FFFFFF00002D0000FFFFFF
11995,0b100000000,260705185631,0x252514005900110869487060174421003C38402D0000005D4F0000000000640100000000000000FFFFFFFFFFFF03D50000008810260705185631006074447CFD98C2274263400000000003541246FFFFFF00002D0000FFFFFF
11996,0b100000000,260705185641,0x252514005900120869487060174421003C38402D000000594F0000000000640100000000000000FFFFFFFFFFFF03D50000008810260705185641006074447CFD98C2274263400000000003541248FFFFFF00002D0000FFFFFF
11997,0b100000100000000,260705185744,0x252514005900130869487060174421003C38402D000000604E0000000700644100000000000000FFFFFFFFFFFF16D50000008810260705185744006074447CFD98C2274263400000000003541252FFFFFF00002D0000FFFFFF
11998,0b0,260705185755,0x252514005900140869487060174421003C38402D0000005D4E0000000700640000000000000000FFFFFFFFFFFF17D50000008810260705185755006074447CFD98C2274263400000000003541252FFFFFF00002D0000FFFFFF
7,0b0,260705225830,0x252513005900080869487060174421003C38402D000000644D0000000700640000000000000000FFFFFFFFFFFF00D50000008890260705225830006074447CFD98C2274263400000000003871283FFFFFF00002C0000FFFFFF
8,0b0,260706025830,0x252513005900090869487060174421003C38402D00000064500000000700640000000000000000FFFFFFFFFFFF00D50000008800260706025830006074447CFD98C2274263400000000003921285FFFFFF0000230000FFFFFF
9,0b0,260706065830,0x2525130059000A0869487060174421003C38402D0000005D530000000700640000000000000000FFFFFFFFFFFF00D50000008800260706065830006074447CFD98C2274263400000000003921284FFFFFF00001F0000FFFFFF
10,0b0,260706105829,0x2525130059000B0869487060174421003C38402D0000005D4D0000000700640000000000000000FFFFFFFFFFFF00D50000008800260706105829006074447CFD98C2274263400000000003921283FFFFFF00001C0000FFFFFF
11999,0b100000100000000,260706112637,0x252514005900150869487060174421003C38402D0000005D4F0000000700644100000000000000FFFFFFFFFFFF16D50000008800260706112637006074447CFD98C2274263400000000003921256FFFFFF00001C0000FFFFFF
12001,0b0,260706112712,0x252514005900170869487060174421003C38402D000000644E0000000700640000000000000000FFFFFFFFFFFF17D50000008800260706112712006074447CFD98C2274263400000000003911215FFFFFF00001C0000FFFFFF
12000,0b100000100000000,260706112713,0x252514005900160869487060174421003C38402D000000644E0000000700644100000000000000FFFFFFFFFFFF69D50000008800260706112713006074447CFD98C2274263400000000003911075FFFFFF00001D0000FFFFFF
12002,0b100000100000000,260706113701,0x252514005900180869487060174421003C38402D000000644E0000000700644100000000000000FFFFFFFFFFFF16D50000008800260706113701006074447CFD98C2274263400000000003921260FFFFFF00001C0000FFFFFF
12003,0b1100000100000000,260706113723,0x252514005900190869487060174421003C38402D0000005D4E000000070064C100000000000000FFFFFFFFFFFF68D50000008800260706113723006074447CFD98C2274263400000000003910303FFFFFF00001C0000FFFFFF
12004,0b100000100000000,260706113727,0x2525140059001A0869487060174421003C38402D0000005D4F0000000700644100000000000000FFFFFFFFFFFF69D50000008800260706113727006074447CFD98C2274263400000000003901058FFFFFF00001C0000FFFFFF
12006,0b1000000000000000,260706113736,0x2525140059001C0869487060174421003C38402D0000005D4F0000000700648000000000000000FFFFFFFFFFFF17D50000008800260706113736006074447CFD98C2274263400000000003900278FFFFFF00001C0000FFFFFF
12005,0b1100000100000000,260706113737,0x2525140059001B0869487060174421003C38402D0000005D4E000000070064C100000000000000FFFFFFFFFFFF68D50000008800260706113737006074447CFD98C2274263400000000003910463FFFFFF00001C0000FFFFFF
12008,0b100000100000000,260706113738,0x2525140059001E0869487060174421003C38402D0000005D4F0000000700644100000000000000FFFFFFFFFFFF16D50000008898260706113738006074447CFD98C2274263400000000003891198FFFFFF00001D0000FFFFFF
12007,0b100000000,260706113739,0x2525140059001D0869487060174421003C38402D0000005D4F0000000700640100000000000000FFFFFFFFFFFF69D50000008897260706113739006074447CFD98C2274263400000000003891054FFFFFF00001D0000FFFFFF
12011,0b0,260706113822,0x252514005900210869487060174421003C38402D00000064500000000700640000000000000000FFFFFFFFFFFF17D50000008800260706113822006074447CFD98C2274263400000000003901236FFFFFF00001D0000FFFFFF
12010,0b100000100000000,260706113823,0x252514005900200869487060174421003C38402D00000064500000000700644100000000000000FFFFFFFFFFFF69D50000008800260706113823006074447CFD98C2274263400000000003901066FFFFFF00001D0000FFFFFF
12009,0b1100000100000000,260706113823,0x2525140059001F0869487060174421003C38402D0000006450000000070064C100000000000000FFFFFFFFFFFF68D50000008800260706113823006074447CFD98C2274263400000000003910429FFFFFF00001D0000FFFFFF
12012,0b100000100000000,260706115737,0x252514005900220869487060174421003C38402D00000064510000000700644100000000000000FFFFFFFFFFFF16D50000008800260706115737006074447CFD98C2274263400000000003911266FFFFFF00001C0000FFFFFF
11,0b100000100000000,260706115838,0x2525130059000C0869487060174421003C38402D00000060510000000700644100000000000000FFFFFFFFFFFF00D50000008800260706115838006074447CFD98C2274263400000000003921261FFFFFF00001C0000FFFFFF
12,0b100000100000000,260706115937,0x2525130059000D0869487060174421003C38402D00000064510000000700644100000000000000FFFFFFFFFFFF00D50000008800260706115937006074447CFD98C2274263400000000003911259FFFFFF00001C0000FFFFFF
13,0b100000100000000,260706120038,0x2525130059000E0869487060174421003C38402D00000056500000000700644100000000000000FFFFFFFFFFFF00D50000008800260706120038006074447CFD98C2274263400000000003921255FFFFFF00001C0000FFFFFF
14,0b100000100000000,260706120138,0x2525130059000F0869487060174421003C38402D0000005D510000000700644100000000000000FFFFFFFFFFFF00D50000008800260706120138006074447CFD98C2274263400000000003911258FFFFFF00001C0000FFFFFF
12013,0b100000100000000,260706120238,0x252514005900230869487060174421003C38402D00000064510000000700644100000000000000FFFFFFFFFFFF18D50000008800260706120238006074447CFD98C2274263400000000003911259FFFFFF00001C0000FFFFFF
15,0b100000100000000,260706120238,0x252513005900100869487060174421003C38402D00000064D10000000700644100000000000000FFFFFFFFFFFF00D50000008800260706120238006074447CFD98C2274263400000000003911259FFFFFF00001C0000FFFFFF
16,0b100000100000000,260706120438,0x252513005900110869487060174421003C38402D00000060520000000700644100000000000000FFFFFFFFFFFF00D50000008800260706120438006074447CFD98C2274263400000000003911255FFFFFF00001C0000FFFFFF
17,0b100000100000000,260706120538,0x252513005900120869487060174421003C38402D0000005D510000000700644100000000000000FFFFFFFFFFFF00D50000008800260706120538006074447CFD98C2274263400000000003911254FFFFFF00001C0000FFFFFF
18,0b100000100000000,260706120637,0x252513005900130869487060174421003C38402D00000064510000000700644100000000000000FFFFFFFFFFFF00D50000008800260706120637006074447CFD98C2274263400000000003921259FFFFFF00001C0000FFFFFF
19,0b100000100000000,260706120738,0x252513005900140869487060174421003C38402D00000052D00000000700644100000000000000FFFFFFFFFFFF00D50000008800260706120738006074447CFD98C2274263400000000003921256FFFFFF00001C0001FFFFFF
12014,0b100000100000000,260706120738,0x252514005900240869487060174421003C38402D00000052500000000700644100000000000000FFFFFFFFFFFF18D50000008800260706120738006074447CFD98C2274263400000000003921256FFFFFF00001C0001FFFFFF
12015,0b0,260706120846,0x252514005900250869487060174421003C38402D0000005D500000000700640000000000000000FFFFFFFFFFFF17D50000008800260706120846006074447CFD98C2274263400000000003911261FFFFFF00001C0000FFFFFF
12016,0b0,260706120847,0x252514005900260869487060174421003C38402D0000005D500000000700640000000000000000FFFFFFFFFFFF19D50000008800260706120847006074447CFD98C2274263400000000003921257FFFFFF00001C0000FFFFFF
12017,0b100000100000000,260706120918,0x252514005900270869487060174421003C38402D0000005D500000000700644100000000000000FFFFFFFFFFFF16D50000008800260706120918006074447CFD98C2274263400000000003911250FFFFFF00001C0000FFFFFF
20,0b100000100000000,260706121038,0x252513005900150869487060174421003C38402D000000594F0000000700644100000000000000FFFFFFFFFFFF00D50000008800260706121038006074447CFD98C2274263400000000003921420FFFFFF00001C0000FFFFFF
21,0b100000100000000,260706121044,0x252513005900160869487060174421003C38402D000000564F0000000700644100000000000000FFFFFFFFFFFF00D5000000A6002607061210449A9973446FFD98C23E4663400050003E03911418FFFFFF00001C0000FFFFFF
22,0b100000100000000,260706121238,0x252513005900170869487060174421003C38402D00000056510000000700644100000000000000FFFFFFFFFFFF00D5000000A900260706121238CDAC73446CFD98C25C4663400000005803921413FFFFFF00001C0000FFFFFF
23,0b100000100000000,260706121338,0x252513005900180869487060174421003C38402D000000524F0000000700644100000000000000FFFFFFFFFFFF00D5000000A900260706121338CDAC73446CFD98C25C4663400000005803921416FFFFFF00001C0000FFFFFF
24,0b100000100000000,260706121437,0x252513005900190869487060174421003C38402D00000059500000000700644100000000000000FFFFFFFFFFFF00D5000000A900260706121437CDAC73446CFD98C25C4663400000005803911415FFFFFF00001C0000FFFFFF
25,0b100000100000000,260706121537,0x2525130059001A0869487060174421003C38402D000000594F0000000700644100000000000000FFFFFFFFFFFF00D5000000A900260706121537CDAC73446CFD98C25C4663400000005803911411FFFFFF00001C0000FFFFFF
12018,0b100000100000000,260706121547,0x252514005900280869487060174421003C38402D000000594F0000000700644100000000000000FFFFFFFFFFFF18D5000000A900260706121547CDAC73446CFD98C25C4663400000005803921411FFFFFF00001C0000FFFFFF
26,0b100000100000000,260706121738,0x2525130059001B0869487060174421003C38402D00000056500000000700644100000000000000FFFFFFFFFFFF00D5000000A900260706121738CDAC73446CFD98C25C4663400000005803911286FFFFFF00001C0000FFFFFF
12019,0b0,260706121807,0x252514005900290869487060174421003C38402D00000056500000000700640000000000000000FFFFFFFFFFFF17D5000000A900260706121807CDAC73446CFD98C25C4663400000005803921299FFFFFF00001C0000FFFFFF
12020,0b0,260706121808,0x2525140059002A0869487060174421003C38402D00000056500000000700640000000000000000FFFFFFFFFFFF19D5000000A900260706121808CDAC73446CFD98C25C4663400000005803921298FFFFFF00001D0000FFFFFF
12021,0b100000100000000,260706121920,0x2525140059002B0869487060174421003C38402D000000604F0000000700644100000000000000FFFFFFFFFFFF16D5000000A900260706121920CDAC73446CFD98C25C4663400000005803920890FFFFFF00001C0000FFFFFF
27,0b100000100000000,260706122038,0x2525130059001C0869487060174421003C38402D00000052500000000700644100000000000000FFFFFFFFFFFF00D5000000A900260706122038CDAC73446CFD98C25C4663400000005803921415FFFFFF00001C0000FFFFFF
28,0b100000100000000,260706122048,0x2525130059001D0869487060174421003C38402D0000005D500000000700644100000000000000FFFFFFFFFFFF00D5000000BB00260706122048008072447AFD98C2964463400050011203911417FFFFFF00001D0000FFFFFF
29,0b100000100000000,260706122106,0x2525130059001E0869487060174421003C38402D00000056500000000700644100000000000000FFFFFFFFFFFF00D5000000D5002607061221069A19734497FD98C25C436340005000D003911411FFFFFF00001D0000FFFFFF
30,0b100000100000000,260706122124,0x2525130059001F0869487060174421003C38402D000000564F0000000700644100000000000000FFFFFFFFFFFF00D5000000EF002607061221243333734498FD98C2943F63400050009003921415FFFFFF00001D0000FFFFFF
31,0b100000100000000,260706122222,0x252513005900200869487060174421003C38402D00000064500000000700644100000000000000FFFFFFFFFFFF00D500000157002607061222223333734460FD98C23C326340006000C103921412FFFFFF00001D0000FFFFFF
32,0b100000100000000,260706122326,0x252513005900210869487060174421003C38402D000000644F0000000700644100000000000000FFFFFFFFFFFF00D50000022A0026070612232600E07244C0FD98C2B6156340005000F403921405FFFFFF00001D0000FFFFFF
33,0b100000100000000,260706122348,0x252513005900220869487060174421003C38402D00000059500000000700644100000000000000FFFFFFFFFFFF00D5000002B30026070612234833B3734459FE98C2581B63400270012303921407FFFFFF00001D0000FFFFFF
34,0b100000100000000,260706122538,0x252513005900230869487060174421003C38402D0000005D510000000700644100000000000000FFFFFFFFFFFF00D5000004C90026070612253866667644A40099C2C23763400140012103911397FFFFFF00001D0000FFFFFF
35,0b100000100000000,260706122638,0x252513005900240869487060174421003C38402D00000056500000000700644100000000000000FFFFFFFFFFFF00D500000577002607061226389A797744640199C2DC4063400000012703921399FFFFFF00001D0000FFFFFF
36,0b100000100000000,260706122718,0x252513005900250869487060174421003C38402D0000005D500000000700644100000000000000FFFFFFFFFFFF00D50000058B0026070612271800C07744740199C2C54263400070016303911399FFFFFF00001C0000FFFFFF
37,0b100000100000000,260706122838,0x252513005900260869487060174421003C38402D000000524D0000000700644100000000000000FFFFFFFFFFFF00D5000007A00026070612283800007944780099C28D8A63400330001503921394FFFFFF00001C0000FFFFFF
38,0b100000100000000,260706122938,0x252513005900270869487060174421003C38402D000000564F0000000700644100000000000000FFFFFFFFFFFF00D500000A210026070612293800E07644FAFE98C244DA63400410003503921398FFFFFF00001C0000FFFFFF
39,0b100000100000000,260706123014,0x252513005900280869487060174421003C38402D00000064500000000700644100000000000000FFFFFFFFFFFF00D500000BC90026070612301433F3744456FD98C218F963400260006503921400FFFFFF00001C0000FFFFFF
40,0b100000100000000,260706123056,0x252513005900290869487060174421003C38402D00000064500000000700644100000000000000FFFFFFFFFFFF00D500000C5A002607061230569AF97544B2FC98C2E2F763400240003403911398FFFFFF00001C0000FFFFFF
41,0b100000100000000,260706123107,0x2525130059002A0869487060174421003C38402D00000060500000000700644100000000000000FFFFFFFFFFFF00D500000CAB002607061231070020764492FC98C2DC0264400230000003911389FFFFFF00001C0000FFFFFF
42,0b100000100000000,260706123111,0x2525130059002B0869487060174421003C38402D00000059500000000700644100000000000000FFFFFFFFFFFF00D500000CC100260706123111CDAC75449EFC98C29C0564400160012C03911402FFFFFF00001C0000FFFFFF
43,0b100000100000000,260706123116,0x2525130059002C0869487060174421003C38402D000000594F0000000700644100000000000000FFFFFFFFFFFF00D500000CDD0026070612311633537544BDFC98C27B056440021000FA03911395FFFFFF00001C0000FFFFFF
44,0b100000100000000,260706123204,0x2525130059002D0869487060174421003C38402D00000056500000000700644100000000000000FFFFFFFFFFFF00D500000E43002607061232049AF9754442FE98C2CDF263400210012E03911398FFFFFF00001C0000FFFFFF
45,0b100000100000000,260706123327,0x2525130059002E0869487060174421003C38402D00000056510000000700644100000000000000FFFFFFFFFFFF00D50000101800260706123327668674442C0099C256116440018000F703911397FFFFFF00001B0000FFFFFF
46,0b100000100000000,260706123416,0x2525130059002F0869487060174421003C38402D0000004F500000000700644100000000000000FFFFFFFFFFFF00D5000011E600260706123416004079442D0299C23C0064400200012703921400FFFFFF00001B0000FFFFFF
47,0b100000100000000,260706123538,0x252513005900300869487060174421003C38402D0000005D500000000700644100000000000000FFFFFFFFFFFF00D5000012EF0026070612353866A67F44280399C21E1764400250013A03921401FFFFFF00001B0000FFFFFF
48,0b100000100000000,260706123638,0x252513005900310869487060174421003C38402D0000004F500000000700644100000000000000FFFFFFFFFFFF00D50000146900260706123638CD0C8544590499C2543C64400070012B03921400FFFFFF00001A0000FFFFFF
49,0b100000100000000,260706123737,0x252513005900320869487060174421003C38402D00000048500000000700644100000000000000FFFFFFFFFFFF00D50000155D00260706123737330389443B0599C2165264400120013403911396FFFFFF00001A0000FFFFFF
50,0b100000100000000,260706123747,0x252513005900330869487060174421003C38402D000000444F0000000700644100000000000000FFFFFFFFFFFF00D5000015820026070612374766768944500599C2B65664400150016203921403FFFFFF00001A0000FFFFFF
51,0b100000100000000,260706123849,0x252513005900340869487060174421003C38402D00000048500000000700644100000000000000FFFFFFFFFFFF00D5000016930026070612384900E08C442D0599C2B97D64400130012F03911396FFFFFF00001A0000FFFFFF
52,0b100000100000000,260706123853,0x252513005900350869487060174421003C38402D00000041500000000700644100000000000000FFFFFFFFFFFF00D5000016A10026070612385300108D443D0599C20C7E64400080010103911395FFFFFF00001A0000FFFFFF
53,0b100000100000000,260706123917,0x252513005900360869487060174421003C38402D00000048500000000700644100000000000000FFFFFFFFFFFF00D5000016D900260706123917CD2C8E44720599C252796440010000CC03921396FFFFFF00001A0000FFFFFF
54,0b100000100000000,260706123958,0x252513005900370869487060174421003C38402D00000041500000000700644100000000000000FFFFFFFFFFFF00D5000017AB0026070612395833138F44E30599C2E65F6440019000FC03911396FFFFFF00001A0000FFFFFF
55,0b100000100000000,260706124040,0x252513005900380869487060174421003C38402D00000048500000000700644100000000000000FFFFFFFFFFFF00D5000018230026070612404066269144690699C24B5D64400080012C03921396FFFFFF00001A0000FFFFFF
56,0b100000100000000,260706124052,0x252513005900390869487060174421003C38402D00000041500000000700644100000000000000FFFFFFFFFFFF00D50000183D002607061240529A9991447A0699C2056064400080016103921395FFFFFF00001A0000FFFFFF
57,0b100000100000000,260706124126,0x2525130059003A0869487060174421003C38402D0000004B500000000700644100000000000000FFFFFFFFFFFF00D5000018A300260706124126660693444A0699C2A46D64400100002A03921401FFFFFF00001A0000FFFFFF
58,0b100000100000000,260706124140,0x2525130059003B0869487060174421003C38402D0000005D500000000700644100000000000000FFFFFFFFFFFF00D5000018D60026070612414033C39344260699C2177364400120016403911399FFFFFF0000190000FFFFFF
59,0b100000100000000,260706124146,0x2525130059003C0869487060174421003C38402D000000484F0000000700644100000000000000FFFFFFFFFFFF00D5000018E8002607061241469A399444310699C2337564400080012D03911394FFFFFF0000190000FFFFFF
60,0b100000100000000,260706124217,0x2525130059003D0869487060174421003C38402D00000000500000000700644100000000000000FFFFFFFFFFFF00D500001949002607061242179AE99544990699C224796440012000FA03911399FFFFFF0000190000FFFFFF
61,0b100000100000000,260706124246,0x2525130059003E0869487060174421003C38402D00000044500000000700644100000000000000FFFFFFFFFFFF00D50000199A0026070612424600C09744E70699C2127564400100013203911394FFFFFF0000190000FFFFFF
62,0b100000100000000,260706124409,0x2525130059003F0869487060174421003C38402D0000003A510000000700644100000000000000FFFFFFFFFFFF00D500001A8D002607061244099A099C44CA0799C2F38664400160010103911396FFFFFF0000190000FFFFFF
63,0b100000100000000,260706124443,0x252513005900400869487060174421003C38402D00000048510000000700644100000000000000FFFFFFFFFFFF00D500001B1A0026070612444366169E444D0899C2997A6440010000D103911396FFFFFF0000190000FFFFFF
64,0b100000100000000,260706124638,0x252513005900410869487060174421003C38402D00000041500000000700644100000000000000FFFFFFFFFFFF00D500001BB3002607061246389A999E44B50899C263686440000000DB03921395FFFFFF0000190000FFFFFF
65,0b100000100000000,260706124738,0x252513005900420869487060174421003C38402D00000048500000000700644100000000000000FFFFFFFFFFFF00D500001BB3002607061247389A999E44B50899C263686440000000DB03921397FFFFFF0000180000FFFFFF
66,0b100000100000000,260706124837,0x252513005900430869487060174421003C38402D000000444F0000000700644100000000000000FFFFFFFFFFFF00D500001BB3002607061248379A999E44B50899C263686440000000DB03921398FFFFFF0000180000FFFFFF
67,0b100000100000000,260706124938,0x252513005900440869487060174421003C38402D000000444F0000000700644100000000000000FFFFFFFFFFFF00D500001BB3002607061249389A999E44B50899C263686440000000DB03921396FFFFFF0000180000FFFFFF
12022,0b100000100000000,260706125032,0x2525140059002C0869487060174421003C38402D000000444E0000000700644100000000000000FFFFFFFFFFFF18D500001BB3002607061250329A999E44B50899C263686440000000DB03911392FFFFFF0000170000FFFFFF
68,0b100000100000000,260706125138,0x252513005900450869487060174421003C38402D000000444F0000000700644100000000000000FFFFFFFFFFFF00D500001BB3002607061251389A999E44B50899C263686440000000DB03921396FFFFFF0000170000FFFFFF
69,0b100000100000000,260706125238,0x252513005900460869487060174421003C38402D000000414F0000000700644100000000000000FFFFFFFFFFFF00D500001BB3002607061252389A999E44B50899C263686440000000DB03911396FFFFFF0000170000FFFFFF
70,0b100000100000000,260706125337,0x252513005900470869487060174421003C38402D000000444F0000000700644100000000000000FFFFFFFFFFFF00D500001BB3002607061253379A999E44B50899C263686440000000DB03911396FFFFFF0000170000FFFFFF
71,0b100000100000000,260706125438,0x252513005900480869487060174421003C38402D000000444F0000000700644100000000000000FFFFFFFFFFFF00D500001BB3002607061254389A999E44B50899C263686440000000DB03911396FFFFFF0000170000FFFFFF
12023,0b0,260706125520,0x2525140059002D0869487060174421003C38402D0000004F500000000700640000000000000000FFFFFFFFFFFF17D500001BB3002607061255209A999E44B50899C263686440000000DB03921359FFFFFF0000170000FFFFFF
12024,0b0,260706125521,0x2525140059002E0869487060174421003C38402D00000041500000000700640000000000000000FFFFFFFFFFFF19D500001BB3002607061255219A999E44B50899C263686440000000DB03921359FFFFFF0000170000FFFFFF
12025,0b100000100000000,260706130054,0x2525140059002F0869487060174421003C38402D00000048500000000700644100000000000000FFFFFFFFFFFF16D500001BB3002607061300549A999E44B50899C263686440000000DB03911298FFFFFF0000160000FFFFFF
12026,0b0,260706130102,0x252514005900300869487060174421003C38402D00000044500000000700640000000000000000FFFFFFFFFFFF17D500001BB3002607061301029A999E44B50899C263686440000000DB03911307FFFFFF0000160000FFFFFF
12027,0b100000100000000,260706131406,0x252514005900310869487060174421003C38402D00000037510000000700644100000000000000FFFFFFFFFFFF16D500001BB3002607061314069A999E44B50899C263686440000000DB03911295FFFFFF0000160000FFFFFF
72,0b100000100000000,260706131436,0x252513005900490869487060174421003C38402D0000003A500000000700644100000000000000FFFFFFFFFFFF00D500001BC40026070613143666769E44B20899C2E8656440005000A903911404FFFFFF0000160000FFFFFF
73,0b100000100000000,260706131608,0x2525130059004A0869487060174421003C38402D00000048510000000700644100000000000000FFFFFFFFFFFF00D500001BE40026070613160866669E44B30899C231616440000000C003911407FFFFFF0000170000FFFFFF
74,0b100000100000000,260706131707,0x2525130059004B0869487060174421003C38402D0000003E500000000700644100000000000000FFFFFFFFFFFF00D500001C240026070613170700309E44BC0899C2DA576440000000BB03911400FFFFFF0000170000FFFFFF
75,0b100000100000000,260706131808,0x2525130059004C0869487060174421003C38402D00000033520000000700644100000000000000FFFFFFFFFFFF00D500001C420026070613180833B39E44D20899C269546440005000DD03911404FFFFFF0000170000FFFFFF
76,0b100000100000000,260706131846,0x2525130059004D0869487060174421003C38402D0000003A530000000700644100000000000000FFFFFFFFFFFF00D500001C790026070613184633239F44F70899C2F04E6440005000A703911401FFFFFF0000170000FFFFFF
77,0b100000100000000,260706132008,0x2525130059004E0869487060174421003C38402D0000003E520000000700644100000000000000FFFFFFFFFFFF00D500001C910026070613200800E09E44EC0899C2DD4B64400000009B03911407FFFFFF0000170000FFFFFF
78,0b100000100000000,260706132108,0x2525130059004F0869487060174421003C38402D0000003A510000000700644100000000000000FFFFFFFFFFFF00D500001C910026070613210800E09E44EC0899C2DD4B64400000009B03911409FFFFFF0000170000FFFFFF
79,0b100000100000000,260706132207,0x252513005900500869487060174421003C38402D0000003E510000000700644100000000000000FFFFFFFFFFFF00D500001C910026070613220700E09E44EC0899C2DD4B64400000009B03911406FFFFFF0000170000FFFFFF
80,0b100000100000000,260706132308,0x252513005900510869487060174421003C38402D0000003E510000000700644100000000000000FFFFFFFFFFFF00D500001C910026070613230800E09E44EC0899C2DD4B64400000009B03911406FFFFFF0000170000FFFFFF
12028,0b100000100000000,260706132403,0x252514005900320869487060174421003C38402D0000003E510000000700644100000000000000FFFFFFFFFFFF18D500001C910026070613240300E09E44EC0899C2DD4B64400000009B03911405FFFFFF0000170000FFFFFF
12029,0b0,260706132428,0x252514005900330869487060174421003C38402D0000003A510000000700640000000000000000FFFFFFFFFFFF17D500001C910026070613242800E09E44EC0899C2DD4B64400000009B03911368FFFFFF0000170000FFFFFF
