"Unit","Time/Date (COT)","Address","Distance (mi)","Total Distance (mi)","Odometer","Driver"
"EQZ329","01/28/2026 5:37 PM","20b33-20b7 Cl. 23 Bis, Pasto, Nariño, 520004","0.12","60.59","32485.30",
"EQZ329","01/28/2026 5:37 PM","Cl. 23 A, Pasto, Nariño, 520004","0.19","60.77","32485.49",
"EQZ329","01/28/2026 5:39 PM","2533-251 Cl. 23 Bis, Pasto, Nariño, 520004","0.06","60.84","32485.55",
"EQZ329","01/28/2026 5:40 PM","Cra. 26, Pasto, Nariño, 520004","0.12","60.96","32485.67",
"EQZ329","01/28/2026 5:40 PM","26151-2613 Cl. 22B, Pasto, Nariño, 520004","0.25","61.21","32485.92",
"EQZ329","01/28/2026 5:41 PM","212-21106 Cra 30, Pasto, Nariño, 520002","0.06","61.27","32485.98",
"EQZ329","01/28/2026 5:41 PM","212-21106 Cra 30, Pasto, Nariño, 520002","2.92","64.19","32488.84",
"EQZ329","01/28/2026 5:42 PM","30 21-30 81 Cl 20, Pasto, Nariño, 520002","0.19","64.38","32486.17",
"EQZ329","01/28/2026 5:55 PM","Cra 32 #19-99, Pasto, Nariño, 520002","0.12","64.50","32486.29",
"EQZ329","01/28/2026 5:56 PM","182-18104 Cra. 32, Pasto, Nariño, 520002","0.25","64.75","32486.54",
"EQZ329","01/28/2026 5:58 PM","32111-321 Cl. 16, Pasto, Nariño, 520002","0.19","64.94","32486.73",
"EQZ329","01/28/2026 6:01 PM","3584-35110 Cl. 16, Pasto, Nariño, 520002","0.12","65.06","32486.85",
"EQZ329","01/28/2026 6:01 PM","4073-401 Cl. 16, Pasto, Nariño, 520002","0.25","65.31","32487.10",
"EQZ329","01/28/2026 6:02 PM","422-4260 Cl Dg 16, Pasto, Nariño, 520002","0.19","65.50","32487.29",
"EQZ329","01/28/2026 6:03 PM","44b152-44b202 Cl Dg 16, Pasto, Nariño, 520002","0.06","65.56","32487.35",
"EQZ329","01/28/2026 6:04 PM","44b204-44b338 Cl Dg 16, Pasto, Nariño, 520002","0.06","65.62","32487.41",
"EQZ329","01/28/2026 6:04 PM","Dg. 16, Pasto, Nariño, 520002","0.12","65.74","32487.54",
"EQZ329","01/28/2026 6:04 PM","52002, Pasto, Nariño, 520002","0.06","65.81","32487.60",
"EQZ329","01/28/2026 6:05 PM","Quintas de San Pedro Manzana 16 #casa 7, Pasto, Nariño, 520002","0.12","65.93","32487.72",
"EQZ329","01/28/2026 6:07 PM","Cl. 13, Pasto, Nariño, 520002","0.12","66.05","32487.85",
"EQZ329","01/28/2026 6:07 PM","Cl. 13, Pasto, Nariño, 520002","0.06","66.12","32487.91",
"EQZ329","01/28/2026 6:08 PM","Cl. 13, Pasto, Nariño, 520002","0.12","66.24","32488.03",
"EQZ329","01/28/2026 6:09 PM","1376-1394 Cra. 43a, Pasto, Nariño, 520002","0.12","66.37","32488.16",
"EQZ329","01/28/2026 6:09 PM","13122-13168 Cra. 43a, Pasto, Nariño, 520002","0.12","66.49","32488.28",
"EQZ329","01/28/2026 6:09 PM","13122-13168 Cra. 43a, Pasto, Nariño, 520002","0.43","66.92","32488.72",
"EQZ329","01/28/2026 6:13 PM","Cra 36, Pasto, Nariño, 520001","0.12","67.05","32488.84",
"EQZ329","01/28/2026 6:14 PM","3595-3521 Cl 15, Pasto, Nariño, 520002","0.56","67.61","32489.40",
"EQZ329","01/28/2026 6:15 PM","12a61-12a35 Cra 34, Pasto, Nariño, 520002","0.06","67.67","32489.15",
"EQZ329","01/28/2026 6:16 PM","32a2-32a90 Cl. 12, Pasto, Nariño, 520002","0.06","67.73","32489.22",
"EQZ329","01/28/2026 6:17 PM","11a79-11a1 Cra. 32, Pasto, Nariño, 520002","0.19","67.92","32489.40",
"EQZ329","01/28/2026 6:21 PM","102-1076 Cra. 30a, Pasto, Nariño, 520002","0.12","68.04","32489.53",
"EQZ329","01/28/2026 6:24 PM","Cra. 27, Pasto, Nariño, 520002","0.12","68.17","32489.65",
"EQZ329","01/28/2026 6:25 PM","cr 26 11-94 -101 br san Felipe cr 24 con cll 12 esquina, Pasto, Nariño, 520002","0.06","68.23","32489.71",
"EQZ329","01/28/2026 6:25 PM","252-25108 Cl. 12, Pasto, Nariño, 520002","0.19","68.42","32489.90",
"EQZ329","01/28/2026 6:26 PM","22f2-22f112 Av. Boyacá, Pasto, Nariño, 520003","0.37","68.79","32490.27",
"EQZ329","01/28/2026 6:29 PM","1779-171 Av. Boyacá, Pasto, Nariño, 520003","0.12","68.91","32490.40",
"EQZ329","01/28/2026 6:31 PM","1589-151 Av. Boyacá, Pasto, Nariño, 520003","0.06","68.98","32490.46",
"EQZ329","01/28/2026 6:31 PM","132-13106 Cra. 14, Pasto, Nariño, 520003","0.06","69.04","32490.52",
"EQZ329","01/28/2026 6:31 PM","13b103-13b1 Cra. 14, Pasto, Nariño, 520003","0.31","69.35","32490.83",
"EQZ329","01/28/2026 6:33 PM","1820-1896 Cra. 14, Pasto, Nariño, 520003","0.19","69.53","32491.02",
"EQZ329","01/28/2026 6:42 PM","Cra. 14, Pasto, Nariño, 520003","0.19","69.72","32491.20",
"EQZ329","01/28/2026 6:45 PM","72-798 Cl. 21 E, Pasto, Nariño, 520006","0.06","69.78","32491.27",
"EQZ329","01/28/2026 6:47 PM","6 Cl. 21 E, Pasto, Nariño, 520006","0.31","70.09","32491.58",
"EQZ329","01/28/2026 6:49 PM","21b103-21b1 Cra. 4, Pasto, Nariño, 520006","0.06","70.16","32491.64",
"EQZ329","01/28/2026 7:07 PM","42-428 Cl. 21c, Pasto, Nariño, 520006","0.06","70.22","32491.70",
"EQZ329","01/28/2026 7:07 PM","5a2-5a72 Cl. 21c, Pasto, Nariño, 520006","0.06","70.28","32491.76",
"EQZ329","01/28/2026 7:07 PM","Cl. 21c, Pasto, Nariño, 520006","0.06","70.34","32491.83",
"EQZ329","01/28/2026 7:08 PM","6 Cl. 21 E, Pasto, Nariño, 520006","0.12","70.47","32491.95",
"EQZ329","01/28/2026 7:10 PM","7100-7136 Cl. 21 E, Pasto, Nariño, 520006","0.19","70.65","32492.14",
"EQZ329","01/28/2026 7:13 PM","20a83-20a67 Cra. 14, Pasto, Nariño, 520003","0.06","70.72","32492.20",
"EQZ329","01/28/2026 7:14 PM","19117-191 Cra. 14, Pasto, Nariño, 520003","0.19","70.90","32492.38",
"EQZ329","01/28/2026 7:16 PM","1718-17102 Cra. 14, Pasto, Nariño, 520003","0.31","71.21","32492.70",
"EQZ329","01/28/2026 7:18 PM","13a69-13a1 Cl. 12, Pasto, Nariño, 520003","0.12","71.34","32492.82",
"EQZ329","01/28/2026 7:18 PM","1359-131 Cl. 12, Pasto, Nariño, 520003","0.06","71.40","32492.88",
"EQZ329","01/28/2026 7:19 PM","1256-12106 25, Pasto, Nariño, 520003","0.31","71.71","32493.19",
"EQZ329","01/28/2026 7:22 PM","1841-183 25, Pasto, Nariño, 520003","0.06","71.77","32493.25",
"EQZ329","01/28/2026 7:23 PM","182-18108 Cl. 9, Pasto, Nariño, 520001","0.19","71.96","32493.44",
"EQZ329","01/28/2026 7:24 PM","82-880 Cra 14a, Pasto, Nariño, 520001","0.06","72.02","32493.50",
"EQZ329","01/28/2026 7:24 PM","6b18-6b80 Cra. 14, Pasto, Nariño, 520001","0.06","72.08","32493.57",
"EQZ329","01/28/2026 7:24 PM","6a77-6a1 Cra. 14, Pasto, Nariño, 520001","0.31","72.39","32493.88",
"EQZ329","01/28/2026 7:33 PM","1127-11 Cra. 15, Pasto, Nariño, 520001","0.06","72.46","32493.94",
"EQZ329","01/28/2026 7:34 PM","1343-131 Cl. 1b, Pasto, Nariño, 520001","0.06","72.52","32494.00",
"EQZ329","01/28/2026 7:34 PM","12a38-12a74 Cl. 1b, Pasto, Nariño, 520001","0.06","72.58","32494.06",
"EQZ329","01/28/2026 7:34 PM","1b38-1b102 Cra. 12a, Pasto, Nariño, 520001","0.19","72.77","32494.25",
"EQZ329","01/28/2026 7:35 PM","12a73-12a7 Cl. 5a, Pasto, Nariño, 520001","0.06","72.83","32494.31",
"EQZ329","01/28/2026 7:36 PM","5a2-5a60 Cra. 11, Pasto, Nariño, 520001","0.06","72.89","32494.37",
"EQZ329","01/28/2026 7:36 PM","62-6104 Cra. 11, Pasto, Nariño, 520001","0.19","73.08","32494.56",
"EQZ329","01/28/2026 7:37 PM","132-1386 Cl. 8b, Pasto, Nariño, 520001","0.06","73.14","32494.62",
"EQZ329","01/28/2026 7:38 PM","82-834 Cra. 13, Pasto, Nariño, 520001","0.06","73.20","32494.68",
"EQZ329","01/28/2026 7:38 PM","7a2-7a38 Cra. 13, Pasto, Nariño, 520001","0.25","73.45","32494.93",
"EQZ329","01/28/2026 7:40 PM","754-7172 Cl. 6b, Pasto, Nariño, 520001","0.06","73.51","32494.99",
"EQZ329","01/28/2026 7:41 PM","72-752 Cra. 7, Pasto, Nariño, 520001","0.06","73.57","32495.06",
"EQZ329","01/28/2026 7:42 PM","68-6106 Cl. 9, Pasto, Nariño, 520001","0.19","73.76","32495.24",
"EQZ329","01/28/2026 7:43 PM","4b125-4b1 25, Pasto, Nariño, 520001","0.12","73.88","32495.37",
"EQZ329","01/28/2026 7:44 PM","Cra. 4, Pasto, Nariño, 520001","0.25","74.13","32495.62",
"EQZ329","01/28/2026 7:47 PM","Cra. 3ª B, Pasto, Nariño, 520010","0.12","74.26","32495.74",
"EQZ329","01/28/2026 7:48 PM","3152 Dg. 11 B, Pasto, Nariño, 520010","0.06","74.32","32495.80",
"EQZ329","01/28/2026 7:48 PM","Dg. 11 B, Pasto, Nariño, 520010","0.12","74.44","32495.93",
"EQZ329","01/28/2026 7:49 PM","Cl. 11A, Pasto, Nariño, 520010","0.06","74.51","32495.99",
"EQZ329","01/28/2026 7:50 PM","Cl. 11A, Pasto, Nariño, 520010","0.06","74.57","32496.05",
