"Unidad","Conductor","Evento","Dirección","Fecha","Tiempo (UTC-5)","Duración del Evento","Distancia (km)"
"FSQ694","Conductor FSQ694","Ignición Apagada","Cra. 145 #145 - 10, Bogotá, Colombia","02/07/2026","12:00:00 AM","6 hr, 6 min, 18 seg",""
"FSQ694","Conductor FSQ694","Ignición Encendido","Cra. 145 #145 - 10, Bogotá, Colombia","02/07/2026","6:06:18 AM","0 min, 0 seg",""
"FSQ694","Conductor FSQ694","Ignición Encendido","Cra. 145 #145 - 10, Bogotá, Colombia","02/07/2026","6:06:18 AM","19 min, 25 seg",""
"FSQ694","Conductor FSQ694","Inactivo","Cra. 145 #145 - 10, Bogotá, Colombia","02/07/2026","6:06:18 AM","5 min, 42 seg",""
"FSQ694","Conductor FSQ694","Inactivo","Cra. 145 #145, Bogotá, Colombia","02/07/2026","6:13:19 AM","6 min, 40 seg",""
"FSQ694","Conductor FSQ694","Inicio de Viaje","Cra. 145 #145-37 a 145-1, Bogotá, Colombia","02/07/2026","6:20:03 AM","0 min, 0 seg",""
"FSQ694","Conductor FSQ694","Inactivo","Cl. 144c #141b-73, Bogotá, Colombia","02/07/2026","6:22:19 AM","3 min, 24 seg",""
"FSQ694","Conductor FSQ694","Fin de Viaje","Cl. 144c #141b-15, Bogotá, Colombia","02/07/2026","6:25:42 AM","0 min, 0 seg","0.19"
"FSQ694","Conductor FSQ694","Ignición Apagada","Cl. 144c #141b-15, Bogotá, Colombia","02/07/2026","6:25:43 AM","26 min, 26 seg",""
"FSQ694","Conductor FSQ694","Ignición Encendido","Cl. 144c #141b-15, Bogotá, Colombia","02/07/2026","6:52:09 AM","9 min, 41 seg",""
"FSQ694","Conductor FSQ694","Ignición Encendido","Cl. 144c #141b-15, Bogotá, Colombia","02/07/2026","6:52:09 AM","0 min, 0 seg",""
"FSQ694","Conductor FSQ694","Inactivo","Cl. 144c #141b-15, Bogotá, Colombia","02/07/2026","6:52:09 AM","2 min, 49 seg",""
"FSQ694","Conductor FSQ694","Inicio de Viaje","Cra. 141a #144-72 a 144-98, Bogotá, Colombia","02/07/2026","6:55:01 AM","0 min, 0 seg",""
"FSQ694","Conductor FSQ694","Fin de Viaje","Cl. 138 #149c-11, Bogotá, Colombia","02/07/2026","7:01:49 AM","0 min, 0 seg","0.95"
"FSQ694","Conductor FSQ694","Ignición Apagada","Cl. 138 #149c-11, Bogotá, Colombia","02/07/2026","7:01:50 AM","0 min, 0 seg",""
"FSQ694","Conductor FSQ694","Ignición Encendido","Cl. 138 #149c-11, Bogotá, Colombia","02/07/2026","7:25:52 AM","1 hr, 40 min, 48 seg",""
"FSQ694","Conductor FSQ694","Ignición Encendido","Cl. 138 #149c-11, Bogotá, Colombia","02/07/2026","7:25:52 AM","0 min, 0 seg",""
"FSQ694","Conductor FSQ694","Inactivo","Cl. 138 #149c-11, Bogotá, Colombia","02/07/2026","7:25:52 AM","3 min, 1 seg",""
"FSQ694","Conductor FSQ694","Inicio de Viaje","Cl. 138 #151c-2 a 151c-36, Bogotá, Colombia","02/07/2026","7:28:53 AM","0 min, 0 seg",""
"FSQ694","Conductor FSQ694","Inactivo","Cl. 138 # 157-33, Suba, Bogotá, D.C., Bogotá, Bogotá, D.C., Colombia","02/07/2026","7:30:53 AM","3 min, 27 seg",""
"FSQ694","Conductor FSQ694","Inactivo","Cl. 132d #154a - 30, Bogotá, Colombia","02/07/2026","7:37:53 AM","2 min, 59 seg",""
"FSQ694","Conductor FSQ694","Inactivo","Cl. 127 # 95-36, Suba, Bogotá, D.C., Bogotá, Bogotá, D.C., Colombia","02/07/2026","7:57:53 AM","1 min, 59 seg",""
"FSQ694","Conductor FSQ694","Inactivo","Av. Cdad. de Cali #93c-58, Bogotá, Colombia","02/07/2026","8:00:53 AM","2 min, 0 seg",""
"FSQ694","Conductor FSQ694","Inactivo","Avenida 80 # 78-27, Engativá, Bogotá, D.C., Bogotá, Bogotá, D.C., Colombia","02/07/2026","8:14:53 AM","2 min, 0 seg",""
"FSQ694","Conductor FSQ694","Inactivo","Cra 68B #94, Bogotá, Colombia","02/07/2026","8:28:53 AM","9 min, 38 seg",""
"FSQ694","Conductor FSQ694","Fin de Viaje","Cl. 139 #127c-4, Bogotá, Colombia","02/07/2026","9:06:39 AM","0 min, 0 seg","15.70"
"FSQ694","Conductor FSQ694","Ignición Apagada","Cl. 139 #127c-4, Bogotá, Colombia","02/07/2026","9:06:40 AM","1 hr, 19 min, 20 seg",""
"FSQ694","Conductor FSQ694","Ignición Encendido","Cl. 139 #127c-4, Bogotá, Colombia","02/07/2026","10:26:00 AM","14 min, 18 seg",""
"FSQ694","Conductor FSQ694","Ignición Encendido","Cl. 139 #127c-4, Bogotá, Colombia","02/07/2026","10:26:00 AM","0 min, 0 seg",""
"FSQ694","Conductor FSQ694","Inactivo","Cl. 139 #127c-4, Bogotá, Colombia","02/07/2026","10:26:00 AM","2 min, 0 seg",""
"FSQ694","Conductor FSQ694","Inicio de Viaje","Cl. 139 #128a-2 a 128a-98, Bogotá, Colombia","02/07/2026","10:28:00 AM","0 min, 0 seg",""
"FSQ694","Conductor FSQ694","Fin de Viaje","Av. Cdad. de Cali #132b-59 a 132b-1, Bogotá, Colombia","02/07/2026","10:40:17 AM","0 min, 0 seg","2.41"
"FSQ694","Conductor FSQ694","Ignición Apagada","Av. Cdad. de Cali #132b-59 a 132b-1, Bogotá, Colombia","02/07/2026","10:40:18 AM","26 min, 27 seg",""
"FSQ694","Conductor FSQ694","Ignición Encendido","Av. Cdad. de Cali #132b-59 a 132b-1, Bogotá, Colombia","02/07/2026","11:06:45 AM","0 min, 0 seg",""
"FSQ694","Conductor FSQ694","Ignición Encendido","Av. Cdad. de Cali #132b-59 a 132b-1, Bogotá, Colombia","02/07/2026","11:06:45 AM","22 min, 23 seg",""
"FSQ694","Conductor FSQ694","Inactivo","Av. Cdad. de Cali #132b-59 a 132b-1, Bogotá, Colombia","02/07/2026","11:06:45 AM","3 min, 1 seg",""
"FSQ694","Conductor FSQ694","Inicio de Viaje","Av. Cdad. de Cali #130f-18 a 130f-38, Bogotá, Colombia","02/07/2026","11:09:46 AM","0 min, 0 seg",""
"FSQ694","Conductor FSQ694","Fin de Viaje","Cl. 75A #63-24, Bogotá, Colombia","02/07/2026","11:29:07 AM","0 min, 0 seg","5.38"
"FSQ694","Conductor FSQ694","Ignición Apagada","Cl. 75A #63-24, Bogotá, Colombia","02/07/2026","11:29:08 AM","54 min, 30 seg",""
"FSQ694","Conductor FSQ694","Ignición Encendido","Cl. 75A #63-24, Bogotá, Colombia","02/07/2026","12:23:38 PM","0 min, 0 seg",""
"FSQ694","Conductor FSQ694","Ignición Encendido","Cl. 75A #63-24, Bogotá, Colombia","02/07/2026","12:23:38 PM","1 min, 0 seg",""
"FSQ694","Conductor FSQ694","Ignición Apagada","Cl. 75A #62-28, Bogotá, Colombia","02/07/2026","12:24:38 PM","0 min, 0 seg",""
"FSQ694","Conductor FSQ694","Ignición Encendido","Cl. 75A #62-28, Bogotá, Colombia","02/07/2026","12:27:17 PM","10 min, 25 seg",""
"FSQ694","Conductor FSQ694","Ignición Encendido","Cl. 75A #62-28, Bogotá, Colombia","02/07/2026","12:27:17 PM","0 min, 0 seg",""
"FSQ694","Conductor FSQ694","Inactivo","Cl. 75A #62-28, Bogotá, Colombia","02/07/2026","12:27:17 PM","1 min, 12 seg",""
"FSQ694","Conductor FSQ694","Inicio de Viaje","Cra. 62 #75b-2 a 75b-58, Bogotá, Colombia","02/07/2026","12:28:50 PM","0 min, 0 seg",""
"FSQ694","Conductor FSQ694","Fin de Viaje","Cra 69 #93a-33, Bogotá, Colombia","02/07/2026","12:37:41 PM","0 min, 0 seg","1.88"
"FSQ694","Conductor FSQ694","Ignición Apagada","Cra 69 #93a-33, Bogotá, Colombia","02/07/2026","12:37:42 PM","1 hr, 23 min, 20 seg",""
"FSQ694","Conductor FSQ694","Ignición Encendido","Cra 69 #93a-33, Bogotá, Colombia","02/07/2026","2:01:02 PM","0 min, 0 seg",""
"FSQ694","Conductor FSQ694","Ignición Encendido","Cra 69 #93a-33, Bogotá, Colombia","02/07/2026","2:01:02 PM","0 min, 20 seg",""
"FSQ694","Conductor FSQ694","Ignición Apagada","Cra 69 #93a-33, Bogotá, Colombia","02/07/2026","2:01:22 PM","0 min, 0 seg",""
"FSQ694","Conductor FSQ694","Ignición Encendido","Cra 69 #93a-33, Bogotá, Colombia","02/07/2026","2:08:49 PM","0 min, 0 seg",""
"FSQ694","Conductor FSQ694","Ignición Encendido","Cra 69 #93a-33, Bogotá, Colombia","02/07/2026","2:08:49 PM","0 min, 18 seg",""
"FSQ694","Conductor FSQ694","Ignición Apagada","Cra 69 #93a-33, Bogotá, Colombia","02/07/2026","2:09:07 PM","0 min, 0 seg",""
"FSQ694","Conductor FSQ694","Ignición Encendido","Cra 69 #93a-33, Bogotá, Colombia","02/07/2026","2:13:10 PM","0 min, 0 seg",""
"FSQ694","Conductor FSQ694","Ignición Encendido","Cra 69 #93a-33, Bogotá, Colombia","02/07/2026","2:13:10 PM","1 min, 37 seg",""
"FSQ694","Conductor FSQ694","Inactivo","Cra 69 #93a-33, Bogotá, Colombia","02/07/2026","2:13:10 PM","1 min, 37 seg",""
"FSQ694","Conductor FSQ694","Ignición Apagada","Cra 69 #93a-33, Bogotá, Colombia","02/07/2026","2:14:47 PM","24 min, 13 seg",""
"FSQ694","Conductor FSQ694","Ignición Encendido","Cra 69 #93a-33, Bogotá, Colombia","02/07/2026","2:39:00 PM","0 min, 0 seg",""
"FSQ694","Conductor FSQ694","Ignición Encendido","Cra 69 #93a-33, Bogotá, Colombia","02/07/2026","2:39:00 PM","0 min, 30 seg",""
"FSQ694","Conductor FSQ694","Ignición Apagada","Cra 69 #93a-33, Bogotá, Colombia","02/07/2026","2:39:30 PM","0 min, 0 seg",""
"FSQ694","Conductor FSQ694","Ignición Encendido","Cra 69 #93a-33, Bogotá, Colombia","02/07/2026","2:43:25 PM","0 min, 0 seg",""
"FSQ694","Conductor FSQ694","Ignición Encendido","Cra 69 #93a-33, Bogotá, Colombia","02/07/2026","2:43:25 PM","0 min, 33 seg",""
"FSQ694","Conductor FSQ694","Ignición Apagada","Cra 69 #93a-33, Bogotá, Colombia","02/07/2026","2:43:58 PM","0 min, 0 seg",""
"FSQ694","Conductor FSQ694","Ignición Encendido","Cra 69 #93a-33, Bogotá, Colombia","02/07/2026","2:50:49 PM","0 min, 0 seg",""
