"Unidad","Conductor","Evento","Dirección","Fecha","Tiempo (UTC-5)","Duración del Evento","Distancia (km)"
"KYR910","Conductor KYR910","Fin de Viaje","Cra. 54a #48 Sur-1 a 48 Sur-57, Bogotá, Colombia","13/06/2026","11:07:05 AM","0 min, 0 seg","5.08"
"KYR910","Conductor KYR910","Ignición Apagada","Cra. 54a #48 Sur-1 a 48 Sur-57, Bogotá, Colombia","13/06/2026","11:07:06 AM","11 min, 47 seg","5.08"
"KYR910","Conductor KYR910","Ignición Encendido","Cra. 72 #12b-35, Bogotá, Colombia","13/06/2026","12:22:44 PM","0 min, 0 seg","39.49"
"KYR910","Conductor KYR910","Ignición Encendido","Cra. 72 #12b-35, Bogotá, Colombia","13/06/2026","12:22:44 PM","0 min, 29 seg","39.49"
"KYR910","Conductor KYR910","Ignición Apagada","Cra. 72 #12b-35, Bogotá, Colombia","13/06/2026","12:23:13 PM","0 min, 0 seg","39.49"
"KYR910","Conductor KYR910","Ignición Encendido","Cra. 70 #19-76, Bogotá, Colombia","13/06/2026","2:03:35 PM","0 min, 0 seg","47.5"
"KYR910","Conductor KYR910","Ignición Encendido","Cra. 70 #19-76, Bogotá, Colombia","13/06/2026","2:03:35 PM","0 min, 32 seg","47.5"
"KYR910","Conductor KYR910","Ignición Apagada","Cra. 70 #19-76, Bogotá, Colombia","13/06/2026","2:04:07 PM","3 min, 8 seg","47.5"
"KYR910","Conductor KYR910","Ignición Encendido","Cl. 33 #6-40, La Candelaria, Bogotá, Colombia","13/06/2026","5:35:47 PM","1 hr, 8 min, 36 seg","7.07"
"KYR910","Conductor KYR910","Ignición Encendido","Cl. 33 #6-40, La Candelaria, Bogotá, Colombia","13/06/2026","5:35:47 PM","0 min, 0 seg","7.07"
"KYR910","Conductor KYR910","Inactivo","Cl. 33 #6-40, La Candelaria, Bogotá, Colombia","13/06/2026","5:35:47 PM","4 min, 10 seg","7.07"
"KYR910","Conductor KYR910","Inicio de Viaje","Cl. 33 #6-40, La Candelaria, Bogotá, Colombia","13/06/2026","5:39:57 PM","0 min, 0 seg","0.01"
"KYR910","Conductor KYR910","Inicio de Viaje","Cra. 1ª #2b-2 a 2b-78, Bogotá, Colombia","13/06/2026","5:52:11 PM","0 min, 0 seg","10.57"
"KYR910","Conductor KYR910","Inicio de Viaje","Cra. 3 #1-81 a 1-55, Bogotá, Colombia","13/06/2026","5:54:48 PM","0 min, 0 seg","11.15"
"KYR910","Conductor KYR910","Inactivo","Cl 48Q Sur #4-47, Bogotá, Colombia","13/06/2026","6:18:48 PM","25 min, 35 seg","114.96"
"KYR910","Conductor KYR910","Fin de Viaje","Cra 5l #49 Sur-34, Bogotá, Colombia","13/06/2026","6:29:16 PM","0 min, 0 seg","0.57"
"KYR910","Conductor KYR910","Ignición Apagada","Cra 5l #49 Sur-34, Bogotá, Colombia","13/06/2026","6:44:23 PM","0 min, 0 seg","114.98"
"KYR910","Conductor KYR910","Ignición Encendido","Cra 5l #49 Sur-34, Bogotá, Colombia","13/06/2026","6:48:22 PM","0 min, 0 seg","0"
"KYR910","Conductor KYR910","Ignición Encendido","Cra 5l #49 Sur-34, Bogotá, Colombia","13/06/2026","6:48:22 PM","1 min, 0 seg","0"
"KYR910","Conductor KYR910","Ignición Apagada","Cra 5l #49 Sur-34, Bogotá, Colombia","13/06/2026","6:49:22 PM","4 hr, 42 min, 30 seg","0"
"KYR910","Conductor KYR910","Ignición Encendido","Cl. 49a Sur # 5M-17, Rafael Uribe Uribe, Bogotá, D.C., Bogotá, Bogotá, D.C., Colombia","13/06/2026","11:31:52 PM","0 min, 0 seg","0.03"
"KYR910","Conductor KYR910","Ignición Encendido","Cl. 49a Sur # 5M-17, Rafael Uribe Uribe, Bogotá, D.C., Bogotá, Bogotá, D.C., Colombia","13/06/2026","11:31:52 PM","5 min, 31 seg","0.03"
"KYR910","Conductor KYR910","Inactivo","Cl. 49a Sur # 5M-17, Rafael Uribe Uribe, Bogotá, D.C., Bogotá, Bogotá, D.C., Colombia","13/06/2026","11:31:52 PM","1 min, 16 seg","0.03"
"KYR910","Conductor KYR910","Inicio de Viaje","Cra. 5m #49a Sur-1 a 49a Sur-33, Bogotá, Colombia","13/06/2026","11:33:07 PM","0 min, 0 seg","0.03"
"KYR910","Conductor KYR910","Inactivo","Cra. 5m #49-11, Bogotá, Colombia","13/06/2026","11:34:53 PM","2 min, 15 seg","0.05"
"KYR910","Conductor KYR910","Fin de Viaje","Cra. 5m #49a Sur-2, Bogotá, Colombia","13/06/2026","11:37:22 PM","0 min, 0 seg","0.06"
"KYR910","Conductor KYR910","Ignición Apagada","Cra. 5m #49a Sur-2, Bogotá, Colombia","13/06/2026","11:37:23 PM","22 min, 36 seg","0.06"
"KYR910","Conductor KYR910","Ignición Apagada","Cra. 5m #49a Sur-2, Bogotá, Colombia","14/06/2026","12:00:00 AM","11 hr, 20 min, 4 seg","0.06"
"KYR910","Conductor KYR910","Ignición Encendido","Cra. 5m #49a Sur-2, Bogotá, Colombia","14/06/2026","11:20:04 AM","0 min, 0 seg","0"
"KYR910","Conductor KYR910","Ignición Encendido","Cra. 5m #49a Sur-2, Bogotá, Colombia","14/06/2026","11:20:04 AM","0 min, 45 seg","0"
"KYR910","Conductor KYR910","Inicio de Viaje","Cra. 5m #49A-13, Bogotá, Colombia","14/06/2026","11:20:16 AM","0 min, 0 seg","0"
"KYR910","Conductor KYR910","Fin de Viaje","Cl. 49a Bis Sur #5l-43 a 5l-1, Bogotá, Colombia","14/06/2026","11:20:23 AM","0 min, 0 seg","0"
"KYR910","Conductor KYR910","Ignición Apagada","Cl. 49a Sur # 5M-17, Rafael Uribe Uribe, Bogotá, D.C., Bogotá, Bogotá, D.C., Colombia","14/06/2026","11:20:49 AM","7 hr, 33 min, 52 seg","0"
"KYR910","Conductor KYR910","Ignición Encendido","Cl. 49a Sur # 5M-17, Rafael Uribe Uribe, Bogotá, D.C., Bogotá, Bogotá, D.C., Colombia","14/06/2026","6:54:41 PM","6 min, 14 seg","0"
"KYR910","Conductor KYR910","Ignición Encendido","Cl. 49a Sur # 5M-17, Rafael Uribe Uribe, Bogotá, D.C., Bogotá, Bogotá, D.C., Colombia","14/06/2026","6:54:41 PM","0 min, 0 seg","0"
"KYR910","Conductor KYR910","Inactivo","Cl. 49a Sur # 5M-17, Rafael Uribe Uribe, Bogotá, D.C., Bogotá, Bogotá, D.C., Colombia","14/06/2026","6:54:41 PM","6 min, 14 seg","0"
"KYR910","Conductor KYR910","Ignición Apagada","Cl. 49a Sur # 5M-17, Rafael Uribe Uribe, Bogotá, D.C., Bogotá, Bogotá, D.C., Colombia","14/06/2026","7:00:55 PM","0 min, 0 seg","0"
"KYR910","Conductor KYR910","Ignición Apagada","Cl. 49a Sur # 5M-17, Rafael Uribe Uribe, Bogotá, D.C., Bogotá, Bogotá, D.C., Colombia","15/06/2026","12:00:00 AM","12 hr, 2 min, 20 seg","0"
"KYR910","Conductor KYR910","Ignición Encendido","Cl. 49a Sur # 5M-17, Rafael Uribe Uribe, Bogotá, D.C., Bogotá, Bogotá, D.C., Colombia","15/06/2026","12:02:20 PM","0 min, 0 seg","0"
"KYR910","Conductor KYR910","Ignición Encendido","Cl. 49a Sur # 5M-17, Rafael Uribe Uribe, Bogotá, D.C., Bogotá, Bogotá, D.C., Colombia","15/06/2026","12:02:20 PM","0 min, 43 seg","0"
"KYR910","Conductor KYR910","Ignición Apagada","Cra. 5m #49-31, Bogotá, Colombia","15/06/2026","12:03:03 PM","11 hr, 56 min, 56 seg","0"
"KYR910","Conductor KYR910","Ignición Apagada","Cra. 5m #49-31, Bogotá, Colombia","16/06/2026","12:00:00 AM","6 hr, 58 min, 11 seg","0"
"KYR910","Conductor KYR910","Ignición Encendido","Cra. 5m #49-31, Bogotá, Colombia","16/06/2026","6:58:11 AM","44 min, 37 seg","0"
"KYR910","Conductor KYR910","Ignición Encendido","Cra. 5m #49-31, Bogotá, Colombia","16/06/2026","6:58:11 AM","0 min, 0 seg","0"
"KYR910","Conductor KYR910","Inicio de Viaje","Cl. 49 Sur #5l-30 a 5l-42, Bogotá, Colombia","16/06/2026","6:59:06 AM","0 min, 0 seg","0.02"
"KYR910","Conductor KYR910","Inactivo","Cl. 60 Sur #13, Bogotá, Colombia","16/06/2026","7:16:12 AM","2 min, 0 seg","3.47"
"KYR910","Conductor KYR910","Inactivo","Cra. 70c #70d-47, Bogotá, Colombia","16/06/2026","7:25:12 AM","6 min, 0 seg","5.22"
"KYR910","Conductor KYR910","Inactivo","Cra. 70c #63 Sur-40, Bogotá, Colombia","16/06/2026","7:34:12 AM","3 min, 0 seg","5.34"
"KYR910","Conductor KYR910","Fin de Viaje","Cra. 72 #57h Sur-97, Bogotá, Colombia","16/06/2026","7:42:47 AM","0 min, 0 seg","6.18"
"KYR910","Conductor KYR910","Ignición Apagada","Cra. 72 #57h Sur-97, Bogotá, Colombia","16/06/2026","7:42:48 AM","0 min, 0 seg","6.18"
"KYR910","Conductor KYR910","Ignición Encendido","Cra. 72 #57h Sur-97, Bogotá, Colombia","16/06/2026","7:51:54 AM","0 min, 0 seg","0"
"KYR910","Conductor KYR910","Ignición Encendido","Cra. 72 #57h Sur-97, Bogotá, Colombia","16/06/2026","7:51:54 AM","0 min, 3 seg","0"
"KYR910","Conductor KYR910","Ignición Apagada","Cra. 72 #57h Sur-97, Bogotá, Colombia","16/06/2026","7:51:57 AM","20 min, 44 seg","0"
"KYR910","Conductor KYR910","Ignición Encendido","Cra. 72 #57h Sur-97, Bogotá, Colombia","16/06/2026","8:12:41 AM","0 min, 0 seg","0"
"KYR910","Conductor KYR910","Ignición Encendido","Cra. 72 #57h Sur-97, Bogotá, Colombia","16/06/2026","8:12:41 AM","0 min, 2 seg","0"
"KYR910","Conductor KYR910","Ignición Apagada","Cra. 72 #57h Sur-97, Bogotá, Colombia","16/06/2026","8:12:43 AM","0 min, 0 seg","0"
"KYR910","Conductor KYR910","Ignición Encendido","Cra. 72 #57h Sur-97, Bogotá, Colombia","16/06/2026","8:13:54 AM","0 min, 0 seg","0"
"KYR910","Conductor KYR910","Ignición Encendido","Cra. 72 #57h Sur-97, Bogotá, Colombia","16/06/2026","8:13:54 AM","0 min, 13 seg","0"
"KYR910","Conductor KYR910","Ignición Apagada","Cra. 72 #57h Sur-97, Bogotá, Colombia","16/06/2026","8:14:07 AM","0 min, 0 seg","0"
"KYR910","Conductor KYR910","Ignición Encendido","Cra. 72 #57h Sur-97, Bogotá, Colombia","16/06/2026","8:22:24 AM","0 min, 0 seg","0"
"KYR910","Conductor KYR910","Ignición Encendido","Cra. 72 #57h Sur-97, Bogotá, Colombia","16/06/2026","8:22:24 AM","0 min, 6 seg","0"
"KYR910","Conductor KYR910","Ignición Apagada","Cra. 72 #57h Sur-97, Bogotá, Colombia","16/06/2026","8:22:30 AM","0 min, 0 seg","0"
"NOX568 ","Conductor NOX568","Ignición Apagada","Cl. 47 Sur #1-14, Bogotá, Colombia","13/06/2026","12:00:00 AM","24 hr, 0 min, 0 seg","38.04"
"NOX568 ","Conductor NOX568","Ignición Apagada","Cl. 47 Sur #1-14, Bogotá, Colombia","14/06/2026","12:00:00 AM","13 hr, 25 min, 14 seg","38.04"
"NOX568 ","Conductor NOX568","Ignición Encendido","Cl. 47 Sur #1-14, Bogotá, Colombia","14/06/2026","1:25:14 PM","0 min, 0 seg","0"
