"Unidad","Conductor","Evento","Dirección","Fecha","Tiempo (UTC-5)","Duración del Evento","Distancia (km)"
"KYR910","Conductor KYR910","Ignición Apagada","Cra. 5m #49-31, Bogotá, Colombia","16/04/2026","12:00:00 AM","7 hr, 26 min, 28 seg","0"
"KYR910","Conductor KYR910","Ignición Encendido","Cra. 5m #49-31, Bogotá, Colombia","16/04/2026","7:26:28 AM","11 min, 3 seg","0"
"KYR910","Conductor KYR910","Inicio de Viaje","Cl. 49 Sur #5m-11 a 5m-1, Bogotá, Colombia","16/04/2026","7:27:07 AM","0 min, 0 seg","0"
"KYR910","Conductor KYR910","Fin de Viaje","Cl. 57 Sur #16b-2 a 16b-56, Bogotá, Colombia","16/04/2026","7:36:32 AM","0 min, 0 seg","0.02"
"KYR910","Conductor KYR910","Ignición Apagada","Cl. 57 Sur #18-2 a 18-42, Bogotá, Colombia","16/04/2026","7:37:31 AM","1 min, 21 seg","0"
"KYR910","Conductor KYR910","Ignición Encendido","Cl. 57 Sur #18-2 a 18-42, Bogotá, Colombia","16/04/2026","7:38:52 AM","10 min, 4 seg","0"
"KYR910","Conductor KYR910","Inactivo","Cl. 57 Sur #18-2 a 18-42, Bogotá, Colombia","16/04/2026","7:38:52 AM","1 min, 33 seg","0"
"KYR910","Conductor KYR910","Inicio de Viaje","Cra. 19 Bis #57 Sur-52 a 57 Sur-2, Bogotá, Colombia","16/04/2026","7:40:24 AM","0 min, 0 seg","0.27"
"KYR910","Conductor KYR910","Fin de Viaje","Cl. 59 Sur #43a-37 a 43a-1, Bogotá, Colombia","16/04/2026","7:48:55 AM","0 min, 0 seg","0"
"KYR910","Conductor KYR910","Ignición Apagada","Cl. 59 Sur #43a-37 a 43a-1, Bogotá, Colombia","16/04/2026","7:48:56 AM","1 min, 40 seg","0"
"KYR910","Conductor KYR910","Ignición Encendido","Cl. 59 Sur #43a-37 a 43a-1, Bogotá, Colombia","16/04/2026","7:50:36 AM","0 min, 5 seg","0"
"KYR910","Conductor KYR910","Ignición Apagada","Cl. 59 Sur #43a-37 a 43a-1, Bogotá, Colombia","16/04/2026","7:50:41 AM","8 min, 36 seg","0"
"KYR910","Conductor KYR910","Ignición Encendido","Cl. 59 Sur #43a-37 a 43a-1, Bogotá, Colombia","16/04/2026","7:59:17 AM","0 min, 2 seg","0"
"KYR910","Conductor KYR910","Ignición Apagada","Cl. 59 Sur #43a-37 a 43a-1, Bogotá, Colombia","16/04/2026","7:59:19 AM","20 min, 47 seg","0"
"KYR910","Conductor KYR910","Ignición Encendido","Cl. 59 Sur #43a-37 a 43a-1, Bogotá, Colombia","16/04/2026","8:33:40 AM","43 min, 57 seg","0"
"KYR910","Conductor KYR910","Inicio de Viaje","Cra. 45a, Bogotá, Colombia","16/04/2026","8:34:16 AM","0 min, 0 seg","0"
"KYR910","Conductor KYR910","Fin de Viaje","111411, Los Mártires, Bogotá, Colombia","16/04/2026","9:17:36 AM","0 min, 0 seg","0"
"KYR910","Conductor KYR910","Ignición Apagada","111411, Los Mártires, Bogotá, Colombia","16/04/2026","9:17:37 AM","1 min, 5 seg","0"
"KYR910","Conductor KYR910","Ignición Encendido","111411, Los Mártires, Bogotá, Colombia","16/04/2026","9:18:42 AM","0 min, 45 seg","0"
"KYR910","Conductor KYR910","Inicio de Viaje","Cl. 9 #15-76, Bogotá, Colombia","16/04/2026","9:19:07 AM","0 min, 0 seg","0.02"
"KYR910","Conductor KYR910","Fin de Viaje","Cl. 9 #15-76, Bogotá, Colombia","16/04/2026","9:19:08 AM","0 min, 0 seg","0.02"
"KYR910","Conductor KYR910","Ignición Apagada","Cl. 9 #15-76, Bogotá, Colombia","16/04/2026","9:19:27 AM","3 hr, 1 min, 20 seg","0"
"KYR910","Conductor KYR910","Ignición Encendido","Cl. 9 #15-76, Bogotá, Colombia","16/04/2026","12:20:47 PM","49 min, 15 seg","0"
"KYR910","Conductor KYR910","Inactivo","Cl. 9 #15-76, Bogotá, Colombia","16/04/2026","12:20:47 PM","1 min, 18 seg","0"
"KYR910","Conductor KYR910","Inicio de Viaje","Cra, 16 #7a-2 a 7a-74, Bogotá, Colombia","16/04/2026","12:23:48 PM","0 min, 0 seg","0"
"KYR910","Conductor KYR910","Inicio de Viaje","Cl. 59 Sur #43-2 a 43-34, Bogotá, Colombia","16/04/2026","1:09:45 PM","0 min, 0 seg","0"
"KYR910","Conductor KYR910","Fin de Viaje","Cl. 59 Sur #43a-22, Bogotá, Colombia","16/04/2026","1:10:01 PM","0 min, 0 seg","0"
"KYR910","Conductor KYR910","Ignición Apagada","Cl. 59 Sur #43a-22, Bogotá, Colombia","16/04/2026","1:10:02 PM","21 min, 29 seg","0"
"KYR910","Conductor KYR910","Ignición Encendido","Cl. 59 Sur #43a-22, Bogotá, Colombia","16/04/2026","1:31:31 PM","14 min, 5 seg","0"
"KYR910","Conductor KYR910","Inicio de Viaje","Cl. 59 Sur #43a-37 a 43a-1, Bogotá, Colombia","16/04/2026","1:31:46 PM","0 min, 0 seg","0"
"KYR910","Conductor KYR910","Fin de Viaje","Cl. 70b Sur #18k-22, Bogotá, Colombia","16/04/2026","1:45:35 PM","0 min, 0 seg","0"
"KYR910","Conductor KYR910","Ignición Apagada","Cl. 70b Sur #18k-22, Bogotá, Colombia","16/04/2026","1:45:36 PM","13 min, 9 seg","0"
"KYR910","Conductor KYR910","Ignición Encendido","Cl. 70b Sur #18k-22, Bogotá, Colombia","16/04/2026","1:58:45 PM","32 min, 1 seg","0"
"KYR910","Conductor KYR910","Inactivo","Cl. 70b Sur #18k-22, Bogotá, Colombia","16/04/2026","1:58:45 PM","1 min, 28 seg","0"
"KYR910","Conductor KYR910","Inicio de Viaje","Cra. 18l #69r Sur-52 a 69r Sur-2, Bogotá, Colombia","16/04/2026","2:00:28 PM","0 min, 0 seg","0"
"KYR910","Conductor KYR910","Fin de Viaje","Cl. 49c Sur #49c Sur-86, Bogotá, Colombia","16/04/2026","2:30:45 PM","0 min, 0 seg","0"
"KYR910","Conductor KYR910","Ignición Apagada","Cl. 49c Sur #49c Sur-86, Bogotá, Colombia","16/04/2026","2:30:46 PM","4 min, 45 seg","0"
"KYR910","Conductor KYR910","Ignición Encendido","Cl. 49c Sur #49c Sur-86, Bogotá, Colombia","16/04/2026","2:35:31 PM","8 min, 57 seg","0"
"KYR910","Conductor KYR910","Inactivo","Cl. 49c Sur #49c Sur-86, Bogotá, Colombia","16/04/2026","2:35:31 PM","6 min, 38 seg","0"
"KYR910","Conductor KYR910","Inicio de Viaje","Cl. 49c Sur #49c Sur-81 a 49c Sur-85, Bogotá, Colombia","16/04/2026","2:42:08 PM","0 min, 0 seg","0.01"
"KYR910","Conductor KYR910","Fin de Viaje","Cra 5l # 48W-23, Rafael Uribe Uribe, Bogotá, D.C., Bogotá, Bogotá, D.C., Colombia","16/04/2026","2:44:14 PM","0 min, 0 seg","0.2"
"KYR910","Conductor KYR910","Ignición Apagada","Cl. 48x Sur #5m-6, Bogotá, Colombia","16/04/2026","2:44:28 PM","1 min, 53 seg","0"
"KYR910","Conductor KYR910","Ignición Encendido","Cl. 48x Sur #5m-6, Bogotá, Colombia","16/04/2026","2:46:21 PM","0 min, 2 seg","0"
"KYR910","Conductor KYR910","Ignición Apagada","Cl. 48x Sur #5m-6, Bogotá, Colombia","16/04/2026","2:46:23 PM","10 min, 3 seg","0"
"KYR910","Conductor KYR910","Ignición Encendido","Cl. 48x Sur #5m-6, Bogotá, Colombia","16/04/2026","2:56:26 PM","5 min, 11 seg","0"
"KYR910","Conductor KYR910","Inicio de Viaje","Tv. 5n Bis #48x Sur-7, Bogotá, Colombia","16/04/2026","2:57:23 PM","0 min, 0 seg","0"
"KYR910","Conductor KYR910","Fin de Viaje","Cra. 5m #49-31, Bogotá, Colombia","16/04/2026","3:01:36 PM","0 min, 0 seg","0"
"KYR910","Conductor KYR910","Ignición Apagada","Cra. 5m #49-31, Bogotá, Colombia","16/04/2026","3:01:37 PM","39 min, 33 seg","0"
"KYR910","Conductor KYR910","Ignición Encendido","Cra. 5m #49-31, Bogotá, Colombia","16/04/2026","3:41:10 PM","0 min, 25 seg","0"
"KYR910","Conductor KYR910","Ignición Apagada","Cra 5l #49 Sur-50, Bogotá, Colombia","16/04/2026","3:41:35 PM","42 min, 55 seg","0"
"KYR910","Conductor KYR910","Ignición Encendido","Cra 5l #49 Sur-50, Bogotá, Colombia","16/04/2026","4:24:30 PM","1 min, 2 seg","0"
"KYR910","Conductor KYR910","Inactivo","Cra 5l #49 Sur-50, Bogotá, Colombia","16/04/2026","4:24:30 PM","1 min, 2 seg","0"
"KYR910","Conductor KYR910","Ignición Apagada","Cra 5l #49 Sur-50, Bogotá, Colombia","16/04/2026","4:25:32 PM","1 hr, 56 min, 13 seg","0"
"KYR910","Conductor KYR910","Ignición Encendido","Cra 5l #49 Sur-50, Bogotá, Colombia","16/04/2026","6:21:45 PM","2 min, 34 seg","0"
"KYR910","Conductor KYR910","Inactivo","Cra 5l #49 Sur-50, Bogotá, Colombia","16/04/2026","6:21:45 PM","2 min, 34 seg","0"
"KYR910","Conductor KYR910","Ignición Apagada","Cl. 49a Sur # 5M-17, Rafael Uribe Uribe, Bogotá, D.C., Bogotá, Bogotá, D.C., Colombia","16/04/2026","6:24:19 PM","0 min, 0 seg","0"
"NOX568 ","Conductor NOX568","Ignición Apagada","Cl. 47 Sur #1-16, Bogotá, Colombia","16/04/2026","12:00:00 AM","5 hr, 58 min, 15 seg","0"
"NOX568 ","Conductor NOX568","Ignición Encendido","Cl. 59 Sur #4d Este-1, Bogotá, Colombia","16/04/2026","5:58:15 AM","55 min, 59 seg","1.01"
"NOX568 ","Conductor NOX568","Inactivo","Cl. 59 Sur #4d Este-1, Bogotá, Colombia","16/04/2026","5:58:15 AM","7 min, 6 seg","1.01"
"NOX568 ","Conductor NOX568","Inicio de Viaje","Cl. 48 Sur #1-2 a 1-46, Bogotá, Colombia","16/04/2026","6:05:21 AM","0 min, 0 seg","0"
"NOX568 ","Conductor NOX568","Fin de Viaje","Cra. 72D #57k Sur-75, Bogotá, Colombia","16/04/2026","6:54:13 AM","0 min, 0 seg","0"
"NOX568 ","Conductor NOX568","Ignición Apagada","Cra. 72D #57k Sur-75, Bogotá, Colombia","16/04/2026","6:54:14 AM","25 min, 39 seg","0"
"NOX568 ","Conductor NOX568","Ignición Encendido","Cra. 72D #57k Sur-75, Bogotá, Colombia","16/04/2026","7:19:53 AM","58 min, 51 seg","0"
"NOX568 ","Conductor NOX568","Inactivo","Cra. 72D #57k Sur-75, Bogotá, Colombia","16/04/2026","7:19:53 AM","1 min, 31 seg","0"
"NOX568 ","Conductor NOX568","Inicio de Viaje","Cra. 72D #57k Sur-80 a 57k Sur-72, Bogotá, Colombia","16/04/2026","7:21:28 AM","0 min, 0 seg","0"
"NOX568 ","Conductor NOX568","Fin de Viaje","21, Tena, Cundinamarca, Colombia","16/04/2026","8:18:43 AM","0 min, 0 seg","0"
"NOX568 ","Conductor NOX568","Ignición Apagada","21, Tena, Cundinamarca, Colombia","16/04/2026","8:18:44 AM","44 min, 33 seg","0"
"NOX568 ","Conductor NOX568","Ignición Encendido","21, Tena, Cundinamarca, Colombia","16/04/2026","9:03:17 AM","1 hr, 5 min, 41 seg","0"
"NOX568 ","Conductor NOX568","Inicio de Viaje","21, Tena, Cundinamarca, Colombia","16/04/2026","9:04:07 AM","0 min, 0 seg","0"
"NOX568 ","Conductor NOX568","Fin de Viaje","Apulo-San Antonio de Anapoima, Apulo, Cundinamarca, Colombia","16/04/2026","10:08:57 AM","0 min, 0 seg","0"
"NOX568 ","Conductor NOX568","Ignición Apagada","Apulo-San Antonio de Anapoima, Apulo, Cundinamarca, Colombia","16/04/2026","10:08:58 AM","1 hr, 18 min, 15 seg","0"
"NOX568 ","Conductor NOX568","Ignición Encendido","Apulo-San Antonio de Anapoima, Apulo, Cundinamarca, Colombia","16/04/2026","11:27:13 AM","0 min, 9 seg","0"
"NOX568 ","Conductor NOX568","Ignición Apagada","Apulo-San Antonio de Anapoima, Apulo, Cundinamarca, Colombia","16/04/2026","11:27:22 AM","31 min, 49 seg","0"
"NOX568 ","Conductor NOX568","Ignición Encendido","Apulo-San Antonio de Anapoima, Apulo, Cundinamarca, Colombia","16/04/2026","11:59:11 AM","37 min, 49 seg","0"
"NOX568 ","Conductor NOX568","Inactivo","Apulo-San Antonio de Anapoima, Apulo, Cundinamarca, Colombia","16/04/2026","11:59:11 AM","37 min, 49 seg","0"
"NOX568 ","Conductor NOX568","Ignición Apagada","Apulo-San Antonio de Anapoima, Apulo, Cundinamarca, Colombia","16/04/2026","12:37:00 PM","6 min, 52 seg","0"
"NOX568 ","Conductor NOX568","Ignición Encendido","Apulo-San Antonio de Anapoima, Apulo, Cundinamarca, Colombia","16/04/2026","12:43:52 PM","33 min, 45 seg","0"
"NOX568 ","Conductor NOX568","Inactivo","Apulo-San Antonio de Anapoima, Apulo, Cundinamarca, Colombia","16/04/2026","12:43:52 PM","7 min, 4 seg","0"
"NOX568 ","Conductor NOX568","Inicio de Viaje","Apulo-San Antonio de Anapoima, Apulo, Cundinamarca, Colombia","16/04/2026","12:50:55 PM","0 min, 0 seg","0"
"NOX568 ","Conductor NOX568","Fin de Viaje","Apulo-San Antonio de Anapoima, Apulo, Cundinamarca, Colombia","16/04/2026","12:50:56 PM","0 min, 0 seg","0"
"NOX568 ","Conductor NOX568","Inactivo","Apulo-San Antonio de Anapoima, Apulo, Cundinamarca, Colombia","16/04/2026","12:50:56 PM","26 min, 41 seg","0"
"NOX568 ","Conductor NOX568","Ignición Apagada","Apulo-San Antonio de Anapoima, Apulo, Cundinamarca, Colombia","16/04/2026","1:17:37 PM","1 hr, 38 min, 54 seg","0"
"NOX568 ","Conductor NOX568","Ignición Encendido","Apulo-San Antonio de Anapoima, Apulo, Cundinamarca, Colombia","16/04/2026","2:56:31 PM","44 min, 39 seg","0"
"NOX568 ","Conductor NOX568","Inactivo","Apulo-San Antonio de Anapoima, Apulo, Cundinamarca, Colombia","16/04/2026","2:56:31 PM","2 min, 54 seg","0"
"NOX568 ","Conductor NOX568","Inicio de Viaje","Apulo-San Antonio de Anapoima, Apulo, Cundinamarca, Colombia","16/04/2026","2:59:24 PM","0 min, 0 seg","0.03"
"NOX568 ","Conductor NOX568","Fin de Viaje","Calle 9 #40-09, La Mesa, Cundinamarca, Colombia","16/04/2026","3:41:09 PM","0 min, 0 seg","0"
"NOX568 ","Conductor NOX568","Ignición Apagada","Calle 9 #40-09, La Mesa, Cundinamarca, Colombia","16/04/2026","3:41:10 PM","1 hr, 41 min, 28 seg","0"
"NOX568 ","Conductor NOX568","Ignición Encendido","Calle 9 #40-09, La Mesa, Cundinamarca, Colombia","16/04/2026","5:22:38 PM","0 min, 50 seg","0"
"NOX568 ","Conductor NOX568","Ignición Apagada","Calle 9 #40-09, La Mesa, Cundinamarca, Colombia","16/04/2026","5:23:28 PM","2 min, 58 seg","0"
"NOX568 ","Conductor NOX568","Ignición Encendido","Calle 9 #40-09, La Mesa, Cundinamarca, Colombia","16/04/2026","5:26:26 PM","2 hr, 46 min, 32 seg","0"
"NOX568 ","Conductor NOX568","Inactivo","Calle 9 #40-09, La Mesa, Cundinamarca, Colombia","16/04/2026","5:26:26 PM","6 min, 45 seg","0"
"NOX568 ","Conductor NOX568","Inicio de Viaje","Volterra, La Mesa, Cundinamarca, Colombia","16/04/2026","5:33:11 PM","0 min, 0 seg","0"
"NOX568 ","Conductor NOX568","Fin de Viaje","Cra. 1b #41-38, Bogotá, Colombia","16/04/2026","8:12:57 PM","0 min, 0 seg","0"
"NOX568 ","Conductor NOX568","Ignición Apagada","Cra. 1b #41-38, Bogotá, Colombia","16/04/2026","8:12:58 PM","4 min, 2 seg","0"
"NOX568 ","Conductor NOX568","Ignición Encendido","Cra. 1b #41-38, Bogotá, Colombia","16/04/2026","8:17:00 PM","4 min, 31 seg","0"
"NOX568 ","Conductor NOX568","Inactivo","Cra. 1b #41-38, Bogotá, Colombia","16/04/2026","8:17:00 PM","1 min, 1 seg","0"
"NOX568 ","Conductor NOX568","Inicio de Viaje","Cra. 1b #41a Sur-30 a 41a Sur-2, Bogotá, Colombia","16/04/2026","8:18:06 PM","0 min, 0 seg","0"
"NOX568 ","Conductor NOX568","Fin de Viaje","Cl. 47 Sur # 1-69, San Cristóbal, Bogotá, D.C., Bogotá, Bogotá, D.C., Colombia","16/04/2026","8:21:30 PM","0 min, 0 seg","0"
"NOX568 ","Conductor NOX568","Ignición Apagada","Cl. 47 Sur # 1-69, San Cristóbal, Bogotá, D.C., Bogotá, Bogotá, D.C., Colombia","16/04/2026","8:21:31 PM","24 min, 54 seg","0"
"NOX568 ","Conductor NOX568","Ignición Encendido","Cl. 47 Sur # 1-69, San Cristóbal, Bogotá, D.C., Bogotá, Bogotá, D.C., Colombia","16/04/2026","8:46:25 PM","0 min, 48 seg","0"
"NOX568 ","Conductor NOX568","Ignición Apagada","Cl. 47 Sur #1-12, Bogotá, Colombia","16/04/2026","8:47:13 PM","1 min, 39 seg","0"
"NOX568 ","Conductor NOX568","Ignición Encendido","Cl. 47 Sur #1-12, Bogotá, Colombia","16/04/2026","8:48:52 PM","0 min, 57 seg","0"
"NOX568 ","Conductor NOX568","Ignición Apagada","Cl. 47 Sur #1-12, Bogotá, Colombia","16/04/2026","8:49:49 PM","3 hr, 10 min, 10 seg","0"
