"Unidad","Conductor","Evento","Dirección","Fecha","Tiempo (UTC-5)","Duración del Evento","Distancia (km)"
"NOX568 ","Conductor NOX568","Fin de Viaje","Cra. 3a #10a Sur-1 a 10a Sur-53, Bogotá, Colombia","21/04/2026","2:32:53 PM","0 min, 0 seg","0"
"NOX568 ","Conductor NOX568","Ignición Apagada","Cra. 3a #10a Sur-1 a 10a Sur-53, Bogotá, Colombia","21/04/2026","2:32:54 PM","14 min, 1 seg","0"
"NOX568 ","Conductor NOX568","Ignición Encendido","Cra. 3a #10a Sur-1 a 10a Sur-53, Bogotá, Colombia","21/04/2026","2:46:55 PM","32 min, 37 seg","0"
"NOX568 ","Conductor NOX568","Inactivo","Cra. 3a #10a Sur-1 a 10a Sur-53, Bogotá, Colombia","21/04/2026","2:46:55 PM","1 min, 1 seg","0"
"NOX568 ","Conductor NOX568","Inicio de Viaje","Carrera 68 C No. 22, Cl. 10 Sur, Bogotá, Colombia","21/04/2026","2:48:12 PM","0 min, 0 seg","0"
"NOX568 ","Conductor NOX568","Fin de Viaje","Cl. 68 #63 30, Bogotá, Colombia","21/04/2026","3:19:31 PM","0 min, 0 seg","0"
"NOX568 ","Conductor NOX568","Ignición Apagada","Cl. 68 #63 30, Bogotá, Colombia","21/04/2026","3:19:32 PM","4 min, 44 seg","0"
"NOX568 ","Conductor NOX568","Ignición Encendido","Cl. 68 #63 30, Bogotá, Colombia","21/04/2026","3:24:16 PM","1 hr, 22 min, 54 seg","0"
"NOX568 ","Conductor NOX568","Inicio de Viaje","Cl. 68 #63-2 a 63-98, Bogotá, Colombia","21/04/2026","3:25:10 PM","0 min, 0 seg","0"
"NOX568 ","Conductor NOX568","Inactivo","Av Cl 80 #72b-64, Bogotá, Colombia","21/04/2026","3:36:17 PM","2 min, 0 seg","0.08"
"NOX568 ","Conductor NOX568","Inactivo","50 #92-2 a 92-44, Bogotá, Colombia","21/04/2026","3:43:17 PM","2 min, 0 seg","0.01"
"NOX568 ","Conductor NOX568","Fin de Viaje","Vía Sin Nombre, San Francisco, Cundinamarca, Colombia","21/04/2026","4:47:09 PM","0 min, 0 seg","0"
"NOX568 ","Conductor NOX568","Ignición Apagada","Vía Sin Nombre, San Francisco, Cundinamarca, Colombia","21/04/2026","4:47:10 PM","2 hr, 29 min, 24 seg","0"
"NOX568 ","Conductor NOX568","Ignición Encendido","Vía Sin Nombre, San Francisco, Cundinamarca, Colombia","21/04/2026","7:16:34 PM","28 min, 42 seg","0"
"NOX568 ","Conductor NOX568","Inactivo","Vía Sin Nombre, San Francisco, Cundinamarca, Colombia","21/04/2026","7:16:34 PM","3 min, 25 seg","0"
"NOX568 ","Conductor NOX568","Inicio de Viaje","XM9X+QW, San Francisco, Cundinamarca, Colombia","21/04/2026","7:19:58 PM","0 min, 0 seg","0"
"NOX568 ","Conductor NOX568","Fin de Viaje","Carrera 5 # 1A-21, El Vino, La Vega, Cundinamarca, Colombia","21/04/2026","7:45:15 PM","0 min, 0 seg","0"
"NOX568 ","Conductor NOX568","Ignición Apagada","Carrera 5 # 1A-21, El Vino, La Vega, Cundinamarca, Colombia","21/04/2026","7:45:16 PM","16 min, 43 seg","0"
"NOX568 ","Conductor NOX568","Ignición Encendido","Carrera 5 # 1A-21, El Vino, La Vega, Cundinamarca, Colombia","21/04/2026","8:01:59 PM","60 min, 16 seg","0"
"NOX568 ","Conductor NOX568","Inactivo","Carrera 5 # 1A-21, El Vino, La Vega, Cundinamarca, Colombia","21/04/2026","8:01:59 PM","1 min, 50 seg","0"
"NOX568 ","Conductor NOX568","Inicio de Viaje","Carrera 5 # 1A-11, El Vino, La Vega, Cundinamarca, Colombia","21/04/2026","8:03:49 PM","0 min, 0 seg","0"
"NOX568 ","Conductor NOX568","Inactivo","Av Ciudad de Cali #63f-39, Bogotá, Colombia","21/04/2026","8:50:00 PM","3 min, 0 seg","0.33"
"NOX568 ","Conductor NOX568","Fin de Viaje","Av. El Dorado #32-61, Teusaquillo, Bogotá, Colombia","21/04/2026","9:02:14 PM","0 min, 0 seg","0"
"NOX568 ","Conductor NOX568","Ignición Apagada","Av. El Dorado #32-61, Teusaquillo, Bogotá, Colombia","21/04/2026","9:02:15 PM","3 min, 9 seg","0"
"NOX568 ","Conductor NOX568","Ignición Encendido","Av. El Dorado #32-61, Teusaquillo, Bogotá, Colombia","21/04/2026","9:05:24 PM","0 min, 1 seg","0"
"NOX568 ","Conductor NOX568","Ignición Apagada","Av. El Dorado #32-61, Teusaquillo, Bogotá, Colombia","21/04/2026","9:05:25 PM","1 min, 23 seg","0"
"NOX568 ","Conductor NOX568","Ignición Encendido","Av. El Dorado #32-61, Teusaquillo, Bogotá, Colombia","21/04/2026","9:06:48 PM","33 min, 59 seg","0"
"NOX568 ","Conductor NOX568","Inicio de Viaje","Av. El Dorado #32-2 a 32-92, Bogotá, Colombia","21/04/2026","9:07:45 PM","0 min, 0 seg","0"
"NOX568 ","Conductor NOX568","Fin de Viaje","Cl. 47 Sur # 1-71, San Cristóbal, Bogotá, D.C., Bogotá, Bogotá, D.C., Colombia","21/04/2026","9:40:46 PM","0 min, 0 seg","0"
"NOX568 ","Conductor NOX568","Ignición Apagada","Cl. 47 Sur # 1-71, San Cristóbal, Bogotá, D.C., Bogotá, Bogotá, D.C., Colombia","21/04/2026","9:40:47 PM","1 hr, 3 min, 56 seg","0"
"NOX568 ","Conductor NOX568","Ignición Encendido","Cl. 47 Sur # 1-71, San Cristóbal, Bogotá, D.C., Bogotá, Bogotá, D.C., Colombia","21/04/2026","10:44:43 PM","2 min, 53 seg","0"
"NOX568 ","Conductor NOX568","Inactivo","Cl. 47 Sur # 1-71, San Cristóbal, Bogotá, D.C., Bogotá, Bogotá, D.C., Colombia","21/04/2026","10:44:43 PM","2 min, 53 seg","0"
"NOX568 ","Conductor NOX568","Ignición Apagada","Cl. 47 Sur #1-17, Bogotá, Colombia","21/04/2026","10:47:36 PM","1 hr, 12 min, 23 seg","0"
