"Unidad","Conductor","Evento","Dirección","Fecha","Tiempo (UTC-5)","Duración del Evento","Distancia (km)"
"FSQ694","Conductor FSQ694","Ignición Apagada","Cra. 145 #145 - 10, Bogotá, Colombia","18/06/2026","5:54:39 PM","6 hr, 5 min, 20 seg","0"
"FSQ694","Conductor FSQ694","Ignición Apagada","Cra. 145 #145 - 10, Bogotá, Colombia","19/06/2026","12:00:00 AM","5 hr, 11 min, 41 seg","0"
"FSQ694","Conductor FSQ694","Ignición Encendido","Cra. 145 #145 - 10, Bogotá, Colombia","19/06/2026","5:11:41 AM","38 min, 9 seg","0"
"FSQ694","Conductor FSQ694","Ignición Encendido","Cra. 145 #145 - 10, Bogotá, Colombia","19/06/2026","5:11:41 AM","0 min, 0 seg","0"
"FSQ694","Conductor FSQ694","Inactivo","Cra. 145 #145 - 10, Bogotá, Colombia","19/06/2026","5:11:41 AM","7 min, 47 seg","0"
"FSQ694","Conductor FSQ694","Inicio de Viaje","Cra. 145 #145 - 10, Bogotá, Colombia","19/06/2026","5:19:28 AM","0 min, 0 seg","0.01"
"FSQ694","Conductor FSQ694","Inactivo","Bilbao, Suba, Bogotá, Bogota, Colombia","19/06/2026","5:21:42 AM","1 min, 1 seg","0.17"
"FSQ694","Conductor FSQ694","Fin de Viaje","Cl. 73 #74a-11, Bogotá, Colombia","19/06/2026","5:49:49 AM","0 min, 0 seg","7.13"
"FSQ694","Conductor FSQ694","Ignición Apagada","Cl. 73 #74a-11, Bogotá, Colombia","19/06/2026","5:49:50 AM","2 hr, 42 min, 8 seg","7.13"
"FSQ694","Conductor FSQ694","Ignición Encendido","Cl. 73 #74a-11, Bogotá, Colombia","19/06/2026","8:31:58 AM","0 min, 0 seg","0"
"FSQ694","Conductor FSQ694","Ignición Encendido","Cl. 73 #74a-11, Bogotá, Colombia","19/06/2026","8:31:58 AM","0 min, 9 seg","0"
"FSQ694","Conductor FSQ694","Ignición Apagada","Cl. 73 #74a-11, Bogotá, Colombia","19/06/2026","8:32:07 AM","3 hr, 42 min, 5 seg","0"
"FSQ694","Conductor FSQ694","Ignición Encendido","Cl. 73 #74a-11, Bogotá, Colombia","19/06/2026","12:14:12 PM","0 min, 0 seg","0"
"FSQ694","Conductor FSQ694","Ignición Encendido","Cl. 73 #74a-11, Bogotá, Colombia","19/06/2026","12:14:12 PM","3 min, 25 seg","0"
"FSQ694","Conductor FSQ694","Inactivo","Cl. 73 #74a-11, Bogotá, Colombia","19/06/2026","12:14:12 PM","3 min, 25 seg","0"
"FSQ694","Conductor FSQ694","Ignición Apagada","Cl. 73 #74a-11, Bogotá, Colombia","19/06/2026","12:17:37 PM","0 min, 0 seg","0"
"FSQ694","Conductor FSQ694","Ignición Encendido","Cl. 73 #74a-11, Bogotá, Colombia","19/06/2026","12:21:38 PM","0 min, 0 seg","0"
"FSQ694","Conductor FSQ694","Ignición Encendido","Cl. 73 #74a-11, Bogotá, Colombia","19/06/2026","12:21:38 PM","0 min, 6 seg","0"
"FSQ694","Conductor FSQ694","Ignición Apagada","Cl. 73 #74a-11, Bogotá, Colombia","19/06/2026","12:21:44 PM","10 min, 51 seg","0"
"FSQ694","Conductor FSQ694","Ignición Encendido","Cl. 73 #74a-11, Bogotá, Colombia","19/06/2026","12:32:35 PM","49 min, 38 seg","0"
"FSQ694","Conductor FSQ694","Ignición Encendido","Cl. 73 #74a-11, Bogotá, Colombia","19/06/2026","12:32:35 PM","0 min, 0 seg","0"
"FSQ694","Conductor FSQ694","Inactivo","Cl. 73 #74a-11, Bogotá, Colombia","19/06/2026","12:32:35 PM","3 min, 3 seg","0"
"FSQ694","Conductor FSQ694","Inicio de Viaje","Cra. 73a #73-2 a 73-50, Bogotá, Colombia","19/06/2026","12:35:38 PM","0 min, 0 seg","0.01"
"FSQ694","Conductor FSQ694","Inactivo","Avenida 80 # 86-52, Engativá, Bogotá, D.C., Bogotá, Bogotá, D.C., Colombia","19/06/2026","12:43:36 PM","3 min, 0 seg","1.44"
"FSQ694","Conductor FSQ694","Inactivo","Cra. 145 #145 - 10, Bogotá, Colombia","19/06/2026","1:19:36 PM","2 min, 37 seg","7.42"
"FSQ694","Conductor FSQ694","Fin de Viaje","Cra. 145 #145 - 10, Bogotá, Colombia","19/06/2026","1:22:12 PM","0 min, 0 seg","7.42"
"FSQ694","Conductor FSQ694","Ignición Apagada","Cra. 145 #145 - 10, Bogotá, Colombia","19/06/2026","1:22:13 PM","10 hr, 37 min, 46 seg","7.42"
"FSQ694","Conductor FSQ694","Ignición Apagada","Cra. 145 #145 - 10, Bogotá, Colombia","20/06/2026","12:00:00 AM","24 hr, 0 min, 0 seg","7.42"
"FSQ694","Conductor FSQ694","Ignición Apagada","Cra. 145 #145 - 10, Bogotá, Colombia","21/06/2026","12:00:00 AM","9 hr, 18 min, 31 seg","7.42"
"FSQ694","Conductor FSQ694","Ignición Encendido","Cra. 145 #145 - 10, Bogotá, Colombia","21/06/2026","9:18:31 AM","17 min, 6 seg","0"
"FSQ694","Conductor FSQ694","Ignición Encendido","Cra. 145 #145 - 10, Bogotá, Colombia","21/06/2026","9:18:31 AM","0 min, 0 seg","0"
"FSQ694","Conductor FSQ694","Inactivo","Cra. 145 #145 - 10, Bogotá, Colombia","21/06/2026","9:18:31 AM","17 min, 6 seg","0"
"FSQ694","Conductor FSQ694","Ignición Apagada","Cra. 145 #145 - 10, Bogotá, Colombia","21/06/2026","9:35:37 AM","14 hr, 24 min, 22 seg","0"
"FSQ694","Conductor FSQ694","Ignición Apagada","Cra. 145 #145 - 10, Bogotá, Colombia","22/06/2026","12:00:00 AM","6 hr, 3 min, 46 seg","0"
"FSQ694","Conductor FSQ694","Ignición Encendido","Cra. 145 #145 - 10, Bogotá, Colombia","22/06/2026","6:03:46 AM","32 min, 15 seg","0"
"FSQ694","Conductor FSQ694","Ignición Encendido","Cra. 145 #145 - 10, Bogotá, Colombia","22/06/2026","6:03:46 AM","0 min, 0 seg","0"
"FSQ694","Conductor FSQ694","Inactivo","Cra. 145 #145 - 10, Bogotá, Colombia","22/06/2026","6:03:46 AM","23 min, 37 seg","0"
"FSQ694","Conductor FSQ694","Inicio de Viaje","Cl. 144c #145-61 a 145-1, Bogotá, Colombia","22/06/2026","6:29:39 AM","0 min, 0 seg","0.1"
"FSQ694","Conductor FSQ694","Fin de Viaje","Cl. 142 #145b-18, Bogotá, Colombia","22/06/2026","6:36:00 AM","0 min, 0 seg","0.92"
"FSQ694","Conductor FSQ694","Ignición Apagada","Cl. 142 #145b-18, Bogotá, Colombia","22/06/2026","6:36:01 AM","0 min, 0 seg","0.92"
"FSQ694","Conductor FSQ694","Ignición Encendido","Cl. 142 #145b-18, Bogotá, Colombia","22/06/2026","6:51:42 AM","0 min, 0 seg","0"
"FSQ694","Conductor FSQ694","Ignición Encendido","Cl. 142 #145b-18, Bogotá, Colombia","22/06/2026","6:51:42 AM","3 min, 15 seg","0"
"FSQ694","Conductor FSQ694","Inactivo","Cl. 142 #145b-18, Bogotá, Colombia","22/06/2026","6:51:42 AM","1 min, 1 seg","0"
"FSQ694","Conductor FSQ694","Inicio de Viaje","Cl. 142 #146a-33 a 146a-1, Bogotá, Colombia","22/06/2026","6:52:43 AM","0 min, 0 seg","0.03"
"FSQ694","Conductor FSQ694","Fin de Viaje","Cl. 138 #149c-9, Bogotá, Colombia","22/06/2026","6:54:56 AM","0 min, 0 seg","0.33"
"FSQ694","Conductor FSQ694","Ignición Apagada","Cl. 138 #149c-9, Bogotá, Colombia","22/06/2026","6:54:57 AM","25 min, 57 seg","0.33"
"FSQ694","Conductor FSQ694","Ignición Encendido","Cl. 138 #149c-9, Bogotá, Colombia","22/06/2026","7:20:54 AM","1 hr, 43 min, 47 seg","0"
"FSQ694","Conductor FSQ694","Ignición Encendido","Cl. 138 #149c-9, Bogotá, Colombia","22/06/2026","7:20:54 AM","0 min, 0 seg","0"
"FSQ694","Conductor FSQ694","Inactivo","Cl. 138 #149c-9, Bogotá, Colombia","22/06/2026","7:20:54 AM","3 min, 2 seg","0"
"FSQ694","Conductor FSQ694","Inicio de Viaje","Cra. 151 Bis A #138-99 a 138-1, Bogotá, Colombia","22/06/2026","7:23:56 AM","0 min, 0 seg","0.11"
"FSQ694","Conductor FSQ694","Inactivo","Cl. 138 # 157-49, Suba, Bogotá, D.C., Bogotá, Bogotá, D.C., Colombia","22/06/2026","7:25:56 AM","4 min, 0 seg","0.52"
"FSQ694","Conductor FSQ694","Inactivo","Cra. 154b #132-71, Bogotá, Colombia","22/06/2026","7:34:56 AM","6 min, 0 seg","1.3"
"FSQ694","Conductor FSQ694","Inactivo","Cl. 132d #151a-7, Bogotá, Colombia","22/06/2026","7:41:56 AM","2 min, 0 seg","1.55"
"FSQ694","Conductor FSQ694","Inactivo","Av Cl 80 #77-80, Bogotá, Colombia","22/06/2026","8:04:56 AM","2 min, 0 seg","7.04"
"FSQ694","Conductor FSQ694","Inactivo","Cra 68B #94, Bogotá, Colombia","22/06/2026","8:18:56 AM","6 min, 27 seg","9.22"
"FSQ694","Conductor FSQ694","Inactivo","Cra. 104 #137-27, Bogotá, Colombia","22/06/2026","8:44:56 AM","2 min, 0 seg","14.56"
"FSQ694","Conductor FSQ694","Fin de Viaje","Cra. 145 #145, Bogotá, Colombia","22/06/2026","9:04:40 AM","0 min, 0 seg","17.37"
"FSQ694","Conductor FSQ694","Ignición Apagada","Cra. 145 #145, Bogotá, Colombia","22/06/2026","9:04:41 AM","4 hr, 33 min, 51 seg","17.37"
"FSQ694","Conductor FSQ694","Ignición Encendido","Cra. 145 #145, Bogotá, Colombia","22/06/2026","1:38:32 PM","39 min, 31 seg","0"
"FSQ694","Conductor FSQ694","Ignición Encendido","Cra. 145 #145, Bogotá, Colombia","22/06/2026","1:38:32 PM","0 min, 0 seg","0"
"FSQ694","Conductor FSQ694","Inactivo","Cra. 145 #145, Bogotá, Colombia","22/06/2026","1:38:32 PM","8 min, 18 seg","0"
"FSQ694","Conductor FSQ694","Inicio de Viaje","Cra. 145 # 145-20, Suba, Bogotá, D.C., Bogotá, Bogotá, D.C., Colombia","22/06/2026","1:47:19 PM","0 min, 0 seg","0.02"
"FSQ694","Conductor FSQ694","Inactivo","Cra 68B, Bogotá, Colombia","22/06/2026","2:16:33 PM","1 min, 30 seg","7.23"
"FSQ694","Conductor FSQ694","Fin de Viaje","Cra 68B, Bogotá, Colombia","22/06/2026","2:18:02 PM","0 min, 0 seg","7.23"
"FSQ694","Conductor FSQ694","Ignición Apagada","Cra 68B, Bogotá, Colombia","22/06/2026","2:18:03 PM","1 hr, 1 min, 36 seg","7.23"
"FSQ694","Conductor FSQ694","Ignición Encendido","Cra 68B, Bogotá, Colombia","22/06/2026","3:19:39 PM","0 min, 0 seg","0"
"FSQ694","Conductor FSQ694","Ignición Encendido","Cra 68B, Bogotá, Colombia","22/06/2026","3:19:39 PM","2 min, 31 seg","0"
"FSQ694","Conductor FSQ694","Inactivo","Cra 68B, Bogotá, Colombia","22/06/2026","3:19:39 PM","2 min, 31 seg","0"
"FSQ694","Conductor FSQ694","Ignición Apagada","Cl. 94a #68b-1, Bogotá, Colombia","22/06/2026","3:22:10 PM","0 min, 0 seg","0"
"FSQ694","Conductor FSQ694","Ignición Encendido","Cl. 94a #68b-1, Bogotá, Colombia","22/06/2026","3:26:41 PM","1 hr, 39 min, 56 seg","0"
