,in and outs,date,raw data
7002,0b110000100000000,000101000004,0x252514005901C70869487063243751003C38402D00000000EF00000007000061000000FFFFFFFFFFFFFFFFFFFF168000053620960001010000043333ED43531D93C2E26A88400000000003891252FFFFFF00001CFFFFFFFFFF
6572,0b110000100000000,000101000004,0x2525140059001D0869487063243751003C38402D00000000F100000007000061000000FFFFFFFFFFFFFFFFFFFF1680000535BA1000010100000466E60244951D93C2EF6A88400000000003141236FFFFFF000020FFFFFFFFFF
6832,0b110000100000000,000101000005,0x252514005901210869487063243751003C38402D00000000EF00000007000061000000FFFFFFFFFFFFFFFFFFFF168000053620920001010000053333ED43531D93C2E26A88400000000003871236FFFFFF000028FFFFFFFFFF
6845,0b110000100000000,000101000005,0x2525140059012D0869487063243751003C38402D00000000EF00000007000061000000FFFFFFFFFFFFFFFFFFFF168000053620920001010000053333ED43531D93C2E26A88400000000003871255FFFFFF000026FFFFFFFFFF
6866,0b110000100000000,000101000005,0x252514005901410869487063243751003C38402D00000000EF00000007000061000000FFFFFFFFFFFFFFFFFFFF168000053620950001010000053333ED43531D93C2E26A88400000000003881205FFFFFF00002DFFFFFFFFFF
6915,0b110000100000000,000101000005,0x252514005901710869487063243751003C38402D00000000EF00000007000061000000FFFFFFFFFFFFFFFFFFFF168000053620910001010000053333ED43531D93C2E26A88400000000003871243FFFFFF000020FFFFFFFFFF
6937,0b110000100000000,000101000005,0x252514005901870869487063243751003C38402D00000000EF00000007000061000000FFFFFFFFFFFFFFFFFFFF168000053620910001010000053333ED43531D93C2E26A88400000000003871240FFFFFF000021FFFFFFFFFF
6830,0b110000100000000,000101000005,0x2525140059011F0869487063243751003C38402D00000000EF00000007000061000000FFFFFFFFFFFFFFFFFFFF168000053620920001010000053333ED43531D93C2E26A88400000000003881246FFFFFF000027FFFFFFFFFF
6565,0b100000100000000,000101000005,0x252514005900160869487063243751003C38402D00000000EE00000000000041000000FFFFFFFFFFFFFFFFFFFF0380000000101000010100000500E07A44590D99C24FC75D40000000D203251246FFFFFF000024FFFFFFFFFF
6834,0b110000100000000,000101000006,0x252514005901230869487063243751003C38402D00000000EF00000007000061000000FFFFFFFFFFFFFFFFFFFF168000053620910001010000063333ED43531D93C2E26A88400000000003871249FFFFFF00001DFFFFFFFFFF
6939,0b110000100000000,000101000006,0x252514005901890869487063243751003C38402D00000000EF00000007000061000000FFFFFFFFFFFFFFFFFFFF168000053620910001010000063333ED43531D93C2E26A88400000000003871266FFFFFF000021FFFFFFFFFF
6931,0b110000100000000,000101000006,0x252514005901810869487063243751003C38402D00000000EF00000007000061000000FFFFFFFFFFFFFFFFFFFF168000053620920001010000063333ED43531D93C2E26A88400000000003871268FFFFFF000020FFFFFFFFFF
6890,0b10000000000000,000101000009,0x252514005901580869487063243751003C38402D00000064EF00000000000020000000FFFFFFFFFFFFFFFFFFFF17C000053620910001010000093333ED43531D93C2E26A88400000000003871240FFFFFF00001DFFFFFFFFFF
6916,0b10000000000000,000101000009,0x252514005901720869487063243751003C38402D00000064A000000007000020000000FFFFFFFFFFFFFFFFFFFF17C0000536209100010100000902DC006501B61FA9000000000000000003871266FFFFFF000020FFFFFFFFFF
6889,0b10000000000000,000101000009,0x252514005901580869487063243751003C38402D00000064EF00000000000020000000FFFFFFFFFFFFFFFFFFFF17C000053620910001010000093333ED43531D93C2E26A88400000000003871240FFFFFF00001DFFFFFFFFFF
6882,0b110000000000000,000101000009,0x252514005901510869487063243751003C38402D00000018A000000007000060000000FFFFFFFFFFFFFFFFFFFF17C0000536209100010100000902DC006501B61FA9000000000000000003871242FFFFFF00001DFFFFFFFFFF
6940,0b10000000000000,000101000009,0x2525140059018A0869487063243751003C38402D00000064EF00000000000020000000FFFFFFFFFFFFFFFFFFFF17C000053620920001010000093333ED43531D93C2E26A88400000000003871266FFFFFF000021FFFFFFFFFF
6900,0b110000100000000,000101000009,0x252514005901610869487063243751003C38402D000000648000000007000061000000FFFFFFFFFFFFFFFFFFFF16C0000536209100010100000902DC006501B61FA9000000000000000003871266FFFFFF00001FFFFFFFFFFF
6881,0b110000100000000,000101000009,0x252514005901500869487063243751003C38402D00000000EF00000007000061000000FFFFFFFFFFFFFFFFFFFF168000053620910001010000093333ED43531D93C2E26A88400000000003871248FFFFFF00001DFFFFFFFFFF
6899,0b10000000000000,000101000009,0x252514005901600869487063243751003C38402D00000064EF00000000000020000000FFFFFFFFFFFFFFFFFFFF17C000053620910001010000093333ED43531D93C2E26A88400000000003871240FFFFFF00001FFFFFFFFFFF
6842,0b10000000000000,000101000009,0x2525140059012A0869487063243751003C38402D00000056EF00000000000020000000FFFFFFFFFFFFFFFFFFFF17C000053620920001010000093333ED43531D93C2E26A88400000000003871255FFFFFF000026FFFFFFFFFF
6901,0b10000000000000,000101000012,0x252514005901620869487063243751003C38402D000000648000000007000020000000FFFFFFFFFFFFFFFFFFFF17C0000536209100010100001202DC006501B61FA9000000000000000003871266FFFFFF00001FFFFFFFFFFF
6841,0b110000100000000,000101000012,0x252514005901290869487063243751003C38402D000000648000000007000061000000FFFFFFFFFFFFFFFFFFFF16C0000536209200010100001202DC0065100E38F6000000000000000003871268FFFFFF000027FFFFFFFFFF
6840,0b110000100000000,000101000012,0x252514005901290869487063243751003C38402D000000648000000007000061000000FFFFFFFFFFFFFFFFFFFF16C0000536209200010100001202DC0065100E38F6000000000000000003871268FFFFFF000027FFFFFFFFFF
6994,0b110000100000000,000101000012,0x252514005901BF0869487063243751003C38402D00000000CF00000007000061000000FFFFFFFFFFFFFFFFFFFF168000053620960001010000123333ED43531D93C2E26A88400000000003891292FFFFFF00001BFFFFFFFFFF
6932,0b10000000000000,000101000013,0x252514005901820869487063243751003C38402D000000648000000007000020000000FFFFFFFFFFFFFFFFFFFF17C0000536209200010100001302DC006501B61FA9000000000000000003871269FFFFFF000020FFFFFFFFFF
6557,0b110000100000000,000101000013,0x2525140059000F0869487063243751003C38402D00000000EE00000007000061000000FFFFFFFFFFFFFFFFFFFF1680000000101000010100001300E07A44590D99C24FC75D40000000D203111270FFFFFF000021FFFFFFFFFF
6942,0b10000000000000,000101000015,0x2525140059018C0869487063243751003C38402D0000001BCF00000000000020000000FFFFFFFFFFFFFFFFFFFF17C000053620920001010000153333ED43531D93C2E26A88400000000003871266FFFFFF000022FFFFFFFFFF
6883,0b10000000000000,000101000018,0x252514005901520869487063243751003C38402D000000188000000007000020000000FFFFFFFFFFFFFFFFFFFF17C0000536209100010100001802DC006501B61FA9000000000000000003871257FFFFFF00001DFFFFFFFFFF
6909,0b110000100000000,000101000020,0x2525140059016B0869487063243751003C38402D00000022A000000007000061000000FFFFFFFFFFFFFFFFFFFF16C0000536209100010100002082DC0065001A8F33586D000A0000000003871266FFFFFF00001FFFFFFFFFFF
6835,0b10000000000000,000101000020,0x252514005901240869487063243751003C38402D000000596F00000000000020000000FFFFFFFFFFFFFFFFFFFF17D500053620910001010000203333ED43531D93C2E26A88400000000003871295FFFFFF000020FFFFFFFFFF
6918,0b10000000000000,000101000020,0x252514005901740869487063243751003C38402D0000001FEF00000000000020000000FFFFFFFFFFFFFFFFFFFF17C000053620910001010000203333ED43531D93C2E26A88400000000003871267FFFFFF000020FFFFFFFFFF
6884,0b110000100000000,000101000021,0x252514005901530869487063243751003C38402D0000001BA000000007000061000000FFFFFFFFFFFFFFFFFFFF16C0000536209100010100002102DC006501B61FA9000000000000000003871258FFFFFF00001DFFFFFFFFFF
