,Unit,Serial Number,Phone,Last contact on,text,status,date,Unit Type,Carrier,Sim #
9,SPK366,4764428701,9101373570,2026-06-16 11:26:28.253,"!R3,1,7",Rejected,15/06/2026 03:02:34,CalAmp 2630 - GEMALTO HSPA -LMU26H3001-JAM01,MOVISTAR CO,8957123112215383447
10,SPK366,4764428701,9101373570,2026-06-16 11:26:28.253,"!R3,1,7",Rejected,15/06/2026 03:02:33,CalAmp 2630 - GEMALTO HSPA -LMU26H3001-JAM01,MOVISTAR CO,8957123112215383447
17,SPK366,4764428701,9101373570,2026-06-16 11:26:28.253,"!R3,1,7",Rejected,14/06/2026 23:48:40,CalAmp 2630 - GEMALTO HSPA -LMU26H3001-JAM01,MOVISTAR CO,8957123112215383447
18,SPK366,4764428701,9101373570,2026-06-16 11:26:28.253,"!R3,1,7",Rejected,14/06/2026 23:48:39,CalAmp 2630 - GEMALTO HSPA -LMU26H3001-JAM01,MOVISTAR CO,8957123112215383447
