Created,Message,Status
2026-04-01 00:14:42.848,"11000001,5,4764385921,1,1,1,10,3463,1775002483,3.8975406,-76.3780416,265,0,01010000,11110000,OFF,1101000,5,7,0,31,0x012ED2080000323B000000000000000000000000|",0x830547643859210101010A0D8769CC63730252B7AED279A2C00109000A0F160547000000000000001F012ED2080000323B000000000000000000000000
2026-04-01 04:14:13.120,"11000001,5,4764385921,1,1,1,10,3464,1775016882,3.8975515,-76.3780365,265,0,10010000,11110000,OFF,1101000,5,7,0,31,0x012ED208000031FE000000000000000000000000|",0x830547643859210101010A0D8869CC9BB20252B81BD279A2F3010900090F160547000000000000001F012ED208000031FE000000000000000000000000
2026-04-01 08:14:24.938,"11000001,5,4764385921,1,1,1,10,3465,1775031282,3.89758,-76.378016,265,0,01010000,11110000,OFF,1101000,5,7,0,31,0x012ED208000031FE000000000000000000000000|",0x830547643859210101010A0D8969CCD3F20252B938D279A3C00109000A0F160547000000000000001F012ED208000031FE000000000000000000000000
2026-04-01 11:01:39.618,"11000001,5,4764385921,1,1,1,10,3466,1775041329,3.8976178,-76.3780693,265,0,01010000,11110000,ON,1101000,1,7,0,31,0x012ED20800002EE8000000000000000000000000|",0x830547643859210101010A0D8A69CCFB310252BAB2D279A1AB0109000A0F170147000000000000001F012ED20800002EE8000000000000000000000000
2026-04-01 11:01:50.952,"11000001,5,4764385921,1,1,1,10,3467,1775041342,3.897609,-76.378064,265,0,01010000,11110000,OFF,1101000,2,7,0,31,0x012ED2080000310B000000000000000000000000|",0x830547643859210101010A0D8B69CCFB3E0252BA5AD279A1E00109000A0F160247000000000000001F012ED2080000310B000000000000000000000000
2026-04-01 11:07:23.601,"11000001,5,4764385921,1,1,1,10,3468,1775041661,3.8975751,-76.3780456,207,0,01010000,11110000,OFF,1101000,50,7,0,31,0x012ED20800003166000000009111D9011B000001|",0x830547643859210101010A0D8C69CCFC7D0252B907D279A29800CF000A0F163247000000000000001F012ED20800003166000000009111D9011B000001
2026-04-01 11:07:28.854,"11000001,5,4764385921,1,1,1,10,3469,1775041668,3.8975725,-76.3780415,207,0,01010000,11110000,ON,1101100,1,7,0,31,0x012ED20800003278000000009111D9011B000001|",0x830547643859210101010A0D8D69CCFC840252B8EDD279A2C100CF000A0F370147000000000000001F012ED20800003278000000009111D9011B000001
2026-04-01 11:10:29.616,"11000001,5,4764385921,1,1,1,10,3470,1775041847,3.89756,-76.3780398,207,0,10010000,11110000,ON,1101000,4,7,0,31,0x012ED20800003756000000009111D9011B000001|",0x830547643859210101010A0D8E69CCFD370252B870D279A2D200CF00090F170447000000000000001F012ED20800003756000000009111D9011B000001
2026-04-01 11:12:29.635,"11000001,5,4764385921,1,1,1,10,3471,1775041967,3.897596,-76.3780453,207,0,10010000,11110000,ON,1101000,45,7,0,31,0x012ED208000037B1000000009111D9011B000001|",0x830547643859210101010A0D8F69CCFDAF0252B9D8D279A29B00CF00090F172D47000000000000001F012ED208000037B1000000009111D9011B000001
2026-04-01 11:14:51.009,"11000001,5,4764385921,1,1,1,10,3472,1775042065,3.8986176,-76.3767608,78,20,11010001,11110000,ON,1101100,8,7,0,31,0x012ED2CC00003774000000009111D9011B000001|",0x830547643859210101010A0D9069CCFE110252E1C0D279D4C8004E148B0F370847000000000000001F012ED2CC00003774000000009111D9011B000001
2026-04-01 11:14:59.208,"11000001,5,4764385921,1,1,1,10,3473,1775042098,3.898332,-76.3746761,124,30,11010000,11110000,ON,1101100,3,7,0,31,0x012ED3BE00003756000000009111D9011B000001|",0x830547643859210101010A0D9169CCFE320252D698D27A2637007C1E0B0F370347000000000000001F012ED3BE00003756000000009111D9011B000001
2026-04-01 11:16:31.685,"11000001,5,4764385921,1,1,1,10,3474,1775042190,3.8933063,-76.3698608,170,22,11010000,11110000,ON,1101100,3,7,0,31,0x012ED6C200003793000000009111D9011B000001|",0x830547643859210101010A0D9269CCFE8E02521247D27AE25000AA160B0F370347000000000000001F012ED6C200003793000000009111D9011B000001
2026-04-01 11:21:37.833,"11000001,5,4764385921,1,1,1,10,3475,1775042206,3.8923323,-76.3695053,123,31,11010001,00110000,ON,1101100,3,7,0,31,0x012ED738000037B1000000009111D9011B000001|",0x830547643859210101010A0D9369CCFE9E0251EC3BD27AF033007B1F8B0C370347000000000000001F012ED738000037B1000000009111D9011B000001
2026-04-01 11:21:38.424,"11000001,5,4764385921,1,1,1,10,3476,1775042268,3.890317,-76.3643665,77,36,11010001,11110000,ON,1101100,3,7,0,31,0x012ED9BC000036FB000000009111D9011B000001|",0x830547643859210101010A0D9469CCFEDC02519D82D27BB8EF004D248B0F370347000000000000001F012ED9BC000036FB000000009111D9011B000001
2026-04-01 11:21:38.913,"11000001,5,4764385921,1,1,1,10,3477,1775042387,3.8928728,-76.3516976,105,47,01010001,11110000,ON,1101100,3,7,0,31,0x012EDF5900003774000000009111D9011B000001|",0x830547643859210101010A0D9569CCFF5302520158D27DA7D000692F8A0F370347000000000000001F012EDF5900003774000000009111D9011B000001
2026-04-01 11:21:39.460,"11000001,5,4764385921,1,1,1,10,3478,1775042456,3.889575,-76.3448495,57,47,01010001,11110000,ON,1101100,3,7,0,31,0x012EE2DA00003738000000009111D9011B000001|",0x830547643859210101010A0D9669CCFF9802518086D27EB35100392F8A0F370347000000000000001F012EE2DA00003738000000009111D9011B000001
2026-04-01 11:21:59.450,"11000001,5,4764385921,1,1,1,10,3479,1775042538,3.8934886,-76.3367903,103,49,01010000,11110000,ON,1101100,3,7,0,31,0x012EE6DC000037B1000000009111D9011B000001|",0x830547643859210101010A0D9769CCFFEA02521966D27FEE210067310A0F370347000000000000001F012EE6DC000037B1000000009111D9011B000001
2026-04-01 11:23:58.031,"11000001,5,4764385921,1,1,1,10,3480,1775042657,3.8906191,-76.323424,94,41,01010000,11110000,ON,1101100,3,7,0,31,0x012EECBC00003756000000009111D9011B000001|",0x830547643859210101010A0D9869CD00610251A94FD281F840005E290A0F370347000000000000001F012EECBC00003756000000009111D9011B000001
2026-04-01 11:25:57.118,"11000001,5,4764385921,1,1,1,10,3481,1775042774,3.8933013,-76.3109411,141,32,10010000,11110000,ON,1101100,3,7,0,31,0x012EF23000003738000000009111D9011B000001|",0x830547643859210101010A0D9969CD00D602521215D283DFDD008D20090F370347000000000000001F012EF23000003738000000009111D9011B000001
2026-04-01 11:25:58.655,"11000001,5,4764385921,1,1,1,10,3482,1775042778,3.8929955,-76.3108858,189,31,10010000,11110000,ON,1101100,3,7,0,31,0x012EF253000036BE000000009111D9011B000001|",0x830547643859210101010A0D9A69CD00DA02520623D283E20600BD1F090F370347000000000000001F012EF253000036BE000000009111D9011B000001
2026-04-01 11:26:02.902,"11000001,5,4764385921,1,1,1,10,3483,1775042782,3.8927286,-76.3110728,238,34,10010000,11110000,ON,1101100,3,7,0,31,0x012EF276000036BE000000009111D9011B000001|",0x830547643859210101010A0D9B69CD00DE0251FBB6D283DAB800EE22090F370347000000000000001F012EF276000036BE000000009111D9011B000001
2026-04-01 11:26:08.940,"11000001,5,4764385921,1,1,1,10,3484,1775042788,3.89266,-76.311572,286,34,10010000,11110000,ON,1101100,3,7,0,31,0x012EF2B0000036FB000000009111D9011B000001|",0x830547643859210101010A0D9C69CD00E40251F908D283C738011E22090F370347000000000000001F012EF2B0000036FB000000009111D9011B000001
2026-04-01 11:26:12.680,"11000001,5,4764385921,1,1,1,10,3485,1775042792,3.8928546,-76.3117875,334,34,01010000,11110000,ON,1101100,3,7,0,31,0x012EF2D4000036DC000000009111D9011B000001|",0x830547643859210101010A0D9D69CD00E8025200A2D283BECD014E220A0F370347000000000000001F012EF2D4000036DC000000009111D9011B000001
2026-04-01 11:27:25.953,"11000001,5,4764385921,1,1,1,10,3486,1775042863,3.9008435,-76.312609,20,48,10010000,11110000,ON,1101100,3,7,0,31,0x012EF65200003756000000009111D9011B000001|",0x830547643859210101010A0D9E69CD012F025338B3D2839EB6001430090F370347000000000000001F012EF65200003756000000009111D9011B000001
