,date,ncode,predicted_value
1135,260822225850,931,11.632709992994158
1136,260822230305,949,11.884254606896159
1137,260822230721,976,12.26157152774916
1138,260822231136,1013,12.778635456325496
1139,260822231551,1046,13.239800581812496
1140,260822232006,1076,13.659041604982496
1141,260822232421,1105,14.064307927380165
1142,260822232836,1131,14.427650147460833
1143,260822233251,1156,14.777017666769165
1144,260822233706,1179,15.098435784532834
1145,260822234121,1200,15.391904500751835
1146,260822234536,1218,15.643449114653837
1147,260822234951,1236,15.894993728555836
1148,260822235406,1252,16.11858894091317
1149,260822235821,1250,16.090639539368503
1150,260823000236,1260,16.230386547091836
1151,260823000651,1258,16.202437145547172
1152,260823001106,1249,16.07666483859617
1153,260823001521,1267,16.328209452498168
1154,260823001936,1255,16.160513043230168
1155,260823002351,1252,16.11858894091317
1156,260823002806,1249,16.07666483859617
1157,260823003221,1245,16.020766035506835
1158,260823003636,1246,16.034740736279172
1159,260823004051,1275,16.440007058676837
1160,260823004506,1304,16.845273381074506
1161,260823004921,1332,17.236565002699837
1162,260823005336,1346,17.432210813512505
1163,260823005751,1331,17.222590301927507
1164,260823010206,1333,17.250539703472175
1165,260823010621,1337,17.306438506561506
1166,260823011036,1340,17.348362608878507
1167,260823011451,1345,17.418236112740175
1168,260823011906,1348,17.460160215057172
1169,260823012321,1352,17.516059018146507
1170,260823012736,1355,17.557983120463508
1171,260823013151,1358,17.599907222780505
1172,260823013606,1360,17.627856624325172
1173,260823014021,1363,17.669780726642173
1174,260823014436,1366,17.711704828959174
1175,260823014851,1369,17.753628931276175
1176,260823015307,1371,17.781578332820843
1177,260823015722,1374,17.82350243513784
1178,260823020137,1376,17.851451836682507
1179,260823020552,1379,17.893375938999508
1180,260823021007,1381,17.921325340544175
1181,260823021422,1383,17.949274742088843
1182,260823021837,1386,17.99119884440584
1183,260823022252,1387,18.005173545178177
1184,260823022707,1389,18.03312294672284
1185,260823023122,1391,18.06107234826751
1186,260823023537,1392,18.075047049039842
1187,260823023952,1394,18.10299645058451
1188,260823024407,1395,18.116971151356843
1189,260823024822,1397,18.14492055290151
1190,260823025237,1399,18.172869954446178
1191,260823025652,1401,18.200819355990845
1192,260823030107,1402,18.214794056763175
1193,260823030522,1403,18.22876875753551
1194,260823030937,1405,18.256718159080176
1195,260823031352,1411,18.340566363714178
1196,260823031807,1414,18.382490466031175
1197,260823032222,1416,18.410439867575842
1198,260823032637,1410,18.32659166294184
1199,260823033052,1394,18.10299645058451
1200,260823033507,1387,18.005173545178177
1201,260823033922,1376,17.851451836682507
1202,260823034337,1366,17.711704828959174
1203,260823034752,1349,17.474134915829506
1204,260823035207,1351,17.502084317374173
1205,260823035622,1341,17.36233730965084
1206,260823040037,1344,17.404261411967838
1207,260823040452,1323,17.110792695748838
1208,260823040907,1337,17.306438506561506
1209,260823041322,1346,17.432210813512505
1210,260823102313,1489,19.430593023956177
1211,260823102728,1491,19.458542425500845
1212,260823103143,1477,19.262896614688177
1213,260823103558,1471,19.179048410054175
1214,260823104013,1458,18.997377300013845
1215,260823104428,1451,18.89955439460751
1216,260823104843,1418,18.43838926912051
1217,260823105258,1424,18.522237473754508
1218,260823105713,1423,18.508262772982178
1219,260823110129,1421,18.48031337143751
1220,260823110544,1419,18.452363969892843
1221,260823110959,1416,18.410439867575842
1222,260823111414,1413,18.368515765258845
1223,260823111829,1411,18.340566363714178
1224,260823112244,1414,18.382490466031175
1225,260823112659,1406,18.27069285985251
1226,260823113114,1398,18.15889525367384
1227,260823113529,1391,18.06107234826751
1228,260823113944,1385,17.97722414363351
1229,260823114359,1377,17.86542653745484
1230,260823115229,1366,17.711704828959174
1231,260823115644,1360,17.627856624325172
1232,260823120059,1363,17.669780726642173
1233,260823120514,1332,17.236565002699837
1234,260823120929,1349,17.474134915829506
1235,260823121344,1332,17.236565002699837
1236,260823121759,1367,17.725679529731508
1237,260823122214,1418,18.43838926912051
1238,260823122629,1413,18.368515765258845
1239,260823123044,1432,18.634035079933177
1240,260823123459,1417,18.424414568348176
1241,260823123914,1415,18.39646516680351
1242,260823124329,1394,18.10299645058451
1243,260823124744,1367,17.725679529731508
1244,260823125159,1342,17.37631201042317
1245,260823125614,1320,17.068868593431837
1246,260823130029,1302,16.81732397952984
1247,260823130444,1279,16.495905861766172
1248,260823130859,1287,16.607703467944837
1249,260823131314,1280,16.509880562538505
1250,260823131729,1246,16.034740736279172
1251,260823132144,1254,16.146538342457838
1252,260823132559,1246,16.034740736279172
1253,260823133014,1214,15.587550311564502
1254,260823133429,1219,15.657423815426169
1255,260823133844,1196,15.3360056976625
1256,260823134259,1164,14.888815272947832
1257,260823134715,1155,14.763042965996833
1258,260823135130,1161,14.846891170630833
1259,260823135545,1171,14.986638178354166
1260,260823140000,1174,15.028562280671167
1261,260823140415,1175,15.0425369814435
1262,260823140830,1182,15.140359886849835
1263,260823141245,1191,15.266132193800834
1264,260823141700,1198,15.363955099207168
1265,260823142115,1204,15.447803303841168
1266,260823142530,1209,15.517676807702836
1267,260823142945,1188,15.224208091483835
1268,260823143400,1186,15.196258689939167
1269,260823143815,1182,15.140359886849835
1270,260823144230,1185,15.182283989166834
1271,260823144645,1160,14.8329164698585
1272,260823145100,1157,14.790992367541499
1273,260823145515,1188,15.224208091483835
1274,260823145930,1201,15.405879201524169
1275,260823150345,1209,15.517676807702836
1276,260823150800,1255,16.160513043230168
1277,260823151215,1257,16.188462444774835
1278,260823151630,1257,16.188462444774835
1279,260823152045,1244,16.006791334734505
1280,260823152500,1223,15.713322618515503
1281,260823152915,1192,15.280106894573168
1282,260823153330,1157,14.790992367541499
1283,260823153745,1150,14.693169462135165
1284,260823154200,1133,14.4555995490055
1285,260823154615,1157,14.790992367541499
1286,260823155030,1133,14.4555995490055
1287,260823155445,1097,13.952510321201498
1288,260823155445,1097,13.952510321201498
1289,260823155900,1110,14.134181431241831
1290,260823160315,1099,13.980459722746165
1291,260823160730,1059,13.42147169185283
1292,260823161145,1056,13.379547589535829
1293,260823161600,1064,13.491345195714496
1294,260823162015,1096,13.938535620429164
1295,260823162430,1088,13.826738014250497
1296,260823162845,1105,14.064307927380165
1297,260823163301,1104,14.050333226607831
1298,260823163716,1093,13.896611518112165
1299,260823164131,1082,13.742889809616496
1300,260823164546,1068,13.547243998803829
1301,260823165001,1056,13.379547589535829
1302,260823165416,1046,13.239800581812496
1303,260823165831,1042,13.183901778723161
1304,260823170246,1040,13.155952377178496
1305,260823170701,1040,13.155952377178496
1306,260823171116,1039,13.141977676406162
1307,260823171531,1038,13.128002975633828
1308,260823171946,1042,13.183901778723161
1309,260823172401,1055,13.365572888763495
1310,260823172816,1066,13.519294597259163
1311,260823173231,1063,13.477370494942162
1312,260823173646,1069,13.561218699576163
1313,260823174101,1074,13.63109220343783
1314,260823174516,1077,13.67301630575483
1315,260823174931,1084,13.770839211161164
1316,260823175346,1095,13.92456091965683
1317,260823175801,1091,13.868662116567497
1318,260823180216,1094,13.910586218884498
1319,260823180631,1097,13.952510321201498
1320,260823181046,1101,14.008409124290832
1321,260823181501,1107,14.092257328924832
1322,260823181916,1108,14.106232029697166
1323,260823182331,1108,14.106232029697166
1324,260823182746,1108,14.106232029697166
1325,260823183201,1110,14.134181431241831
1326,260823183616,1113,14.176105533558832
1327,260823184031,1116,14.218029635875832
1328,260823184446,1116,14.218029635875832
1329,260823184901,1133,14.4555995490055
1330,260823185316,1145,14.623295958273498
1331,260823185731,1139,14.5394477536395
1332,260823190146,1138,14.525473052867167
1333,260823190601,1137,14.511498352094833
1334,260823191016,1135,14.483548950550167
1335,260823191431,1132,14.441624848233166
1336,260823191847,1129,14.399700745916165
1337,260823192302,1126,14.357776643599166
1338,260823192717,1124,14.329827242054499
1339,260823193132,1121,14.2879031397375
1340,260823193547,1118,14.245979037420499
1341,260823194002,1115,14.204054935103498
1342,260823194417,1111,14.148156132014165
1343,260823194832,1108,14.106232029697166
1344,260823195247,1105,14.064307927380165
1345,260823195702,1103,14.036358525835498
1346,260823200117,1100,13.994434423518499
1347,260823200117,1100,13.994434423518499
1348,260823200117,1100,13.994434423518499
1349,260823200532,1098,13.966485021973831
1350,260823200947,1096,13.938535620429164
1351,260823201402,1095,13.92456091965683
1352,260823201817,1094,13.910586218884498
1353,260823202232,1094,13.910586218884498
1354,260823202647,1093,13.896611518112165
1355,260823203102,1091,13.868662116567497
1356,260823203517,1091,13.868662116567497
1357,260823203932,1090,13.854687415795164
1358,260823204347,1089,13.84071271502283
1359,260823204802,1087,13.812763313478165
1360,260823205217,1086,13.798788612705831
1361,260823205632,1084,13.770839211161164
1362,260823210047,1082,13.742889809616496
1363,260823210502,1082,13.742889809616496
1364,260823210917,1083,13.75686451038883
1365,260823211332,1083,13.75686451038883
1366,260823211747,1084,13.770839211161164
1367,260823212202,1085,13.784813911933497
1368,260823212617,1086,13.798788612705831
1369,260823213032,1085,13.784813911933497
1370,260823213447,1078,13.686991006527164
1371,260823213902,1073,13.617117502665497
1372,260823214317,1069,13.561218699576163
1373,260823214732,1065,13.50531989648683
1374,260823215147,1061,13.449421093397497
1375,260823215602,1059,13.42147169185283
1376,260823220017,1056,13.379547589535829
1377,260823220433,1055,13.365572888763495
1378,260823220848,1053,13.33762348721883
1379,260823221303,1051,13.309674085674162
1380,260823221718,1050,13.295699384901829
1381,260823222133,1050,13.295699384901829
1382,260823222548,1049,13.281724684129495
1383,260823223003,1049,13.281724684129495
1384,260823223418,1048,13.267749983357161
1385,260823223833,1048,13.267749983357161
1386,260823224248,1048,13.267749983357161
1387,260823224703,1048,13.267749983357161
1388,260823225118,1049,13.281724684129495
1389,260823225533,1049,13.281724684129495
1390,260823225948,1049,13.281724684129495
1391,260823230403,1050,13.295699384901829
1392,260823230818,1051,13.309674085674162
1393,260823231233,1051,13.309674085674162
1394,260823231648,1051,13.309674085674162
1395,260823232103,1052,13.323648786446496
1396,260823232518,1053,13.33762348721883
1397,260823232933,1055,13.365572888763495
1398,260823233348,1057,13.393522290308162
1399,260823233803,1059,13.42147169185283
1400,260823234218,1062,13.463395794169829
1401,260823234633,1065,13.50531989648683
1402,260823235048,1068,13.547243998803829
1403,260823235503,1072,13.603142801893163
1404,260823235918,1076,13.659041604982496
1405,260824000333,1079,13.700965707299497
1406,260824000748,1082,13.742889809616496
1407,260824001203,1085,13.784813911933497
1408,260824001618,1088,13.826738014250497
1409,260824002033,1090,13.854687415795164
1410,260824002448,1093,13.896611518112165
1411,260824002903,1096,13.938535620429164
1412,260824003318,1098,13.966485021973831
1413,260824003733,1100,13.994434423518499
1414,260824004148,1102,14.022383825063164
1415,260824004603,1104,14.050333226607831
1416,260824005019,1106,14.078282628152499
1417,260824005434,1107,14.092257328924832
1418,260824005849,1109,14.120206730469498
1419,260824010304,1110,14.134181431241831
1420,260824010719,1112,14.162130832786499
1421,260824011134,1113,14.176105533558832
1422,260824011549,1115,14.204054935103498
1423,260824012004,1116,14.218029635875832
1424,260824012419,1117,14.232004336648165
1425,260824012834,1118,14.245979037420499
1426,260824013249,1119,14.259953738192833
1427,260824013704,1120,14.273928438965166
1428,260824014119,1121,14.2879031397375
1429,260824014534,1122,14.301877840509832
1430,260824014949,1123,14.315852541282165
1431,260824015404,1124,14.329827242054499
1432,260824015819,1125,14.343801942826833
1433,260824020234,1125,14.343801942826833
1434,260824020649,1125,14.343801942826833
1435,260824021104,1125,14.343801942826833
1436,260824021519,1126,14.357776643599166
1437,260824021934,1126,14.357776643599166
1438,260824022349,1126,14.357776643599166
1439,260824022804,1126,14.357776643599166
1440,260824023219,1127,14.3717513443715
1441,260824023634,1128,14.385726045143834
1442,260824024049,1128,14.385726045143834
1443,260824024504,1128,14.385726045143834
1444,260824024919,1128,14.385726045143834
1445,260824025334,1128,14.385726045143834
1446,260824025749,1129,14.399700745916165
1447,260824030204,1130,14.413675446688499
1448,260824030619,1130,14.413675446688499
1449,260824031034,1130,14.413675446688499
1450,260824031449,1131,14.427650147460833
1451,260824031904,1131,14.427650147460833
1452,260824032319,1132,14.441624848233166
1453,260824032734,1132,14.441624848233166
1454,260824033149,1132,14.441624848233166
1455,260824033605,1132,14.441624848233166
1456,260824034020,1132,14.441624848233166
1457,260824034435,1132,14.441624848233166
1458,260824034850,1132,14.441624848233166
1459,260824035305,1132,14.441624848233166
1460,260824035720,1131,14.427650147460833
1461,260824040135,1131,14.427650147460833
1462,260824040550,1130,14.413675446688499
1463,260824041005,1130,14.413675446688499
1464,260824041420,1129,14.399700745916165
1465,260824041835,1129,14.399700745916165
1466,260824042250,1130,14.413675446688499
1467,260824042705,1130,14.413675446688499
1468,260824043120,1130,14.413675446688499
1469,260824043535,1129,14.399700745916165
1470,260824043950,1129,14.399700745916165
1471,260824044405,1129,14.399700745916165
1472,260824044820,1129,14.399700745916165
1473,260824045235,1130,14.413675446688499
1474,260824045650,1130,14.413675446688499
1475,260824050105,1131,14.427650147460833
1476,260824050520,1131,14.427650147460833
1477,260824050935,1131,14.427650147460833
1478,260824051350,1131,14.427650147460833
1479,260824051805,1130,14.413675446688499
1480,260824052220,1130,14.413675446688499
1481,260824052635,1130,14.413675446688499
1482,260824053050,1130,14.413675446688499
1483,260824053505,1130,14.413675446688499
1484,260824053920,1130,14.413675446688499
1485,260824054335,1131,14.427650147460833
1486,260824054750,1131,14.427650147460833
1487,260824055205,1131,14.427650147460833
1488,260824055620,1131,14.427650147460833
1489,260824060035,1131,14.427650147460833
1490,260824060450,1131,14.427650147460833
1491,260824060905,1131,14.427650147460833
1492,260824061320,1131,14.427650147460833
1493,260824061735,1131,14.427650147460833
1494,260824062151,1132,14.441624848233166
1495,260824062606,1132,14.441624848233166
1496,260824063021,1132,14.441624848233166
1497,260824063436,1132,14.441624848233166
1498,260824063851,1132,14.441624848233166
1499,260824064306,1132,14.441624848233166
1500,260824064721,1132,14.441624848233166
1501,260824065136,1132,14.441624848233166
1502,260824065551,1132,14.441624848233166
1503,260824070006,1131,14.427650147460833
1504,260824070421,1131,14.427650147460833
1505,260824070836,1130,14.413675446688499
1506,260824071251,1130,14.413675446688499
1507,260824071706,1130,14.413675446688499
1508,260824072121,1130,14.413675446688499
1509,260824072536,1130,14.413675446688499
1510,260824072951,1130,14.413675446688499
1511,260824073406,1130,14.413675446688499
1512,260824073821,1129,14.399700745916165
1513,260824074236,1130,14.413675446688499
1514,260824074651,1129,14.399700745916165
1515,260824075106,1130,14.413675446688499
1516,260824075521,1130,14.413675446688499
1517,260824075936,1130,14.413675446688499
1518,260824080351,1130,14.413675446688499
1519,260824080806,1130,14.413675446688499
1520,260824081221,1131,14.427650147460833
1521,260824081636,1131,14.427650147460833
1522,260824082051,1131,14.427650147460833
1523,260824082506,1131,14.427650147460833
1524,260824082921,1132,14.441624848233166
1525,260824083336,1132,14.441624848233166
1526,260824083751,1133,14.4555995490055
1527,260824084206,1133,14.4555995490055
1528,260824084621,1133,14.4555995490055
1529,260824085036,1134,14.469574249777834
1530,260824085451,1133,14.4555995490055
1531,260824085906,1133,14.4555995490055
1532,260824090322,1133,14.4555995490055
1533,260824090737,1133,14.4555995490055
1534,260824091152,1133,14.4555995490055
1535,260824091607,1133,14.4555995490055
1536,260824092022,1133,14.4555995490055
1537,260824092437,1133,14.4555995490055
1538,260824092852,1133,14.4555995490055
1539,260824093307,1134,14.469574249777834
1540,260824093722,1134,14.469574249777834
1541,260824094137,1134,14.469574249777834
1542,260824094552,1135,14.483548950550167
1543,260824095007,1135,14.483548950550167
1544,260824095422,1135,14.483548950550167
1545,260824095837,1135,14.483548950550167
1546,260824100252,1136,14.4975236513225
1547,260824100707,1136,14.4975236513225
1548,260824101122,1136,14.4975236513225
1549,260824101537,1136,14.4975236513225
1550,260824101952,1136,14.4975236513225
1551,260824102407,1136,14.4975236513225
1552,260824102822,1136,14.4975236513225
1553,260824103237,1136,14.4975236513225
1554,260824103652,1136,14.4975236513225
1555,260824104107,1136,14.4975236513225
1556,260824104522,1136,14.4975236513225
1557,260824104937,1136,14.4975236513225
1558,260824105352,1136,14.4975236513225
1559,260824105807,1136,14.4975236513225
1560,260824110222,1136,14.4975236513225
1561,260824110637,1136,14.4975236513225
1562,260824111052,1136,14.4975236513225
1563,260824111507,1136,14.4975236513225
1564,260824111922,1136,14.4975236513225
1565,260824112337,1136,14.4975236513225
1566,260824112752,1136,14.4975236513225
1567,260824113207,1136,14.4975236513225
1568,260824113622,1141,14.567397155184167
1569,260824114037,1137,14.511498352094833
1570,260824114452,1132,14.441624848233166
1571,260824114908,1126,14.357776643599166
1572,260824115323,1127,14.3717513443715
1573,260824115738,1127,14.3717513443715
1574,260824120153,1098,13.966485021973831
1575,260824120608,1099,13.980459722746165
1576,260824121023,1093,13.896611518112165
1577,260824121438,1089,13.84071271502283
1578,260824121853,1066,13.519294597259163
1579,260824122308,1036,13.100053574089161
1580,260824122723,1062,13.463395794169829
1581,260824123138,1036,13.100053574089161
1582,260824123553,1049,13.281724684129495
1583,260824124008,978,12.289520929293827
1584,260824124423,1017,12.834534259414829
1585,260824124838,1013,12.778635456325496
1586,260824125253,1011,12.750686054780829
1587,260824125708,1009,12.722736653236161
1588,260824130123,1006,12.680812550919162
1589,260824130538,1003,12.638888448602161
1590,260824130953,1001,12.610939047057494
1591,260824131408,999,12.582989645512829
1592,260824131823,997,12.555040243968161
1593,260824132238,996,12.541065543195828
1594,260824132653,995,12.527090842423494
1595,260824133108,994,12.51311614165116
1596,260824133523,994,12.51311614165116
1597,260824133938,993,12.499141440878828
1598,260824134353,992,12.485166740106495
1599,260824134808,992,12.485166740106495
1600,260824135223,992,12.485166740106495
1601,260824135638,992,12.485166740106495
1602,260824140053,992,12.485166740106495
1603,260824140508,992,12.485166740106495
1604,260824140923,992,12.485166740106495
1605,260824141338,993,12.499141440878828
1606,260824141753,993,12.499141440878828
1607,260824142208,994,12.51311614165116
1608,260824142623,994,12.51311614165116
1609,260824143038,995,12.527090842423494
1610,260824143454,996,12.541065543195828
1611,260824143909,997,12.555040243968161
1612,260824144324,998,12.569014944740495
1613,260824144739,999,12.582989645512829
1614,260824145154,1001,12.610939047057494
1615,260824145609,1002,12.624913747829828
1616,260824150024,1003,12.638888448602161
1617,260824150439,1005,12.666837850146829
1618,260824150854,1006,12.680812550919162
1619,260824151309,1008,12.708761952463828
1620,260824151724,1013,12.778635456325496
1621,260824152139,1015,12.806584857870162
1622,260824152554,1015,12.806584857870162
1623,260824153009,1016,12.820559558642495
1624,260824153424,1016,12.820559558642495
1625,260824153839,1016,12.820559558642495
1626,260824154254,1016,12.820559558642495
1627,260824154709,1015,12.806584857870162
1628,260824155124,1016,12.820559558642495
1629,260824155539,1016,12.820559558642495
1630,260824155954,1016,12.820559558642495
1631,260824160409,1016,12.820559558642495
1632,260824160824,1016,12.820559558642495
1633,260824161239,1015,12.806584857870162
1634,260824161654,1016,12.820559558642495
1635,260824162109,1015,12.806584857870162
1636,260824162524,1015,12.806584857870162
1637,260824162939,1016,12.820559558642495
1638,260824163354,1016,12.820559558642495
1639,260824163809,1022,12.904407763276495
1640,260824164224,1035,13.086078873316827
1641,260824164639,1033,13.058129471772162
1642,260824165054,1014,12.792610157097828
1643,260824165509,1026,12.96030656636583
1644,260824165924,1025,12.946331865593496
1645,260824170339,1036,13.100053574089161
1646,260824170754,1012,12.764660755553162
1647,260824171209,1026,12.96030656636583
1648,260824171624,1028,12.988255967910494
1649,260824172040,1026,12.96030656636583
1650,260824172455,1018,12.848508960187162
1651,260824172910,1041,13.169927077950828
1652,260824173325,1053,13.33762348721883
1653,260824173740,1056,13.379547589535829
1654,260824174155,1109,14.120206730469498
1655,260824174610,1149,14.679194761362831
1656,260824175025,1182,15.140359886849835
1657,260824175440,1214,15.587550311564502
1658,260824175855,1243,15.99281663396217
1659,260824180310,1218,15.643449114653837
1660,260824180725,1215,15.601525012336834
1661,260824181140,1216,15.61549971310917
1662,260824181555,1240,15.95089253164517
1663,260824182010,1248,16.062690137823836
1664,260824182425,1230,15.811145523921837
1665,260824182840,1215,15.601525012336834
1666,260824183255,1203,15.433828603068834
1667,260824183710,1184,15.1683092883945
1668,260824184125,1174,15.028562280671167
1669,260824184540,1162,14.860865871403167
1670,260824184955,1181,15.126385186077501
1671,260824185410,1193,15.294081595345501
1672,260824185825,1203,15.433828603068834
1673,260824190240,1211,15.545626209247503
1674,260824190655,1218,15.643449114653837
1675,260824191110,1225,15.74127202006017
1676,260824191525,1233,15.853069626238836
1677,260824191940,1233,15.853069626238836
1678,260824192355,1236,15.894993728555836
1679,260824192810,1236,15.894993728555836
1680,260824193225,1233,15.853069626238836
1681,260824193640,1246,16.034740736279172
1682,260824194055,1260,16.230386547091836
1683,260824194510,1271,16.384108255587503
1684,260824194925,1279,16.495905861766172
1685,260824195340,1285,16.57975406640017
1686,260824195755,1291,16.663602271034172
1687,260824200210,1296,16.73347577489584
1688,260824200626,1300,16.789374577985175
1689,260824201041,1303,16.831298680302172
1690,260824201456,1307,16.887197483391503
1691,260824201911,1310,16.929121585708508
1692,260824202326,1312,16.957070987253175
1693,260824202741,1315,16.998995089570172
1694,260824203156,1318,17.04091919188717
1695,260824203611,1321,17.08284329420417
1696,260824204026,1324,17.12476739652117
1697,260824204441,1327,17.166691498838173
1698,260824204856,1329,17.19464090038284
1699,260824205311,1331,17.222590301927507
1700,260824205726,1333,17.250539703472175
1701,260824210141,1337,17.306438506561506
1702,260824210556,1339,17.334387908106173
1703,260824211011,1342,17.37631201042317
1704,260824211426,1344,17.404261411967838
1705,260824211841,1345,17.418236112740175
1706,260824212256,1348,17.460160215057172
1707,260824212711,1350,17.48810961660184
1708,260824213126,1347,17.446185514284842
1709,260824213541,1342,17.37631201042317
1710,260824213956,1345,17.418236112740175
1711,260824214411,1338,17.32041320733384
1712,260824214826,1338,17.32041320733384
1713,260824215241,1338,17.32041320733384
1714,260824215656,1339,17.334387908106173
1715,260824220111,1341,17.36233730965084
1716,260824220526,1343,17.390286711195508
1717,260824220941,1345,17.418236112740175
1718,260824221356,1347,17.446185514284842
1719,260824221811,1350,17.48810961660184
1720,260824222226,1352,17.516059018146507
1721,260824222641,1356,17.571957821235838
1722,260824223056,1358,17.599907222780505
1723,260824223511,1360,17.627856624325172
1724,260824223926,1362,17.65580602586984
1725,260824224341,1364,17.683755427414507
1726,260824224756,1365,17.69773012818684
1727,260824225211,1367,17.725679529731508
1728,260824225627,1369,17.753628931276175
1729,260824230042,1371,17.781578332820843
1730,260824230457,1373,17.80952773436551
1731,260824230912,1375,17.837477135910174
1732,260824231327,1376,17.851451836682507
1733,260824231742,1378,17.879401238227175
1734,260824232157,1385,17.97722414363351
1735,260824232612,1387,18.005173545178177
1736,260824233027,1384,17.963249442861173
1737,260824233442,1384,17.963249442861173
1738,260824233857,1380,17.907350639771842
1739,260824234312,1374,17.82350243513784
1740,260824234727,1373,17.80952773436551
1741,260824235142,1370,17.767603632048505
1742,260824235557,1367,17.725679529731508
1743,260825000012,1364,17.683755427414507
1744,260825000427,1360,17.627856624325172
1745,260825000842,1357,17.585932522008175
1746,260825001257,1354,17.544008419691174
1747,260825001712,1352,17.516059018146507
1748,260825002127,1349,17.474134915829506
1749,260825002542,1347,17.446185514284842
1750,260825002957,1345,17.418236112740175
1751,260825003412,1344,17.404261411967838
1752,260825003827,1342,17.37631201042317
1753,260825004242,1341,17.36233730965084
1754,260825004657,1340,17.348362608878507
1755,260825005112,1339,17.334387908106173
1756,260825005527,1337,17.306438506561506
1757,260825005942,1336,17.292463805789172
1758,260825010357,1335,17.27848910501684
1759,260825010812,1334,17.264514404244505
1760,260825011227,1334,17.264514404244505
1761,260825011642,1333,17.250539703472175
1762,260825012057,1333,17.250539703472175
1763,260825012512,1333,17.250539703472175
1764,260825012927,1332,17.236565002699837
1765,260825013342,1332,17.236565002699837
1766,260825013757,1331,17.222590301927507
1767,260825014213,1330,17.20861560115517
1768,260825014628,1335,17.27848910501684
1769,260825015043,1335,17.27848910501684
1770,260825015458,1336,17.292463805789172
1771,260825015913,1337,17.306438506561506
1772,260825020328,1337,17.306438506561506
1773,260825020743,1338,17.32041320733384
1774,260825021158,1339,17.334387908106173
1775,260825021613,1339,17.334387908106173
1776,260825022028,1340,17.348362608878507
1777,260825022443,1340,17.348362608878507
1778,260825022858,1341,17.36233730965084
1779,260825023313,1342,17.37631201042317
1780,260825023728,1342,17.37631201042317
1781,260825024143,1343,17.390286711195508
1782,260825024558,1344,17.404261411967838
1783,260825025013,1345,17.418236112740175
1784,260825025428,1346,17.432210813512505
1785,260825025843,1347,17.446185514284842
1786,260825030258,1347,17.446185514284842
1787,260825030713,1348,17.460160215057172
1788,260825031128,1349,17.474134915829506
1789,260825031543,1350,17.48810961660184
1790,260825031958,1351,17.502084317374173
1791,260825032413,1353,17.53003371891884
1792,260825032828,1354,17.544008419691174
1793,260825033243,1355,17.557983120463508
1794,260825033658,1355,17.557983120463508
1795,260825034113,1356,17.571957821235838
1796,260825034528,1357,17.585932522008175
1797,260825034943,1357,17.585932522008175
1798,260825035358,1358,17.599907222780505
1799,260825035813,1359,17.613881923552842
1800,260825040228,1360,17.627856624325172
1801,260825040643,1361,17.641831325097506
1802,260825041058,1362,17.65580602586984
1803,260825041513,1363,17.669780726642173
1804,260825041928,1364,17.683755427414507
1805,260825042343,1365,17.69773012818684
1806,260825042759,1366,17.711704828959174
1807,260825043214,1366,17.711704828959174
1808,260825043629,1367,17.725679529731508
1809,260825044044,1368,17.739654230503838
1810,260825044459,1368,17.739654230503838
1811,260825044914,1369,17.753628931276175
1812,260825045329,1369,17.753628931276175
1813,260825045744,1370,17.767603632048505
1814,260825050159,1371,17.781578332820843
1815,260825050614,1372,17.795553033593173
1816,260825051029,1373,17.80952773436551
1817,260825051444,1374,17.82350243513784
1818,260825051859,1374,17.82350243513784
1819,260825052314,1375,17.837477135910174
1820,260825052729,1376,17.851451836682507
1821,260825053144,1376,17.851451836682507
1822,260825053559,1377,17.86542653745484
1823,260825054014,1378,17.879401238227175
1824,260825054429,1379,17.893375938999508
1825,260825054844,1379,17.893375938999508
1826,260825055259,1380,17.907350639771842
1827,260825055714,1380,17.907350639771842
1828,260825060129,1381,17.921325340544175
1829,260825060544,1381,17.921325340544175
1830,260825060959,1382,17.935300041316506
1831,260825061414,1382,17.935300041316506
1832,260825061829,1391,18.06107234826751
1833,260825062244,1397,18.14492055290151
1834,260825062659,1402,18.214794056763175
1835,260825063114,1403,18.22876875753551
1836,260825063529,1410,18.32659166294184
1837,260825063944,1403,18.22876875753551
1838,260825064359,1400,18.186844655218508
1839,260825064814,1400,18.186844655218508
1840,260825065229,1399,18.172869954446178
1841,260825065644,1397,18.14492055290151
1842,260825070059,1394,18.10299645058451
1843,260825070514,1401,18.200819355990845
1844,260825070929,1408,18.298642261397177
1845,260825071345,1409,18.31261696216951
1846,260825071800,1412,18.354541064486508
1847,260825072215,1413,18.368515765258845
1848,260825072630,1415,18.39646516680351
1849,260825073045,1417,18.424414568348176
1850,260825073500,1418,18.43838926912051
1851,260825073915,1419,18.452363969892843
1852,260825074330,1421,18.48031337143751
1853,260825074745,1426,18.550186875299175
1854,260825075200,1427,18.564161576071513
1855,260825075615,1430,18.60608567838851
1856,260825080030,1432,18.634035079933177
1857,260825080445,1427,18.564161576071513
1858,260825080900,1429,18.592110977616173
1859,260825081315,1419,18.452363969892843
1860,260825081730,1418,18.43838926912051
1861,260825082145,1427,18.564161576071513
1862,260825082600,1433,18.648009780705507
1863,260825083015,1402,18.214794056763175
1864,260825083430,1387,18.005173545178177
1865,260825083845,1366,17.711704828959174
1866,260825084300,1339,17.334387908106173
1867,260825084715,1303,16.831298680302172
1868,260825085130,1280,16.509880562538505
1869,260825085545,1263,16.272310649408837
1870,260825090000,1258,16.202437145547172
1871,260825090415,1230,15.811145523921837
