,fuel_data,date,raw_data
1131,3,260527132657,129
1132,4,260527132721,130
1133,4,260527132728,130
1134,5,260527132811,130
1135,5,260527132837,127
1136,4,260527132902,127
1137,4,260527132927,130
1138,4,260527132951,130
1139,4,260527133017,128
1140,4,260527133038,127
1141,4,260527133043,128
1142,6,260527133122,127
1143,6,260527133127,127
1144,6,260527133154,130
1145,3,260527133222,127
1146,3,260527133247,129
1147,5,260527133312,130
1148,5,260527133337,129
1149,4,260527133401,128
1150,4,260527133426,130
1151,4,260527133451,130
1152,5,260527133516,127
1153,5,260527133542,130
1154,3,260527133607,129
1155,3,260527133632,130
1156,3,260527133657,130
1157,4,260527133722,130
1158,4,260527133747,127
1159,4,260527133752,127
1160,4,260527133806,130
1161,4,260527133811,131
1162,4,260527133838,127
1163,4,260527133855,130
1164,3,260527133901,130
1165,3,260527133928,128
1166,3,260527133955,130
1167,6,260527134001,130
1168,6,260527134006,130
1169,6,260527134033,127
1170,3,260527134100,130
1171,6,260527134249,130
1172,5,260527134313,127
1173,5,260527134340,127
1174,4,260527134407,130
1175,33,260527135417,132
1176,33,260527135441,133
1177,33,260527135450,130
1178,33,260527135459,128
1179,33,260527135504,127
1180,33,260527135521,127
1181,33,260527135548,127
1182,33,260527135615,127
1183,33,260527135641,128
1184,33,260527135708,130
1185,33,260527135723,127
1186,33,260527135728,127
1187,33,260527135755,130
1188,33,260527135821,128
1189,33,260527135848,130
1190,33,260527135853,129
1191,33,260527135901,128
1192,33,260527135928,128
1193,33,260527135940,129
1194,33,260527140007,128
1195,33,260527140034,128
1196,33,260527140101,129
1197,33,260527140123,127
1198,33,260527140128,127
1199,33,260527140140,129
1200,33,260527140145,130
1201,33,260527140157,129
1202,33,260527140224,128
1203,33,260527140251,129
1204,33,260527140852,40
1205,33,260527141352,40
1206,33,260527141852,40
1207,33,260527142352,40
1208,33,260527142852,40
1209,33,260527143352,40
1210,33,260527143852,40
1211,33,260527144352,40
1212,33,260527144852,40
1213,33,260527145352,40
1214,33,260527145852,40
1215,33,260527150352,40
1216,33,260527150852,40
1217,33,260527151352,40
1218,33,260527151852,40
1219,33,260527152352,40
1220,33,260527152852,40
1221,33,260527153352,40
1222,33,260527153852,40
1223,33,260527154352,40
1224,33,260527154852,40
1225,33,260527155352,40
1226,33,260527155852,40
1227,33,260527160352,40
1228,33,260527160852,40
1229,33,260527161352,40
1230,33,260527161852,40
1231,33,260527162352,40
1232,33,260527162852,40
1233,33,260527163352,40
1234,33,260527163852,40
1235,33,260527164352,40
1236,33,260527164852,40
1237,33,260527165140,40
1238,33,260527165228,40
1239,33,260527165643,40
1240,33,260527170143,40
1241,33,260527170642,40
