,sample_number,date,temp,status
522,522,260913093238,77,0x262602005305BA0867284063983169001902581E0000002950000005000000400000000003621B0026091309323866867644EF9998C250BE7A40071000D8286007400001886D00004A8C07A5386A75401FFFFF
523,523,260913093303,78,0x262602005305BB0867284063983169001902581E000000375000000500000040000000000364440026091309330366C67544489B98C229807A40073000D728600780000188F000004B6007FB396A764024FFFF
524,524,260913093418,80,0x262602005305BE0867284063983169001902581E00000000D00000050000004000000000036A3A0026091309341800007844629F98C2BECC7940064000D92855067000018A5C0000429D06EF3257784021FFFF262602005305BF0867284063983169001902581E00000000D00000050000004000000000036BEF002609130934409AD977443EA098C20D9A7940069000B82855072000018AD5000044E80772345E794041FFFF262602005305C00867284063983169001902581E00000000D00000050000004000000000036E230026091309350800807844F79F98C2244A7940070000AB2855074000018B62000041F5079A326C794028FFFF262602005305C10867284063983169001902581E00000000D000000500000040000000000370190026091309353333337744B89F98C2F6017940064000BC2852067000018BD50000453B06F53455794008FFFF262602005305C20867284063983169001902581E00000000D100000500000040000000000371A8002609130935583373754425A098C2ADCC7840028000B02853035000018C26000011EA03940B5A7840000AFF262602005305C30867284063983169001902581E00000018D100000500000040000000000371CC002609130936019A7975441EA098C2DEC97840024000812855029000018C2A00000EE302510B57784100FFFF262602005305C40867284063983169001902581E00000018D100000500000040000000000371DC00260913093603666675440DA098C235C978400270004D2855029000018C3600003A8205482C5E78402BFFFF262602005305C50867284063983169001902581E00000018D100000500000040000000000371EE002609130936059A397544FC9F98C253CA78400240002D2858032000018C440000418D0562326F78402BFFFF262602005305C60867284063983169001902581E00000018D100000500000040000000000372060026091309360766067544F49F98C299CC78400340000C2856038000018C5100004EFA06123C6F78402BFFFF262602005305C70867284063983169001902581E0000001FD1000005000000400000000003736E0026091309363333D37444AA9F98C287007940053000072854056000018CBE0000372805CB2A6679402FFFFF262602005305C80867284063983169001902581E00000022CF00000500000040000000000375340026091309365933737544CC9F98C2EA4079400640015F2856068000018D270000372806F02A6D794134FFFF262602005305C90867284063983169001902581E0000001FCF000005000000400000000003771C002609130937250040764421A098C2618679400660015F2856070000018D970000423507193269794112FFFF262602005305CA0867284063983169001902581E00000041D0000005000000400000000003781F002609130937409A19754403A098C2F6AB7940068000172857071000018DCA000040D20729316879411CFFFF262602005305CB0867284063983169001902581E00000025D00000050000004000000000037A3500260913093806008076449E9E98C228E97940065000252858068000018E4700003CA4070D2E5C79411EFFFF262602005305CC0867284063983169001902581E00000037D10000050000004000000000037BFA0026091309383266867644609D98C28C1D7A40060000242854064000018EAA00003E6F06852F6079411EFFFF262602005305CD0867284063983169001902581E00000037D10000050000004000000000037DD70026091309385800A07644319C98C2C8537A40061000222855063000018F15000034750682285E78411DFFFF
525,525,260913093924,80,0x262602005305CE0867284063983169001902581E00000048D00000050000004000000000037FB000260913093924CD8C7744F89A98C2858A7A40063000242856068000018F890000418D06FC326F78413CFFFF262602005305CF0867284063983169001902581E0000002CD100000500000040000000000381800026091309395033F37844C89998C20FC07A40060000262856063000018FFA0000355C068D286B794138FFFF
526,526,260913094017,81,0x262602005305D00867284063983169001902581E000000305100000500000040000000000383520026091309401733737944189898C2FAE27A400610003E2855065000019063000039C606AA2C5C794115FFFF
527,527,260913094043,81,0x262602005305D10867284063983169001902581E0000002951000005000000400000000003854700260913094043CD8C7A442D9698C2D3017B400610003F28540640000190DA000037BB06952A6679412DFFFF
528,528,260913094110,82,0x262602005305D20867284063983169001902581E0000002C4F000005000000400000000003870E00260913094110CD0C7C445F9498C2BC1E7B400590003E285406200001913E00003BE8066E2E577A4111FFFF
529,529,260913094136,82,0x262602005305D30867284063983169001902581E0000003051000005000000400000000003889B0026091309413600E07B44D29298C2DF3E7B4005500022285505700001919B00002A0F05DE20617A4130FFFF
530,530,260913094203,82,0x262602005305D40867284063983169001902581E00000029500000050000004000000000038AAD002609130942039A197B44CC9198C2377B7B400670001B2855071000019212000040D2074B31587A4100FFFF
531,531,260913094229,81,0x262602005305D50867284063983169001902581E00000022500000050000004000000000038CAF002609130942299AF97944D39098C2E2BF7B4006700012285307000001928C0000413A072C315C794117FFFF
532,532,260913094256,80,0x262602005305D60867284063983169001902581E00000029500000050000004000000000038E9C0026091309425600407A44249098C284047C400680001728540720000192FC000046DE076D2E6778401EFFFF
533,533,260913094322,80,0x262602005305D70867284063983169001902581E000000375100000500000040000000000390920026091309432233D37A44048F98C2D5427C4006800024285507000001936A00003D0C0728336A784033FFFF
534,534,260913094349,80,0x262602005305D80867284063983169001902581E000000445100000500000040000000000392BB002609130943499AF97944858D98C2DF787C400630002928560670000193E40000398606DA2B5B784011FFFF
535,535,260913094415,80,0x262602005305D90867284063983169001902581E000000375000000500000040000000000394A500260913094415CDEC7844688C98C20DB67C4006500018285506800001945100003B2906FC2B5878401CFFFF
536,536,260913094442,79,0x262602005305DA0867284063983169001902581E0000003A50000005000000400000000003967900260913094442660677448A8B98C23AF67C400670001728560710000194C20000446C0745345F77401DFFFF
537,537,260913094508,79,0x262602005305DB0867284063983169001902581E000000374F00000500000040000000000398740026091309450866E67644428A98C2652F7D40064000262855067000019536000044E806EF3465774023FFFF
538,538,260913094533,79,0x262602005305DC0867284063983169001902581E00000029500000050000004000000000039A530026091309453300A07844B38898C2EF577D4006200036285506500001959F0000453B06C73461774058FFFF
539,539,260913094558,80,0x262602005305DD0867284063983169001902581E0000004F510000050000004000000000039BDD00260913094558CD8C7944318798C23F7B7D400550002E285405800001960200002FA006012463784028FFFF
540,540,260913094623,80,0x262602005305DE0867284063983169001902581E00000056510000050000004000000000039DB900260913094623CDEC7844E98598C240AC7D4006900027285607200001967B00004A8C077D386078402EFFFF
541,541,260913094648,81,0x262602005305DF0867284063983169001902581E0000003E500000050000004000000000039F980026091309464833737744898498C224E27D400620002828540650000196E3000036E806C62955794000FFFF
542,542,260913094713,80,0x262602005305E00867284063983169001902581E0000003A50000005000000400000000003A17D0026091309471366C67644338398C237157E400660002C285407000001974B00003E6F072E2F6578401DFFFF
543,543,260913094738,80,0x262602005305E10867284063983169001902581E0000002550000005000000400000000003A2C50026091309473833337644F98198C29D317E4001400021280400700001978D00000D2C02660A58784100FFFF
544,544,260913094756,81,0x262602005305E20867284063983169001902581E0000002C50000005000000400000000003A2CC0026091309475633337644F98198C2C0337E400130013328400130000197A2000017A606711E5D79412FFFFF
545,545,260913094800,80,0x262602005305E30867284063983169001902581E0000002C50000005000000400000000003A2DA0026091309480066E67544048298C215347E400090010C28500110000197B500003AED057C215878412FFFFF
546,546,260913094826,80,0x262602005305E40867284063983169001902581E0000002950000005000000400000000003A2F50026091309482666E67544048298C215347E400000010C28380010000197EA00000FB602360C5B78410CFFFF
547,547,260913094853,80,0x262602005305E50867284063983169001902581E0000001F4F000005000000400000000003A2F50026091309485366E67544048298C215347E400000010C2746000000019800000000000000005A784200FFFF
548,548,260913094858,0,0x262604005300240867284063983169001902581E0000001BD0000005000000000016000003A2F50026091309485866E67544048298C215347E400000010C27480000000198000000000000000000282800FFFF
549,549,260913094902,0,0x262604005300250867284063983169001902581E0000001B50000005000000400015000003A2F50026091309490266E67544048298C215347E400000010C27500000000198000000000000000000282800FFFF
550,587,260913104603,67,0x262602005306070867284063983169001902581E000000254F000005000000400000000003A2F50026091310460366E67544048298C215347E400000010C285700000001980200001106023D0D5A6B4113FFFF
551,588,260913104629,65,0x262602005306080867284063983169001902581E0000002C4F000005000000400000000003A2F50026091310462966E67544048298C215347E400000010C286000000001982500000E50023E0A59694112FFFF
552,589,260913104654,65,0x262602005306090867284063983169001902581E000000294F000005000000400000000003A2F50026091310465466E67544048298C215347E400000010C285700000001984A00000EE3023F0F59694110FFFF
553,590,260913104719,65,0x2626020053060A0867284063983169001902581E000000294F000005000000400000000003A2F50026091310471966E67544048298C215347E400000010C285500000001986E00000F3702430B59694210FFFF
554,591,260913104744,65,0x2626020053060B0867284063983169001902581E000000294F000005000000400000000003A2F50026091310474466E67544048298C215347E400000010C285500000001988F000011EA023D1059694212FFFF
555,592,260913104809,65,0x2626020053060C0867284063983169001902581E0000002C4F000005000000400000000003A2F50026091310480966E67544048298C215347E400000010C28570000000198B5000011EA023C0D59694210FFFF
556,593,260913104834,65,0x2626020053060D0867284063983169001902581E000000304F000005000000400000000003A2F50026091310483466E67544048298C215347E400000010C28580000000198D9000016D3023D1158694210FFFF
557,594,260913104859,65,0x2626020053060E0867284063983169001902581E000000294F000005000000400000000003A2F50026091310485966E67544048298C215347E400000010C28560000000198FB000017CE023C125969420FFFFF
558,595,260913104924,65,0x2626020053060F0867284063983169001902581E0000002C4F000005000000400000000003A2F50026091310492466E67544048298C215347E400000010C285700000001991C00001229023C0D5A694210FFFF
559,596,260913104948,65,0x262602005306100867284063983169001902581E0000002C4F000005000000400000000003A2F50026091310494866E67544048298C215347E400000010C2866000000019953000035B006472556694220FFFF
560,597,260913105013,65,0x262602005306110867284063983169001902581E000000294F000005000000400000000003A2F50026091310501366E67544048298C215347E400000010C28630000000199B400003EAF063F2F54694212FFFF
561,598,260913105038,65,0x262602005306120867284063983169001902581E000000294E000005000000400000000003A2F50026091310503866E67544048298C215347E400000010C2863000000019A2700003CA406402E54694110FFFF
562,599,260913105103,65,0x262602005306130867284063983169001902581E000000294E000005000000400000000003A2F50026091310510366E67544048298C215347E400000010C2864000000019A8F0000398606412959694110FFFF
563,600,260913105128,66,0x262602005306140867284063983169001902581E000000294F000005000000400000000003A2F50026091310512866E67544048298C215347E400000010C2862000000019AFA00003640063F2C586A4210FFFF
564,601,260913105153,66,0x262602005306150867284063983169001902581E000000294F000005000000400000000003A2F50026091310515366E67544048298C215347E400000010C2863000000019B6700003E08063F2F566A4210FFFF
565,602,260913105219,67,0x262602005306160867284063983169001902581E000000294F000005000000400000000003A2F50026091310521966E67544048298C215347E400000010C2863000000019BD000003AED063F2D596B4210FFFF
566,603,260913105244,67,0x262602005306170867284063983169001902581E000000254F000005000000400000000003A2F50026091310524466E67544048298C215347E400000010C2853000000019C250000167F023D11596B420FFFFF
567,604,260913105309,68,0x262602005306180867284063983169001902581E000000294F000005000000400000000003A2F50026091310530966E67544048298C215347E400000010C2857000000019C4B000016D3023E11586C4312FFFF
568,605,260913105334,68,0x262602005306190867284063983169001902581E0000002C4F000005000000400000000003A2F50026091310533466E67544048298C215347E400000010C2857000000019C730000206903A71A5A6C430FFFFF
569,606,260913105359,68,0x2626020053061A0867284063983169001902581E000000304F000005000000400000000003A2F50026091310535966E67544048298C215347E400000010C2850000000019CB50000260D03A61D5A6C430FFFFF
570,607,260913105424,68,0x2626020053061B0867284063983169001902581E0000002C4E000005000000400000000003A2F50026091310542466E67544048298C215347E400000010C2844000000019CFA000027D903A71E5A6C4210FFFF
571,608,260913105449,68,0x2626020053061C0867284063983169001902581E0000002C4F000005000000400000000003A2F50026091310544966E67544048298C215347E400000010C2846000000019D39000022DB03A71A5A6C420FFFFF
572,609,260913105514,68,0x2626020053061D0867284063983169001902581E0000002C4F000005000000400000000003A2F50026091310551466E67544048298C215347E400000010C2849000000019D7A0000218C03A7195A6C420FFFFF
573,610,260913105539,68,0x2626020053061E0867284063983169001902581E000000304F000005000000400000000003A2F50026091310553966E67544048298C215347E400000010C2851000000019DB4000024D203A71C5A6C4210FFFF
574,611,260913105604,67,0x2626020053061F0867284063983169001902581E0000003050000005000000400000000003A2F50026091310560466E67544048298C215347E400000010C2848000000019DF50000218C03A6195A6B420FFFFF
575,612,260913105629,67,0x262602005306200867284063983169001902581E000000304F000005000000400000000003A2F50026091310562966E67544048298C215347E400000010C2846000000019E310000216403A6195A6B4210FFFF
576,613,260913105654,67,0x262602005306210867284063983169001902581E0000002C4F000005000000400000000003A2F50026091310565466E67544048298C215347E400000010C2845000000019E6E0000228803A81A5A6B420FFFFF
577,614,260913105718,67,0x262602005306220867284063983169001902581E0000002C50000005000000400000000003A2F50026091310571866E67544048298C215347E400000010C2848000000019EAA000020E503A7195A6B420FFFFF
578,615,260913105743,68,0x262602005306230867284063983169001902581E0000003051000005000000400000000003A2F50026091310574366E67544048298C215347E400000010C2846000000019EEA000023D703A61B5A6C410FFFFF
579,616,260913105808,68,0x262602005306240867284063983169001902581E0000003050000005000000400000000003A2F50026091310580866E67544048298C215347E400000010C2847000000019F2D0000211003A7195A6C410FFFFF
580,617,260913105833,68,0x262602005306250867284063983169001902581E0000002950000005000000400000000003A2F50026091310583366E67544048298C215347E400000010C2846000000019F670000206903A7185A6C410FFFFF
581,618,260913105858,67,0x262602005306260867284063983169001902581E0000002C50000005000000400000000003A2F50026091310585866E67544048298C215347E400000010C2850000000019FA50000218C03A81B5A6B410FFFFF
582,619,260913105923,67,0x262602005306270867284063983169001902581E0000002550000005000000400000000003A2F50026091310592366E67544048298C215347E400000010C2850000000019FE30000273103A6195A6B410FFFFF
583,620,260913105948,67,0x262602005306280867284063983169001902581E000000294F000005000000400000000003A2F50026091310594866E67544048298C215347E400000010C285100000001A0290000218C03A7195A6B410FFFFF
584,621,260913110014,67,0x262602005306290867284063983169001902581E000000224F000005000000400000000003A2F50026091311001466E67544048298C215347E400000010C285200000001A06B000026C903A71D5A6B410EFFFF
585,622,260913110038,67,0x2626020053062A0867284063983169001902581E000000224F000005000000400000000003A2F50026091311003866E67544048298C215347E400000010C285200000001A0A70000209103A5185A6B410FFFFF
586,623,260913110103,67,0x2626020053062B0867284063983169001902581E000000224F000005000000400000000003A2F50026091311010366E67544048298C215347E400000010C285000000001A0DE0000260D03A71D5A6B410EFFFF
587,624,260913110128,67,0x2626020053062C0867284063983169001902581E000000224F000005000000400000000003A2F50026091311012866E67544048298C215347E400000010C285200000001A1250000251203A71C5A6B410FFFFF
588,625,260913110153,67,0x2626020053062D0867284063983169001902581E000000254F000005000000400000000003A2F50026091311015366E67544048298C215347E400000010C285100000001A163000024D203A71C5A6B410FFFFF
589,626,260913110218,67,0x2626020053062E0867284063983169001902581E000000224F000005000000400000000003A2F50026091311021866E67544048298C215347E400000010C285100000001A1A000001E3203A8175A6B410FFFFF
590,627,260913110244,67,0x2626020053062F0867284063983169001902581E000000224F000005000000400000000003A2F50026091311024466E67544048298C215347E400000010C285100000001A1DB000022DB03A71A5A6B410FFFFF
591,628,260913110309,67,0x262602005306300867284063983169001902581E0000001F50000005000000400000000003A2F50026091311030966E67544048298C215347E400000010C285200000001A2210000260D03A71D5A6B410EFFFF
592,629,260913110334,67,0x262602005306310867284063983169001902581E0000002250000005000000400000000003A2F50026091311033466E67544048298C215347E400000010C284900000001A25A0000206903A71E5A6B410FFFFF
593,630,260913110359,67,0x262602005306320867284063983169001902581E0000001F50000005000000400000000003A2F50026091311035966E67544048298C215347E400000010C285300000001A2A10000260D03A61D5A6B410FFFFF
594,631,260913110424,67,0x262602005306330867284063983169001902581E000000224E000005000000400000000003A2F50026091311042466E67544048298C215347E400000010C285200000001A2DE000026F503A71D5A6B410EFFFF
595,632,260913110449,67,0x262602005306340867284063983169001902581E000000224E000005000000400000000003A2F50026091311044966E67544048298C215347E400000010C285100000001A3180000206903A7185A6B410EFFFF
596,633,260913110514,67,0x262602005306350867284063983169001902581E0000001F50000005000000400000000003A2F50026091311051466E67544048298C215347E400000010C285200000001A35800001E9A03A7175A6B410EFFFF
597,634,260913110538,67,0x262602005306360867284063983169001902581E0000001F4F000005000000400000000003A2F50026091311053866E67544048298C215347E400000010C285100000001A39E0000299303A61F5A6B410FFFFF
598,635,260913110604,67,0x262602005306370867284063983169001902581E0000001F4E000005000000400000000003A2F50026091311060466E67544048298C215347E400000010C285000000001A3D60000264D03A7185A6B420EFFFF
599,636,260913110628,67,0x262602005306380867284063983169001902581E0000001F50000005000000400000000003A2F50026091311062866E67544048298C215347E400000010C285100000001A41C00001E7203A7175A6B420EFFFF
600,637,260913110654,67,0x262602005306390867284063983169001902581E0000002250000005000000400000000003A2F50026091311065466E67544048298C215347E400000010C285300000001A4590000225F03A71A5A6B420EFFFF
601,638,260913110718,67,0x2626020053063A0867284063983169001902581E0000001F50000005000000400000000003A2F50026091311071866E67544048298C215347E400000010C285200000001A49400001F6D034E0F5B6B410EFFFF
602,639,260913110744,68,0x2626020053063B0867284063983169001902581E0000001B50000005000000400000000003A2F50026091311074466E67544048298C215347E400000010C284900000001A4BA000011AD023C0D5A6C420EFFFF
603,640,260913110808,68,0x2626020053063C0867284063983169001902581E0000001F50000005000000400000000003A2FE0026091311080866E67544048298C215347E400000010C285801100001A4E900002E110442235B6C412CFFFF
604,641,260913110821,68,0x2626020053063D0867284063983169001902581E0000002C50000005000000400000000003A31B002609131108219A597444ED8198C2AE307E4001000042286001000001A50500002D1604E4225C6C410EFFFF
605,642,260913110859,68,0x2626020053063E0867284063983169001902581E0000002250000005000000400000000003A351002609131108599A597444ED8198C2AE307E4000000042285701000001A56000002D950438225C6C4126FFFF
606,643,260913110924,68,0x2626020053063F0867284063983169001902581E0000002250000005000000400000000003A3F700260913110924CDCC7444178198C2F4407E400310003B286003300001A5BF0000413A05FF315E6C4126FFFF
607,644,260913110949,69,0x262602005306400867284063983169001902581E000000184F000005000000400000000003A4F500260913110949002075441A8098C251547E4003400037286203600001A61E00002D9504E222596D410BFFFF
608,645,260913111014,69,0x262602005306410867284063983169001902581E0000002550000005000000400000000003A6150026091311101466C674440C7F98C24B6C7E4004100036286304300001A68300003A2E05E331596D4115FFFF
609,646,260913111039,69,0x262602005306420867284063983169001902581E000000224D000005000000400000000003A73C00260913111039CDEC7544F27D98C208867E4004400035286204600001A6F200004AE0064139616D4123FFFF
610,647,260913111104,70,0x262602005306430867284063983169001902581E000000304F000005000000400000000003A89C0026091311110433D37644BD7C98C2D4A17E4004900036286205100001A7650000386305502B626E413BFFFF
611,648,260913111129,71,0x262602005306440867284063983169001902581E0000002950000005000000400000000003A9FF0026091311112933337744B27B98C215C87E4005000020286205200001A7B500002A4F0575205C6F4129FFFF
612,649,260913111154,71,0x262602005306450867284063983169001902581E0000003E4F000005000000400000000003AB760026091311115466867744D77A98C25EF37E4004900020286205200001A806000028AC05551F5B6F410CFFFF
613,650,260913111219,71,0x262602005306460867284063983169001902581E000000374F000005000000400000000003ACC70026091311121966267844FA7998C2B81D7F4005000021286305200001A85100002C5A0564215D6F411BFFFF
614,651,260913111244,71,0x262602005306470867284063983169001902581E0000004B51000005000000400000000003AE480026091311124466667844107998C2114A7F4005200021286205500001A8A60000351D05A728626F412BFFFF
615,652,260913111309,73,0x262602005306480867284063983169001902581E0000004150000005000000400000000003AFCD0026091311130933137944257898C2EF767F4005200022286005600001A9070000364005C0296371402BFFFF
616,653,260913111333,73,0x262602005306490867284063983169001902581E000000374F000005000000400000000003B13700260913111333CD0C7A44377798C2D9A37F4005100022286305400001A95700002E6505A0235D71413BFFFF
617,654,260913111358,74,0x2626020053064A0867284063983169001902581E000000304F000005000000400000000003B2C9002609131113589A397B44467698C2AED17F4005500021286105800001A9B100002F4C05F2245E724145FFFF
618,655,260913111424,75,0x2626020053064B0867284063983169001902581E0000003A4E000005000000400000000003B44C002609131114249AD97B44447598C23E00804005500022286305800001AA0300002FE005F7245E734128FFFF
619,656,260913111448,75,0x2626020053064C0867284063983169001902581E0000003A4F000005000000400000000003B5F3002609131114489A597A44417498C2DA18804005700021286206000001AA650000372806372A53734100FFFF
620,657,260913111514,74,0x2626020053064D0867284063983169001902581E000000254F000005000000400000000003B7860026091311151433F37844417398C23D31804005400022286205800001AACD000034B505EB285572410DFFFF
621,658,260913111538,73,0x2626020053064E0867284063983169001902581E000000184F000005000000400000000003B93E0026091311153866067844587298C2BE4A80400550001A286105900001AB330000304805EB245D71411BFFFF
622,659,260913111604,74,0x2626020053064F0867284063983169001902581E0000002C4E000005000000400000000003BAC30026091311160400207944797198C2756580400570001A286206000001AB8F00003F6B062D3065724125FFFF
623,660,260913111628,75,0x262602005306500867284063983169001902581E000000374F000005000000400000000003BC7700260913111628CD0C7A44A37098C2237F80400550001D286205800001ABF10000316F06022561734121FFFF
624,661,260913111654,75,0x262602005306510867284063983169001902581E000000294F000005000000400000000003BDF400260913111654CD6C7A44D56F98C29497804005400014286005700001AC4E0000342105CA2764734135FFFF
625,662,260913111719,75,0x262602005306520867284063983169001902581E0000001F4F000005000000400000000003BF9B0026091311171900407A443A6F98C285B3804005400012286105700001ACAE0000325305E62656734111FFFF
626,663,260913111744,75,0x262602005306530867284063983169001902581E0000001B4F000005000000400000000003C1220026091311174433F37944946E98C297CF804005500018286105900001AD0A000038CB061E2B5A734114FFFF
627,664,260913111809,75,0x262602005306540867284063983169001902581E0000001B50000005000000400000000003C21B0026091311180966A67944276E98C28EDD804000000014284500000001AD520000225F04401A5873410EFFFF
628,665,260913111834,75,0x262602005306550867284063983169001902581E0000001B50000005000000400000000003C2300026091311183466A67944276E98C28EDD804000000014284900000001AD86000015AF023F1058734106FFFF
629,666,260913111859,75,0x262602005306560867284063983169001902581E0000002250000005000000400000000003C2300026091311185966A67944276E98C28EDD804000000014284500000001ADA7000017FA023D125973410FFFFF
630,667,260913111924,75,0x262602005306570867284063983169001902581E0000001B50000005000000400000000003C2300026091311192466A67944276E98C28EDD804000000014284900000001ADCB0000122902400D5A73410EFFFF
631,668,260913111949,75,0x262602005306580867284063983169001902581E0000002250000005000000400000000003C2300026091311194966A67944276E98C28EDD804000000014284400000001ADEC00001032023E115973410FFFFF
632,669,260913112014,75,0x262602005306590867284063983169001902581E000000224F000005000000400000000003C2300026091311201466A67944276E98C28EDD804000000014284800000001AE0D000010C6023F0C5A734110FFFF
633,670,260913112039,75,0x2626020053065A0867284063983169001902581E0000001B50000005000000400000000003C2760026091311203966667A440C6E98C295E0804002500018285802600001AE50000027B0049C1E58734000FFFF
634,671,260913112104,75,0x2626020053065B0867284063983169001902581E0000001852000005000000400000000003C38D00260913112104CDEC7944876D98C27EF180400370001A285803800001AEAF0000337A05602755734008FFFF
635,672,260913112113,75,0x2626020053065C0867284063983169001902581E0000001851000005000000400000000003C3D200260913112113CDCC7944566D98C26DF680400250003D285402500001AEC20000142002440F5A734000FFFF
636,673,260913112117,75,0x2626020053065D0867284063983169001902581E0000001451000005000000400000000003C3F20026091311211766E67944356D98C296F6804002700062285802900001AED000002ACB047A205C73400FFFFF
637,674,260913112125,75,0x2626020053065E0867284063983169001902581E0000000D50000005000000400000000003C42900260913112125CD4C7A44F86C98C2C8F4804002100082285702100001AEE70000230703CF1A59734000FFFF
638,675,260913112132,75,0x2626020053065F0867284063983169001902581E0000000D51000005000000400000000003C452002609131121329A997A44CF6C98C2CDF280400220005C285902400001AEF50000258E044B1C5A73413EFFFF
639,676,260913112136,75,0x262602005306600867284063983169001902581E0000001151000005000000400000000003C4670026091311213600207A44B26C98C21FF380400220003D285702400001AF01000026F5044F1D5B734124FFFF
640,677,260913112139,75,0x262602005306610867284063983169001902581E0000001150000005000000400000000003C484002609131121399AF97944A46C98C220F4804002400018285502500001AF090000255204741C5C734124FFFF
641,678,260913112144,75,0x262602005306620867284063983169001902581E0000001150000005000000400000000003C4A10026091311214466A67944A16C98C251F680400140015C284901900001AF1300001A44022C145B734100FFFF
642,679,260913112147,75,0x262602005306630867284063983169001902581E0000001B50000005000000400000000003C4AB0026091311214733937944A86C98C201F780400100013B284501100001AF18000016D3023F1159734100FFFF
643,680,260913112213,75,0x262602005306640867284063983169001902581E0000001B50000005000000400000000003C4C30026091311221333937944A86C98C201F780400000013B284200000001AF400000108602400C5873410EFFFF
644,681,260913112239,74,0x262602005306650867284063983169001902581E0000001F50000005000000400000000003C4C30026091311223933937944A86C98C201F780400000013B284100000001AF6500001474023D0E5A72410EFFFF
645,682,260913112257,74,0x262602005306660867284063983169001902581E000000184F000005000000400000000003C4CC0026091311225700407944CF6C98C2D4F7804001000106284601100001AF8B0000260D05361D5D72414AFFFF
646,683,260913112311,74,0x262602005306670867284063983169001902581E0000001450000005000000400000000003C50D0026091311231166267944196D98C2CFF8804002600125285302700001AFB90000364004D22959724058FFFF
647,684,260913112315,74,0x262602005306680867284063983169001902581E0000001450000005000000400000000003C52B002609131123159A397944356D98C235FA804002500147285402700001AFC6000025CE04D21C59724014FFFF
648,685,260913112318,74,0x262602005306690867284063983169001902581E0000001150000005000000400000000003C5430026091311231866467944376D98C2D2FB80400270000D285502900001AFCE00002D1604DD225D724014FFFF
649,686,260913112344,75,0x2626020053066A0867284063983169001902581E0000001850000005000000400000000003C65C0026091311234433537944B06C98C2210E814005800019286106100001B04F0000648106102363734000FFFF
650,687,260913112411,76,0x2626020053066B0867284063983169001902581E0000001450000005000000400000000003C8470026091311241166E67844C66B98C2E32C814006300019286106600001B0BF000034B506CA285D74401BFFFF
651,688,260913112437,77,0x2626020053066C0867284063983169001902581E000000184F000005000000400000000003CA1B002609131124379A397944E86A98C2534C814006300017286206600001B12800003B9506C02D64754000FFFF
652,689,260913112504,77,0x2626020053066D0867284063983169001902581E0000001B50000005000000400000000003CC000026091311250433737A44F56998C2A66C814006600019286106900001B19900003B9507212D66754005FFFF
653,690,260913112530,79,0x2626020053066E0867284063983169001902581E000000184F000005000000400000000003CDFF002609131125309A197B44026998C2DC8B81400630001A286006700001B21500003A2E06E22C66774027FFFF
654,691,260913112557,79,0x2626020053066F0867284063983169001902581E000000144F000005000000400000000003CFD700260913112557CDEC7C44066898C20BA9814005300026285905800001B27C0000304805F52260774018FFFF
655,692,260913112624,79,0x262602005306700867284063983169001902581E000000144F000005000000400000000003D176002609131126249A797F449B6698C2C9BC814006200046286206300001B2E300004EA606763C7377404AFFFF
656,693,260913112626,79,0x262602005306710867284063983169001902581E000000144E000005000000400000000003D1B40026091311262633F37F44606698C2F1BD81400630004B286206500001B2F100004BB306A1397377404AFFFF
657,694,260913112652,80,0x262602005306720867284063983169001902581E0000001F4F000005000000400000000003D3810026091311265266668044776498C2F5C6814005800041286006100001B3690000351D064D286578402AFFFF
658,695,260913112719,81,0x262602005306730867284063983169001902581E0000001F4D000005000000400000000003D54E0026091311271966B68044AF6298C265D781400590003A285806300001B3DB0000482E0677377479405BFFFF
659,696,260913112746,83,0x262602005306740867284063983169001902581E0000001B4F000005000000400000000003D73A0026091311274600E08144F26098C28AEA814006000035286006300001B46400002FA00684245F7B402EFFFF
660,697,260913112812,83,0x262602005306750867284063983169001902581E0000002552000005000000400000000003D8F600260913112812006082445E5F98C23BFD814006000041286106200001B4C000003640065C295D7B400EFFFF
661,698,260913112839,83,0x262602005306760867284063983169001902581E0000004152000005000000400000000003DAC2002609131128399A098344705D98C28F06824006300027286106700001B52F000037BB06DB2A677B4024FFFF
662,699,260913112905,83,0x262602005306770867284063983169001902581E0000004B50000005000000400000000003DCA6002609131129059AB982441C5C98C27123824006100026286106300001B5A5000041F5066D32537B410043FF
663,700,260913112932,82,0x262602005306780867284063983169001902581E0000004852000005000000400000000003DEAE0026091311293233D380441C5B98C29743824006200011286006500001B6140000418D06C932557A4100FFFF
664,701,260913112959,81,0x262602005306790867284063983169001902581E0000001F50000005000000400000000003E0A10026091311295900008044725A98C2D465824006600011286007000001B6830000377B071E2A60794100FFFF
665,702,260913113025,80,0x2626020053067A0867284063983169001902581E0000004150000005000000400000000003E2760026091311302500A08044C65998C23A8682400680001A286107000001B6F700003D0C06FE316A784140FFFF
666,703,260913113052,80,0x2626020053067B0867284063983169001902581E0000002C50000005000000400000000003E4A30026091311305200E07E44AF5898C2DDA682400650001A285906900001B77D0000382307102A5878410EFFFF
667,704,260913113118,80,0x2626020053067C0867284063983169001902581E0000003E50000005000000400000000003E68E0026091311311866368044005898C248C7824006500004285906900001B7ED00003986070C2B63784137FFFF
668,705,260913113138,80,0x2626020053067D0867284063983169001902581E0000003E50000005000000400000000003E7D800260913113138CDAC8044A95798C2A8DE824006000024286006400001B83B000041F506942E6C78414CFFFF
