,sample_number,date,temp,status
1457,1574,260913225032,76,0x262602005309DC0867284063983169001902581E000000144F000005000000400000000005CBE1002609132250329AD97344458098C260517E400520003A2855055000029E0A00003C5007682E6C74455AFFFF
1458,1575,260913225059,77,0x262602005309DD0867284063983169001902581E000000254D000005000000400000000005CDB10026091322505966067444B67E98C290737E40058000352850062000029EA3000051EC08613E65754420FFFF
1459,1576,260913225125,78,0x262602005309DE0867284063983169001902581E000000254E000005000000400000000005CF7E002609132251259A5975440E7D98C28B9A7E40058000362852061000029F31000049D10852386576441DFFFF
1460,1577,260913225152,81,0x262602005309DF0867284063983169001902581E0000003050000005000000400000000005D13B00260913225152CDCC7644B27B98C2EDC77E40060000202852062000029FD00000511908BB3D5679441EFFFF
1461,1578,260913225218,83,0x262602005309E00867284063983169001902581E0000003A50000005000000400000000005D30B0026091322521833337744857A98C2EE027F4006000021285206300002A06400004D5608763B637B4504FFFF
1462,1579,260913225245,83,0x262602005309E10867284063983169001902581E0000004150000005000000400000000005D4DC00260913225245664677447E7998C217357F4005200021285205500002A0E400003986077D2D637B4510FFFF
1463,1580,260913225311,83,0x262602005309E20867284063983169001902581E0000003A50000005000000400000000005D66E00260913225311660678447B7898C23C667F4005200021285005500002A15F00003FD6077830637B4522FFFF
1464,1581,260913225338,83,0x262602005309E30867284063983169001902581E0000002C4F000005000000400000000005D7F30026091322533833D37944867798C2C9947F4005100021285005300002A1D50000446C07542E587B452EFFFF
1465,1582,260913225404,83,0x262602005309E40867284063983169001902581E000000294F000005000000400000000005D953002609132254049A397A44BE7698C265BA7F4003800022284503600002A23B00002D69056726577B4626FFFF
1466,1583,260913225431,83,0x262602005309E50867284063983169001902581E0000003A4E000005000000400000000005D9AF00260913225431CDEC7944777698C2DDC67F4000000033284000000002A2800000162B023C105A7B4610FFFF
1467,1584,260913225457,83,0x262602005309E60867284063983169001902581E000000484F000005000000400000000005D9AF00260913225457CDEC7944777698C2DDC67F4000000033283000000002A2A30000103202410B5A7B4611FFFF
1468,1585,260913225524,83,0x262602005309E70867284063983169001902581E000000484D000005000000400000000005D9AF00260913225524CDEC7944777698C2DDC67F4000000033283200000002A2C600000F9F023F11587B4710FFFF
1469,1586,260913225550,83,0x262602005309E80867284063983169001902581E0000004B4F000005000000400000000005D9AF00260913225550CDEC7944777698C2DDC67F4000000033283000000002A2ED0000159B023E10597B4710FFFF
1470,1587,260913225617,83,0x262602005309E90867284063983169001902581E0000004B4E000005000000400000000005D9AF00260913225617CDEC7944777698C2DDC67F4000000033283000000002A31200000FB6023D0C587B4710FFFF
1471,1588,260913225641,83,0x262602005309EA0867284063983169001902581E0000003E4F000005000000400000000005D9AF00260913225641CDEC7944777698C2DDC67F4000000033283000000002A3350000195D023D135A7B4710FFFF
1472,1589,260913225706,83,0x262602005309EB0867284063983169001902581E0000004B4F000005000000400000000005D9AF00260913225706CDEC7944777698C2DDC67F4000000033283100000002A35600000E1302400A5A7B470FFFFF
1473,1590,260913225731,83,0x262602005309EC0867284063983169001902581E000000484D000005000000400000000005D9AF00260913225731CDEC7944777698C2DDC67F4000000033282900000002A37A000016D30241115A7B470FFFFF
1474,1591,260913225756,82,0x262602005309ED0867284063983169001902581E000000484E000005000000400000000005D9AF00260913225756CDEC7944777698C2DDC67F4000000033282900000002A39B0000177A023D11587A4710FFFF
1475,1592,260913225821,82,0x262602005309EE0867284063983169001902581E0000004B4E000005000000400000000005D9AF00260913225821CDEC7944777698C2DDC67F4000000033283300000002A3BB00000FF302400C5A7A4710FFFF
1476,1593,260913225846,82,0x262602005309EF0867284063983169001902581E000000484F000005000000400000000005D9AF00260913225846CDEC7944777698C2DDC67F4000000033282900000002A3DC00001547023F105A7A4710FFFF
1477,1594,260913225911,82,0x262602005309F00867284063983169001902581E0000004B4E000005000000400000000005D9AF00260913225911CDEC7944777698C2DDC67F4000000033283800000002A4070000216404CD215A7A4610FFFF
1478,1595,260913225936,81,0x262602005309F10867284063983169001902581E0000004B50000005000000400000000005D9AF00260913225936CDEC7944777698C2DDC67F4000000033283900000002A44A0000230704CF1A5C79461BFFFF
1479,1596,260913230001,81,0x262602005309F20867284063983169001902581E000000484F000005000000400000000005D9AF00260913230001CDEC7944777698C2DDC67F4000000033283900000002A4920000260D04CE1D59794710FFFF
1480,1597,260913230026,81,0x262602005309F30867284063983169001902581E000000484E000005000000400000000005D9AF00260913230026CDEC7944777698C2DDC67F4000000033283900000002A4D40000264D04D01D5A79470FFFFF
1481,1598,260913230051,80,0x262602005309F40867284063983169001902581E000000484E000005000000400000000005D9AF00260913230051CDEC7944777698C2DDC67F4000000033283700000002A51A000026C904D01D5978470FFFFF
1482,1599,260913230117,80,0x262602005309F50867284063983169001902581E0000004B4F000005000000400000000005D9AF00260913230117CDEC7944777698C2DDC67F4000000033284100000002A562000025CE04CF1C5B78470FFFFF
1483,1600,260913230142,80,0x262602005309F60867284063983169001902581E000000484F000005000000400000000005D9AF00260913230142CDEC7944777698C2DDC67F4000000033284000000002A5A70000288004CF1E5A784810FFFF
1484,1601,260913230207,80,0x262602005309F70867284063983169001902581E0000004B4F000005000000400000000005D9AF00260913230207CDEC7944777698C2DDC67F4000000033283500000002A5E90000230704CF1A5A78470FFFFF
1485,1602,260913230232,80,0x262602005309F80867284063983169001902581E000000484F000005000000400000000005D9AF00260913230232CDEC7944777698C2DDC67F4000000033284000000002A6340000290004CE1F5978480EFFFF
1486,1603,260913230257,80,0x262602005309F90867284063983169001902581E0000004F4F000005000000400000000005D9AF00260913230257CDEC7944777698C2DDC67F4000000033283900000002A6730000281804CF1E5B78470FFFFF
1487,1604,260913230322,80,0x262602005309FA0867284063983169001902581E000000444F000005000000400000000005D9AF00260913230322CDEC7944777698C2DDC67F4000000033284100000002A6BB0000292804CE1F58784810FFFF
1488,1605,260913230347,80,0x262602005309FB0867284063983169001902581E0000004B4F000005000000400000000005D9AF00260913230347CDEC7944777698C2DDC67F4000000033283700000002A6FB0000284404CE1E5978480EFFFF
1489,1606,260913230412,80,0x262602005309FC0867284063983169001902581E000000484F000005000000400000000005D9AF00260913230412CDEC7944777698C2DDC67F4000000033283000000002A7460000238304CD1B5978480FFFFF
1490,1607,260913230437,80,0x262602005309FD0867284063983169001902581E000000484F000005000000400000000005D9AF00260913230437CDEC7944777698C2DDC67F4000000033284100000002A7810000296804D01959784810FFFF
1491,1608,260913230502,80,0x262602005309FE0867284063983169001902581E0000004B50000005000000400000000005D9AF00260913230502CDEC7944777698C2DDC67F4000000033283400000002A7CD0000255204CE1C5B784810FFFF
1492,1609,260913230527,80,0x262602005309FF0867284063983169001902581E0000004B50000005000000400000000005D9AF00260913230527CDEC7944777698C2DDC67F4000000033283800000002A80A0000290004D01F5A78480FFFFF
1493,1610,260913230552,80,0x26260200530A000867284063983169001902581E0000004B50000005000000400000000005D9AF00260913230552CDEC7944777698C2DDC67F4000000033283800000002A8540000255204CE1C5978480FFFFF
1494,1611,260913230617,80,0x26260200530A010867284063983169001902581E0000004B4F000005000000400000000005D9AF00260913230617CDEC7944777698C2DDC67F4000000033283800000002A89700002A4F04CF205B78480FFFFF
1495,1612,260913230642,80,0x26260200530A020867284063983169001902581E0000004F4F000005000000400000000005D9AF00260913230642CDEC7944777698C2DDC67F4000000033283900000002A8D7000021E004CD1E5978480FFFFF
1496,1613,260913230707,80,0x26260200530A030867284063983169001902581E0000004F50000005000000400000000005D9AF00260913230707CDEC7944777698C2DDC67F4000000033283400000002A92300002E1104CE235878480FFFFF
1497,1614,260913230731,80,0x26260200530A040867284063983169001902581E0000004F50000005000000400000000005D9AF00260913230731CDEC7944777698C2DDC67F4000000033284000000002A96A000021E004CF195978480FFFFF
1498,1615,260913230756,80,0x26260200530A050867284063983169001902581E0000004B50000005000000400000000005D9AF00260913230756CDEC7944777698C2DDC67F4000000033283800000002A9A9000026F504CD1D5A78480EFFFF
1499,1616,260913230821,80,0x26260200530A060867284063983169001902581E000000444E000005000000400000000005D9AF00260913230821CDEC7944777698C2DDC67F4000000033283800000002A9F0000026C904CE1C5978480FFFFF
1500,1617,260913230846,80,0x26260200530A070867284063983169001902581E000000484E000005000000400000000005D9AF00260913230846CDEC7944777698C2DDC67F4000000033284100000002AA360000275D04CE1E5A78480FFFFF
1501,1618,260913230911,80,0x26260200530A080867284063983169001902581E000000484F000005000000400000000005D9AF00260913230911CDEC7944777698C2DDC67F4000000033283000000002AA800000288004CB1E5878480FFFFF
1502,1619,260913230936,80,0x26260200530A090867284063983169001902581E0000004850000005000000400000000005D9AF00260913230936CDEC7944777698C2DDC67F4000000033283800000002AAC60000273104CE1D5978480FFFFF
1503,1620,260913231001,80,0x26260200530A0A0867284063983169001902581E000000484F000005000000400000000005D9AF00260913231001CDEC7944777698C2DDC67F4000000033283900000002AB1000002A4F04CF205A784810FFFF
1504,1621,260913231026,80,0x26260200530A0B0867284063983169001902581E0000004850000005000000400000000005D9AF00260913231026CDEC7944777698C2DDC67F4000000033284200000002AB4E00001F6D04CF185B78480FFFFF
1505,1622,260913231052,80,0x26260200530A0C0867284063983169001902581E0000004850000005000000400000000005D9AF00260913231052CDEC7944777698C2DDC67F4000000033283300000002AB980000273104CF1D5878480FFFFF
1506,1623,260913231117,80,0x26260200530A0D0867284063983169001902581E000000444F000005000000400000000005D9AF00260913231117CDEC7944777698C2DDC67F4000000033284100000002ABD6000027B004CD1E5878480FFFFF
1507,1624,260913231142,80,0x26260200530A0E0867284063983169001902581E000000484F000005000000400000000005D9AF00260913231142CDEC7944777698C2DDC67F4000000033284100000002AC1A0000251204CF1C5A78480FFFFF
1508,1625,260913231207,80,0x26260200530A0F0867284063983169001902581E000000484E000005000000400000000005D9AF00260913231207CDEC7944777698C2DDC67F4000000033284100000002AC5D00002ACB04CD2059784810FFFF
1509,1626,260913231232,79,0x26260200530A100867284063983169001902581E000000484D000005000000400000000005D9AF00260913231232CDEC7944777698C2DDC67F4000000033283800000002ACAA00002A4F04CE1A5877480FFFFF
1510,1627,260913231257,79,0x26260200530A110867284063983169001902581E000000444E000005000000400000000005D9AF00260913231257CDEC7944777698C2DDC67F4000000033283200000002ACEF00002E1104CF235A77480FFFFF
1511,1628,260913231322,79,0x26260200530A120867284063983169001902581E000000484E000005000000400000000005D9AF00260913231322CDEC7944777698C2DDC67F4000000033284100000002AD350000255204CD1C5977480EFFFF
1512,1629,260913231347,79,0x26260200530A130867284063983169001902581E000000484D000005000000400000000005D9AF00260913231347CDEC7944777698C2DDC67F4000000033284100000002AD740000290004CF1F5A77480FFFFF
1513,1630,260913231412,79,0x26260200530A140867284063983169001902581E000000484F000005000000400000000005D9AF00260913231412CDEC7944777698C2DDC67F4000000033284000000002ADC10000260D04D01D5877480EFFFF
1514,1631,260913231437,79,0x26260200530A150867284063983169001902581E000000484E000005000000400000000005D9AF00260913231437CDEC7944777698C2DDC67F4000000033284300000002AE040000290004CD1F5B77480FFFFF
1515,1632,260913231502,79,0x26260200530A160867284063983169001902581E000000484E000005000000400000000005D9AF00260913231502CDEC7944777698C2DDC67F4000000033284000000002AE48000023D704CE1B5A77480FFFFF
1516,1633,260913231527,79,0x26260200530A170867284063983169001902581E0000004B4E000005000000400000000005D9AF00260913231527CDEC7944777698C2DDC67F4000000033284100000002AE8A0000264D04CE1D5A77480FFFFF
1517,1634,260913231552,79,0x26260200530A180867284063983169001902581E000000484D000005000000400000000005D9AF00260913231552CDEC7944777698C2DDC67F4000000033284300000002AECB00002A8F04D01B5977480FFFFF
1518,1635,260913231617,79,0x26260200530A190867284063983169001902581E000000484E000005000000400000000005D9AF00260913231617CDEC7944777698C2DDC67F4000000033284000000002AF0E000027D904CE1E5A77480FFFFF
1519,1636,260913231642,79,0x26260200530A1A0867284063983169001902581E0000004B4D000005000000400000000005D9AF00260913231642CDEC7944777698C2DDC67F4000000033284300000002AF570000230704BE1A5A77480FFFFF
1520,1637,260913231707,79,0x26260200530A1B0867284063983169001902581E0000004B4E000005000000400000000005D9AF00260913231707CDEC7944777698C2DDC67F4000000033284200000002AF9900002C0604CE215977470FFFFF
1521,1638,260913231732,79,0x26260200530A1C0867284063983169001902581E000000484F000005000000400000000005D9AF00260913231732CDEC7944777698C2DDC67F4000000033284200000002AFE3000025CE04CE1C5A77470FFFFF
1522,1639,260913231757,79,0x26260200530A1D0867284063983169001902581E0000004B50000005000000400000000005D9AF00260913231757CDEC7944777698C2DDC67F4000000033284200000002B02700002A4F04CD205977470FFFFF
1523,1640,260913231822,79,0x26260200530A1E0867284063983169001902581E0000004B4E000005000000400000000005D9AF00260913231822CDEC7944777698C2DDC67F4000000033284000000002B06D000024D204CF1C5B77470EFFFF
1524,1641,260913231847,79,0x26260200530A1F0867284063983169001902581E0000004B50000005000000400000000005D9AF00260913231847CDEC7944777698C2DDC67F4000000033284000000002B0AE0000230704CC1A5B77470FFFFF
1525,1642,260913231912,79,0x26260200530A200867284063983169001902581E0000004B4F000005000000400000000005D9AF00260913231912CDEC7944777698C2DDC67F4000000033284100000002B0F300002B8A04CD215977460FFFFF
1526,1643,260913231937,79,0x26260200530A210867284063983169001902581E000000444F000005000000400000000005D9AF00260913231937CDEC7944777698C2DDC67F4000000033284100000002B1340000249304CF1B5B77460FFFFF
1527,1644,260913232002,79,0x26260200530A220867284063983169001902581E0000003E4F000005000000400000000005D9AF00260913232002CDEC7944777698C2DDC67F4000000033283500000002B17700000F77023D0B5877460FFFFF
1528,1645,260913232027,80,0x26260200530A230867284063983169001902581E0000003A4F000005000000400000000005D9AF00260913232027CDEC7944777698C2DDC67F4000000033283000000002B19900001032023E0C5978470FFFFF
1529,1646,260913232051,80,0x26260200530A240867284063983169001902581E0000003E4F000005000000400000000005D9AF00260913232051CDEC7944777698C2DDC67F4000000033282500000002B1B600000E13023E0A5A78470FFFFF
1530,1647,260913232116,80,0x26260200530A250867284063983169001902581E0000003E51000005000000400000000005D9AF00260913232116CDEC7944777698C2DDC67F4000000033282700000002B1D900000FF3023F0C5A784710FFFF
1531,1648,260913232142,80,0x26260200530A260867284063983169001902581E000000414F000005000000400000000005D9AF00260913232142CDEC7944777698C2DDC67F4000000033283000000002B1FC000015070241105A78470FFFFF
1532,1649,260913232207,80,0x26260200530A270867284063983169001902581E000000414F000005000000400000000005D9AF00260913232207CDEC7944777698C2DDC67F4000000033282900000002B21A000017CE02420C5978470FFFFF
1533,1650,260913232232,80,0x26260200530A280867284063983169001902581E000000414F000005000000400000000005D9AF00260913232232CDEC7944777698C2DDC67F4000000033282300000002B239000013F8023F0F5878470FFFFF
1534,1651,260913232257,80,0x26260200530A290867284063983169001902581E000000374F000005000000400000000005D9AF00260913232257CDEC7944777698C2DDC67F4000000033282800000002B25900000F23023D0B58784710FFFF
1535,1652,260913232322,80,0x26260200530A2A0867284063983169001902581E000000414F000005000000400000000005D9AF00260913232322CDEC7944777698C2DDC67F4000000033281900000002B281000015EF023B105A78470EFFFF
1536,1653,260913232347,80,0x26260200530A2B0867284063983169001902581E0000004150000005000000400000000005D9AF00260913232347CDEC7944777698C2DDC67F4000000033283000000002B2A000000FF3023E0C58784711FFFF
1537,1654,260913232412,80,0x26260200530A2C0867284063983169001902581E0000004150000005000000400000000005D9AF00260913232412CDEC7944777698C2DDC67F4000000033282800000002B2C400000EF7023D0B5A784710FFFF
1538,1655,260913232437,80,0x26260200530A2D0867284063983169001902581E0000003E4F000005000000400000000005D9AF00260913232437CDEC7944777698C2DDC67F4000000033282600000002B2E400000FB6023D0C5A784710FFFF
1539,1656,260913232502,79,0x26260200530A2E0867284063983169001902581E0000004150000005000000400000000005D9AF00260913232502CDEC7944777698C2DDC67F4000000033282800000002B30B0000149F023F0F5877470FFFFF
1540,1657,260913232527,79,0x26260200530A2F0867284063983169001902581E0000003E4F000005000000400000000005D9B500260913232527CDEC7944777698C2DDC67F4000000033283400700002B32E000011C103B01A5977461CFFFF
1541,1658,260913232551,79,0x26260200530A300867284063983169001902581E000000414F000005000000400000000005D9BD00260913232551CDEC7944777698C2DDC67F4000000033283600000002B35F00001726028F115A77460FFFFF
1542,1659,260913232617,80,0x26260200530A310867284063983169001902581E000000444E000005000000400000000005DA7500260913232617CD2C7A44067698C278DD7F4004400022284604800002B3C700004C2F086C3A67784630FFFF
1543,1660,260913232641,80,0x26260200530A320867284063983169001902581E000000334F000005000000400000000005DBC6002609132326419A197A44237598C24A03804005000021284605200002B44700004EA609453C65784626FFFF
1544,1661,260913232706,80,0x26260200530A330867284063983169001902581E000000304F000005000000400000000005DD450026091323270600407744287498C28A1B804005800021284806200002B4C3000043AC08623454784614FFFF
1545,1662,260913232732,79,0x26260200530A340867284063983169001902581E000000224D000005000000400000000005DEFE0026091323273233337544237398C26734804004500020285004700002B54400003863069B2B55774700FFFF
1546,1663,260913232756,80,0x26260200530A350867284063983169001902581E0000001450000005000000400000000005E055002609132327569A397544587298C2C74A80400570001B284905900002B5B700004FC907DC3C66784631FFFF
1547,1664,260913232822,81,0x26260200530A360867284063983169001902581E0000002C50000005000000400000000005E210002609132328229A397744787198C21F6680400610001A284806400002B6460000504908B13D6779462EFFFF
1548,1665,260913232846,83,0x26260200530A370867284063983169001902581E0000003050000005000000400000000005E3B000260913232846CDCC7744947098C2548180400580001D284706100002B6C3000049010838375D7B4620FFFF
1549,1666,260913232912,85,0x26260200530A380867284063983169001902581E000000254F000005000000400000000005E57A002609132329129A997844BE6F98C25B9C804005700014284806000002B75300003EAF08232F607D4612FFFF
1550,1667,260913232936,85,0x26260200530A390867284063983169001902581E0000001B4F000005000000400000000005E6F90026091323293600007A44296F98C2E8B7804005500012284705800002B7BB00003DB407DD2F597D4607FFFF
1551,1668,260913233002,84,0x26260200530A3A0867284063983169001902581E000000184F000005000000400000000005E8C10026091323300266667944726E98C22BD4804006000019284906300002B84C00004359089333597C4615FFFF
1552,1669,260913233027,84,0x26260200530A3B0867284063983169001902581E000000184F000005000000400000000005EA55002609132330279AB977449D6D98C20FF0804005700019284606100002B8CA000041F50843325A7C460FFFFF
1553,1670,260913233052,83,0x26260200530A3C0867284063983169001902581E0000001B4F000005000000400000000005EC0700260913233052CD2C7644D66C98C23D0A814005600019285005900002B93F00004A2507FA38637B4616FFFF
1554,1671,260913233116,83,0x26260200530A3D0867284063983169001902581E0000001F4E000005000000400000000005ED9B00260913233116664676440A6C98C2D724814005700019284705900002B9BB0000418D081C325A7B4612FFFF
1555,1672,260913233142,83,0x26260200530A3E0867284063983169001902581E000000184E000005000000400000000005EF3600260913233142CD0C76444A6B98C2CA3E814005500017284905800002BA2D0000409207F3365D7B4621FFFF
1556,1673,260913233206,82,0x26260200530A3F0867284063983169001902581E0000001F4F000005000000400000000005F0B800260913233206CD0C7744956A98C29258814005300019284905600002BAA30000429D079C2B5F7A4624FFFF
1557,1674,260913233231,83,0x26260200530A400867284063983169001902581E000000184F000005000000400000000005F24B00260913233231CD2C7844D46998C2827181400530001A284905600002BB15000043AC079E33647B461CFFFF
1558,1675,260913233257,83,0x26260200530A410867284063983169001902581E000000184E000005000000400000000005F3ED00260913233257CDCC78440F6998C20D8B81400550001A285005800002BB990000446C07DB34667B461CFFFF
1559,1676,260913233321,83,0x26260200530A420867284063983169001902581E0000001B4F000005000000400000000005F56800260913233321666679443D6898C216A481400530001C284905600002BC04000045BB07A535657B461FFFFF
1560,1677,260913233346,84,0x26260200530A430867284063983169001902581E000000144F000005000000400000000005F6C80026091323334600607A442C6798C2CCB681400410002E284604400002BC730000333A05FF275D7C4615FFFF
1561,1678,260913233355,84,0x26260200530A440867284063983169001902581E0000001851000005000000400000000005F73D0026091323335533137B44D66698C27DBA81400360004E284403700002BC98000031AB050B25597C4600FFFF
1562,1679,260913233358,84,0x26260200530A450867284063983169001902581E000000184F000005000000400000000005F7550026091323335866C67A44B56698C254BA814003500073284603700002BCA000002A0F0503205A7C4600FFFF
1563,1680,260913233401,84,0x26260200530A460867284063983169001902581E0000001850000005000000400000000005F7720026091323340166067B449C6698C2BEB8814003800094284503800002BCA700002A8F052B205D7C4624FFFF
1564,1681,260913233404,84,0x26260200530A470867284063983169001902581E0000001851000005000000400000000005F79400260913233404CDEC7A44946698C2B7B58140034000BC284203800002BCAE0000275D05291E5A7C4624FFFF
1565,1682,260913233407,84,0x26260200530A480867284063983169001902581E0000001850000005000000400000000005F7B40026091323340700607B44AB6698C2F2B38140039000F2284204000002BCBD00002C5A056421627C462BFFFF
1566,1683,260913233411,84,0x26260200530A490867284063983169001902581E0000001851000005000000400000000005F7E9002609132334119AF97B44D26698C27CB3814004000114284504100002BCC70000382305C12A707C462BFFFF
1567,1684,260913233418,84,0x26260200530A4A0867284063983169001902581E0000001B51000005000000400000000005F8260026091323341866A67D44226798C2E8B5814003700135285103900002BCE300004EA606F23C727C4663FFFF
1568,1685,260913233431,84,0x26260200530A4B0867284063983169001902581E0000002551000005000000400000000005F8BE002609132334319A597D446C6798C207BE81400390015A285204000002BD26000047B2072136537C4600FFFF
1569,1686,260913233439,83,0x26260200530A4C0867284063983169001902581E0000001F51000005000000400000000005F9190026091323343900A07C44686798C24CC4814004000013284704200002BD4B00003FD6076330617B4627FFFF
1570,1687,260913233505,83,0x26260200530A4D0867284063983169001902581E0000000D4F000005000000400000000005FA6C0026091323350566067E44BB6698C2DFDB814004600018285004900002BDB9000032E606B5265E7B4614FFFF
1571,1688,260913233532,83,0x26260200530A4E0867284063983169001902581E0000001150000005000000400000000005FB810026091323353200607E44316698C2A1EC814001200032283900800002BE0E00001229021C0D587B4600FFFF
1572,1689,260913233558,83,0x26260200530A4F0867284063983169001902581E0000000351000005000000400000000005FBC20026091323355800607E44316698C2A1EC814000000032284400900002BE33000018F5023D13597B460EFFFF
1573,1690,260913233640,0,0x262604005300400867284063983169001902581E00000018CE000005000000000016000005FBD20026091323364000607E44316698C2A1EC814000000032268400000002BE580000000000000000282800FFFF
1574,1691,260914000732,0,0x26260200530A530867284063983169001902581E0000001FD1000005000000000000000005FBD20026091400073200607E44316698C2A1EC814000000032264600000002BE580000000000000000282800FFFF26260200530A540867284063983169001902581E0000000DCF000005000000000000000005FBD20026091400173200607E44316698C2A1EC814000000032263600000002BE580000000000000000282800FFFF
1575,1692,260914001949,0,0x262604005300410867284063983169001902581E00000000CF000005000000400015000005FBD20026091400194900607E44316698C2A1EC814000000032283700000002BE580000000000000000282800FFFF
1576,1693,260914001953,0,0x26260200530A550867284063983169001902581E00000000D0000005000000400000000005FBD50026091400195300007F44EE6598C27EEE814001200104284800000002BE580000000000000000282800FFFF26260200530A560867284063983169001902581E00000000D1000005000000400000000005FBE10026091400195600E07E44FB6598C219EE8140013000E1285200000002BE580000000000000000282800FFFF26260200530A570867284063983169001902581E00000000D1000005000000400000000005FBD20026091400200233137F44166698C2FCEC814001400103285101410002BE5800000000FFFFFFFFFFFFFFFFFF
1577,1694,260914002012,72,0x26260200530A580867284063983169001902581E00000000D0000005000000400000000005FBD200260914002012CD4C7F44346698C213ED8140013000E3285200700002BE5800000000FFFFFFFF7047FFFFFF26260200530A590867284063983169001902581E00000018CF000005000000400000000005FCE700260914002038CDEC7D44BF6698C27BDB8140047000CD285505000002BECA00003AED06C72D58714725FFFF26260200530A5A0867284063983169001902581E0000001BD0000005000000400000000005FE620026091400210400807C447E6798C21DC28140052000CE285605500002BF3500004235076F3866704717FFFF26260200530A5B0867284063983169001902581E00000014D1000005000000400000000005FF4D0026091400213000E07C44F16798C2B4B28140045000CB285404300002BF9C000056FD06E8427271465BFFFF26260200530A5C0867284063983169001902581E00000022CF00000500000040000000000600F50026091400215733937944C16898C223978140061000CC285506400002C02100004DD308AA3B5B714613FFFF26260200530A5D0867284063983169001902581E00000029D100000500000040000000000602D0002609140022239A5978449F6998C2A17A8140055000CE285505900002C0B6000041F507D83264734613FFFF26260200530A5E0867284063983169001902581E00000025D0000005000000400000000006047D0026091400224900A07744776A98C2D25E8140058000CE285406100002C12E0000482E0836376274461CFFFF26260200530A5F0867284063983169001902581E00000022CF00000500000040000000000606190026091400231566E67644416B98C249448140048000CC285305000002C1AA00003E08071C2F52744600FFFF26260200530A600867284063983169001902581E00000022D000000500000040000000000606840026091400233166E676447A6B98C2A33C8140011000EC284401300002C1CE000015AF023C0B5A74460EFFFF26260200530A610867284063983169001902581E00000022CE000005000000400000000006068F00260914002333662677447E6B98C24B3C8140011000CC284200800002C1D30000184D0240125974460FFFFF26260200530A620867284063983169001902581E00000030D0000005000000400000000006069900260914002359662677447E6B98C24B3C8140000000CC283100000002C2030000105E02400C5874460FFFFF26260200530A630867284063983169001902581E00000037CF000005000000400000000006069900260914002425662677447E6B98C24B3C8140000000CC283600000002C224000013CC023D0F5A744610FFFF
1578,1695,260914002452,76,0x26260200530A640867284063983169001902581E000000374F000005000000400000000006069900260914002452662677447E6B98C24B3C8140000000CC284300000002C24A0000184D02401259744610FFFF
1579,1696,260914002518,76,0x26260200530A650867284063983169001902581E000000374E000005000000400000000006069900260914002518662677447E6B98C24B3C8140000000CC283600000002C270000018B502411258744610FFFF
1580,1697,260914002545,76,0x26260200530A660867284063983169001902581E000000374E000005000000400000000006069900260914002545662677447E6B98C24B3C8140000000CC283100000002C29500000FF3023F0C59744610FFFF
1581,1698,260914002611,76,0x26260200530A670867284063983169001902581E000000374E000005000000400000000006069900260914002611662677447E6B98C24B3C8140000000CC282900000002C2B4000011AD023F0D58744510FFFF
1582,1699,260914002638,76,0x26260200530A680867284063983169001902581E000000374E000005000000400000000006069900260914002638662677447E6B98C24B3C8140000000CC283500000002C2DF0000101E023D0C59744510FFFF
1583,1700,260914002704,76,0x26260200530A690867284063983169001902581E000000374F000005000000400000000006069900260914002704662677447E6B98C24B3C8140000000CC283800000002C30400000F37023D0B5974450FFFFF
1584,1701,260914002731,76,0x26260200530A6A0867284063983169001902581E0000003A4F000005000000400000000006069900260914002731662677447E6B98C24B3C8140000000CC283500000002C32500001106023F0D5974450FFFFF
1585,1702,260914002757,76,0x26260200530A6B0867284063983169001902581E0000003750000005000000400000000006069900260914002757662677447E6B98C24B3C8140000000CC282500000002C34E000018220240125A744510FFFF
1586,1703,260914002824,76,0x26260200530A6C0867284063983169001902581E000000374F000005000000400000000006069900260914002824662677447E6B98C24B3C8140000000CC282500000002C37200000F77023C0B5974450FFFFF
1587,1704,260914002850,76,0x26260200530A6D0867284063983169001902581E0000003750000005000000400000000006069900260914002850662677447E6B98C24B3C8140000000CC283700000002C3950000103202410C5A744510FFFF
1588,1705,260914002917,76,0x26260200530A6E0867284063983169001902581E000000374F000005000000400000000006069900260914002917662677447E6B98C24B3C8140000000CC283200000002C3B90000135002400E59744510FFFF
1589,1706,260914002943,76,0x26260200530A6F0867284063983169001902581E000000374F000005000000400000000006069900260914002943662677447E6B98C24B3C8140000000CC283200000002C3E300001086023F0C5874450FFFFF
1590,1707,260914003010,75,0x26260200530A700867284063983169001902581E000000374F000005000000400000000006069900260914003010662677447E6B98C24B3C8140000000CC282900000002C4070000177A023C115A734510FFFF
1591,1708,260914003036,75,0x26260200530A710867284063983169001902581E0000003A4F000005000000400000000006069900260914003036662677447E6B98C24B3C8140000000CC283200000002C42B0000105E023E0C5A734510FFFF
1592,1709,260914003103,75,0x26260200530A720867284063983169001902581E000000374E000005000000400000000006069900260914003103662677447E6B98C24B3C8140000000CC283500000002C44F00001378023F0E5873450FFFFF
1593,1710,260914003130,75,0x26260200530A730867284063983169001902581E000000374F000005000000400000000006069900260914003130662677447E6B98C24B3C8140000000CC284000000002C48F0000230704E91A5B73441CFFFF
1594,1711,260914003155,74,0x26260200530A740867284063983169001902581E000000374F000005000000400000000006069900260914003155662677447E6B98C24B3C8140000000CC284300000002C4D100002CD904C21F5A724510FFFF
