,Date,Index,Speed,Raw data
0,260701200033,558,177.0,0x25251300598EE30869487064334989001EFFFF2D000000444500000007000020000000FFFFFFFFFFFFFFFFFFFF00D5003A27E200260701200033CDBCBD44B03397C208EFC740177000A703951306FFFFFF0000210003FFFFFF
