,Date,Index,Speed,Raw data
0,260712055126,56,102.0,0x252513005934850869487064581274003C38402D000000484600000007000020000000FFFFFFFFFFFFFFFFFFFF00D500CE6843002607120551269A59C444123497C2C1FEC7401020009E03911290FFFFFF0000200005FFFFFF
