,Date,Index,Speed,Raw data
0,260720010550,86,88.0,0x252513005943C70869487064432114001EFFFF2D000000304600000007000020000000FFFFFFFFFFFFFFFFFFFF00D500322FAB982607200105509A49C744613497C287F6C740088000EC03891277FFFFFF00001F0009FFFFFF
