,Date,Index,Speed,Raw data
0,260716165220,354,172.0,0x2525130059FC010869487064399040001EFFFF2D000000374600000007000020000000FFFFFFFFFFFFFFFFFFFF00D50047A6D998260716165220CDDCBD44753197C28A0AC8401720004303891303FFFFFF0000310004FFFFFF
1,260716184953,443,108.0,0x2525130059FC580869487064399040001EFFFF2D000000414500000007000020000000FFFFFFFFFFFFFFFFFFFF00D50047BBD298260716184953CDBCBC44ED3397C211F3C740108000B203891300FFFFFF00002D0008FFFFFF
2,260717121646,604,130.0,0x2525130059FCF90869487064399040001EFFFF2D000000334500000007000020000000FFFFFFFFFFFFFFFFFFFF00D50047F95B9426071712164633C3A244C53397C29D01C8401300003303881284FFFFFF00001A0002FFFFFF
3,260718012613,1017,176.0,0x2525130059FE8C0869487064399040001EFFFF2D000000334500000007000020000000FFFFFFFFFFFFFFFFFFFF00D5004887A1972607180126130070CB44993597C22EEEC740176000FC03891292FFFFFF000021000AFFFFFF
4,260718013630,1031,107.0,0x2525130059FE9A0869487064399040001EFFFF2D0000003E4500000007000020000000FFFFFFFFFFFFFFFFFFFF00D50048997C972607180136300040BF445D3497C259FAC7401070005603891293FFFFFF0000200009FFFFFF
5,260718161554,1113,146.0,0x2525130059FEEC0869487064399040001EFFFF2D0000003A4600000007000020000000FFFFFFFFFFFFFFFFFFFF00D50048A81C962607181615549AA9BE44473497C20DF7C740146000EA03891282FFFFFF00001F0007FFFFFF
6,260718161600,1114,218.0,0x2525130059FEED0869487064399040001EFFFF2D000000414500000007000020000000FFFFFFFFFFFFFFFFFFFF00D50048A91D96260718161600CD5CC144AB3397C21EFEC7402180003803891282FFFFFF00001E0008FFFFFF
