,Date,Index,Speed,Raw data
0,260702095236,85,173.0,0x25251300596B580869487064492787003C38402D0000005D4500000007000020000000FFFFFFFFFFFFFFFFFFFF00D500ADB2CC8926070209523666A6BE44233397C2FC05C8401730002A03871328FFFFFF0000210006FFFFFF
1,260703051526,891,103.0,0x25251300596E660869487064492787003C38402D000000414700000007000020000000FFFFFFFFFFFFFFFFFFFF00D500AF19CF912607030515269AB9C844333497C23601C8401030013C03871288FFFFFF0000220003FFFFFF
