,Date,Index,Speed,Raw data
0,260706040611,421,162.0,0x2525130059EB760869487064399040001EFFFF2D000000374400000007000020000000FFFFFFFFFFFFFFFFFFFF00D500432EBD952607060406119A69C444583497C210F7C740162000F003881281FFFFFF00001C0006FFFFFF
1,260706213225,660,165.0,0x2525130059EC640869487064399040001EFFFF2D000000444500000007000020000000FFFFFFFFFFFFFFFFFFFF00D500433DC69826070621322500C0B944313497C219FCC7401650012F03891303FFFFFF0000210002FFFFFF
