,Date,Index,Speed,Raw data
0,260712185640,41,123.0,0x2525130059631F0869487064548620003C38402D0000003E4600000007000020000000FFFFFFFFFFFFFFFFFFFF00D500D73C4B83260712185640CD2CC344A63397C26FF6C7401230008803851279FFFFFF00001D0005FFFFFF
