,Date,Index,Speed,Raw data
0,260713013731,105,129.0,0x25251300593DC90869487064432114001EFFFF2D0000003A4500000007000020000000FFFFFFFFFFFFFFFFFFFF00D5003185BC9726071301373100F0C344C93397C255FCC740129000ED03891275FFFFFF00001E0008FFFFFF
