,Date,Index,Speed,Raw data
0,260725051751,873,125.0,0x252513005995AB0869487064492787003C38402D0000003A4500000007000020000000FFFFFFFFFFFFFFFFFFFF00D500C1D608902607250517510000BC44D33397C26CECC7401250009903871261FFFFFF0000210005FFFFFF
