GroupName,UnitID,UnitName1,MaxSpeed,MilesDriven,TravelTimeSecs,Textbox3,IdleTimeSecs,Textbox6,IdleTimeSecs2,Textbox11,Textbox15,Textbox16,Textbox17,Textbox18,Textbox19,Textbox22,Textbox23
,1BW4,LUL144 AIR2,0,"0,00",0H:0M:0S,"0,00",0H:0M:0S,"0,00",0H:0M:0S,"0,00","14.034,90",15D:20H:12M:42S,"380,21",8D:13H:16M:18S,"205,27",24D:9H:29M:0S,"585,48"
,1CWQ,LUM169,103,"1.260,16",1D:4H:52M:38S,"28,88",12H:54M:46S,"12,91",1D:17H:47M:24S,"41,79","14.034,90",15D:20H:12M:42S,"380,21",8D:13H:16M:18S,"205,27",24D:9H:29M:0S,"585,48"
,1BN8,LUM169 AIR2,0,"0,00",0H:0M:0S,"0,00",0H:0M:0S,"0,00",0H:0M:0S,"0,00","14.034,90",15D:20H:12M:42S,"380,21",8D:13H:16M:18S,"205,27",24D:9H:29M:0S,"585,48"
,1BP0,LUM169 AIR2.,0,"0,00",0H:0M:0S,"0,00",0H:0M:0S,"0,00",0H:0M:0S,"0,00","14.034,90",15D:20H:12M:42S,"380,21",8D:13H:16M:18S,"205,27",24D:9H:29M:0S,"585,48"
,1CPT,NOY423,82,"358,40",11H:44M:26S,"11,74",12H:11M:34S,"12,19",23H:56M:0S,"23,93","14.034,90",15D:20H:12M:42S,"380,21",8D:13H:16M:18S,"205,27",24D:9H:29M:0S,"585,48"
,1BQ8,NOY423 VF,0,"0,00",0H:0M:0S,"0,00",0H:0M:0S,"0,00",0H:0M:0S,"0,00","14.034,90",15D:20H:12M:42S,"380,21",8D:13H:16M:18S,"205,27",24D:9H:29M:0S,"585,48"
,1CX6,NOY424,80,"373,14",18H:24M:19S,"18,41",16H:37M:54S,"16,63",1D:11H:2M:13S,"35,04","14.034,90",15D:20H:12M:42S,"380,21",8D:13H:16M:18S,"205,27",24D:9H:29M:0S,"585,48"
,1A6X,NOY424 AIR2,0,"0,00",0H:0M:0S,"0,00",0H:0M:0S,"0,00",0H:0M:0S,"0,00","14.034,90",15D:20H:12M:42S,"380,21",8D:13H:16M:18S,"205,27",24D:9H:29M:0S,"585,48"
,1COX,QJX175,93,"2.173,11",2D:2H:57M:33S,"50,96",23H:16M:43S,"23,28",3D:2H:14M:16S,"74,24","14.034,90",15D:20H:12M:42S,"380,21",8D:13H:16M:18S,"205,27",24D:9H:29M:0S,"585,48"
,1A3E,QJX175 AIR2,0,"0,00",0H:0M:0S,"0,00",0H:0M:0S,"0,00",0H:0M:0S,"0,00","14.034,90",15D:20H:12M:42S,"380,21",8D:13H:16M:18S,"205,27",24D:9H:29M:0S,"585,48"
,1BS0,QJX175 AIR2.,0,"0,00",0H:0M:0S,"0,00",0H:0M:0S,"0,00",0H:0M:0S,"0,00","14.034,90",15D:20H:12M:42S,"380,21",8D:13H:16M:18S,"205,27",24D:9H:29M:0S,"585,48"
,1CVU,QJY339,93,"1.319,45",1D:10H:45M:0S,"34,75",10H:38M:31S,"10,64",1D:21H:23M:31S,"45,39","14.034,90",15D:20H:12M:42S,"380,21",8D:13H:16M:18S,"205,27",24D:9H:29M:0S,"585,48"
,1BR4,QJY339 AIR2,0,"0,00",0H:0M:0S,"0,00",0H:0M:0S,"0,00",0H:0M:0S,"0,00","14.034,90",15D:20H:12M:42S,"380,21",8D:13H:16M:18S,"205,27",24D:9H:29M:0S,"585,48"
,1BRK,QJY339 AIR2,0,"0,00",0H:0M:0S,"0,00",0H:0M:0S,"0,00",0H:0M:0S,"0,00","14.034,90",15D:20H:12M:42S,"380,21",8D:13H:16M:18S,"205,27",24D:9H:29M:0S,"585,48"
,1CY8,SMR198,80,"764,13",20H:12M:56S,"20,22",9H:40M:29S,"9,67",1D:5H:53M:25S,"29,89","14.034,90",15D:20H:12M:42S,"380,21",8D:13H:16M:18S,"205,27",24D:9H:29M:0S,"585,48"
,1BPH,SMR198 AIR2,0,"0,00",0H:0M:0S,"0,00",0H:0M:0S,"0,00",0H:0M:0S,"0,00","14.034,90",15D:20H:12M:42S,"380,21",8D:13H:16M:18S,"205,27",24D:9H:29M:0S,"585,48"
,1CRI,SMR391,76,"167,34",5H:36M:36S,"5,61",4H:9M:49S,"4,16",9H:46M:25S,"9,77","14.034,90",15D:20H:12M:42S,"380,21",8D:13H:16M:18S,"205,27",24D:9H:29M:0S,"585,48"
,1BNO,SMR391 VF,0,"0,00",0H:0M:0S,"0,00",0H:0M:0S,"0,00",0H:0M:0S,"0,00","14.034,90",15D:20H:12M:42S,"380,21",8D:13H:16M:18S,"205,27",24D:9H:29M:0S,"585,48"
,1CWW,SXY625,77,"440,86",16H:42M:10S,"16,70",6H:19M:8S,"6,32",23H:1M:18S,"23,02","14.034,90",15D:20H:12M:42S,"380,21",8D:13H:16M:18S,"205,27",24D:9H:29M:0S,"585,48"
,1BXS,SXY625 AIR2,0,"0,00",0H:0M:0S,"0,00",0H:0M:0S,"0,00",0H:0M:0S,"0,00","14.034,90",15D:20H:12M:42S,"380,21",8D:13H:16M:18S,"205,27",24D:9H:29M:0S,"585,48"
,1CSU,SXZ756,77,"293,91",8H:33M:22S,"8,56",4H:10M:8S,"4,17",12H:43M:30S,"12,73","14.034,90",15D:20H:12M:42S,"380,21",8D:13H:16M:18S,"205,27",24D:9H:29M:0S,"585,48"
,1BOK,SXZ756 AIR2,0,"0,00",0H:0M:0S,"0,00",0H:0M:0S,"0,00",0H:0M:0S,"0,00","14.034,90",15D:20H:12M:42S,"380,21",8D:13H:16M:18S,"205,27",24D:9H:29M:0S,"585,48"
,1CPD,TDL795,80,"407,89",20H:36M:33S,"20,61",19H:28M:3S,"19,47",1D:16H:4M:36S,"40,08","14.034,90",15D:20H:12M:42S,"380,21",8D:13H:16M:18S,"205,27",24D:9H:29M:0S,"585,48"
,1BX0,TDL795 AIR2,0,"0,00",0H:0M:0S,"0,00",0H:0M:0S,"0,00",0H:0M:0S,"0,00","14.034,90",15D:20H:12M:42S,"380,21",8D:13H:16M:18S,"205,27",24D:9H:29M:0S,"585,48"
,1CN2,TDL796,85,"576,58",13H:43M:42S,"13,73",5H:36M:26S,"5,61",19H:20M:8S,"19,34","14.034,90",15D:20H:12M:42S,"380,21",8D:13H:16M:18S,"205,27",24D:9H:29M:0S,"585,48"
,1BXK,TDL796 AIR2,0,"0,00",0H:0M:0S,"0,00",0H:0M:0S,"0,00",0H:0M:0S,"0,00","14.034,90",15D:20H:12M:42S,"380,21",8D:13H:16M:18S,"205,27",24D:9H:29M:0S,"585,48"
,1CU3,TDL797,64,"20,12",0H:47M:51S,"0,80",0H:14M:57S,"0,25",1H:2M:48S,"1,05","14.034,90",15D:20H:12M:42S,"380,21",8D:13H:16M:18S,"205,27",24D:9H:29M:0S,"585,48"
,1BXC,TDL797 VF,0,"0,00",0H:0M:0S,"0,00",0H:0M:0S,"0,00",0H:0M:0S,"0,00","14.034,90",15D:20H:12M:42S,"380,21",8D:13H:16M:18S,"205,27",24D:9H:29M:0S,"585,48"
,1COV,WFL149,100,"676,54",23H:1M:32S,"23,03",14H:23M:6S,"14,39",1D:13H:24M:38S,"37,41","14.034,90",15D:20H:12M:42S,"380,21",8D:13H:16M:18S,"205,27",24D:9H:29M:0S,"585,48"
,1A8E,WFL149 AIR2,0,"0,00",0H:0M:0S,"0,00",0H:0M:0S,"0,00",0H:0M:0S,"0,00","14.034,90",15D:20H:12M:42S,"380,21",8D:13H:16M:18S,"205,27",24D:9H:29M:0S,"585,48"

