textbox12,textbox16,EventTime,Address,EndLandmark,textbox25,Driver,textbox20
,Unidad: TDL795,2/03/2026 5:26:05 a.m.,"Cl9b 16c-50, Mosquera, Cundinamarca, Colombia",,00:12:33, ,# Stops: 8 - Max: 00:58:28 - Min: 00:00:02 - Total Stops: 01:33:53
,Unidad: TDL795,2/03/2026 5:49:53 a.m.,"Cl9b 16c-50, Mosquera, Cundinamarca, Colombia",,00:58:28, ,# Stops: 8 - Max: 00:58:28 - Min: 00:00:02 - Total Stops: 01:33:53
,Unidad: TDL795,2/03/2026 6:53:53 a.m.,"Av 50-18, Madrid, Cundinamarca, Colombia",,00:04:54, ,# Stops: 8 - Max: 00:58:28 - Min: 00:00:02 - Total Stops: 01:33:53
,Unidad: TDL795,2/03/2026 7:05:14 a.m.,"Av 50-18, Madrid, Cundinamarca",,00:00:22, ,# Stops: 8 - Max: 00:58:28 - Min: 00:00:02 - Total Stops: 01:33:53
,Unidad: TDL795,2/03/2026 7:09:53 a.m.,"Madrid-89, Madrid, Cundinamarca, Colombia",,00:00:02, ,# Stops: 8 - Max: 00:58:28 - Min: 00:00:02 - Total Stops: 01:33:53
,Unidad: TDL795,2/03/2026 7:34:14 a.m.,"Sohacha-76, Soacha, Cundinamarca",,00:01:01, ,# Stops: 8 - Max: 00:58:28 - Min: 00:00:02 - Total Stops: 01:33:53
,Unidad: TDL795,2/03/2026 7:50:15 a.m.,"Cl7 17-25, Soacha, Cundinamarca",,00:03:32, ,# Stops: 8 - Max: 00:58:28 - Min: 00:00:02 - Total Stops: 01:33:53
,Unidad: TDL795,2/03/2026 7:56:14 a.m.,"Kr20 3a-25, Soacha, Cundinamarca, Colombia",,00:13:01, ,# Stops: 8 - Max: 00:58:28 - Min: 00:00:02 - Total Stops: 01:33:53

