,in and outs,date,raw data
24,0b110000100000000,260822162445,0x2525130059001A0869487060157640003C38402D00000052D00000000700646100000000000000FFFFFFFFFFFF00D500049821272608221624459A591E450B4794C25BF497400000000003692534FFFFFF00001E0000FFFFFF
25,0b110000100000000,260822162645,0x2525130059001B0869487060157640003C38402D00000056500000000700646100000000000000FFFFFFFFFFFF00D500049821292608221626459A591E450B4794C25BF497400000000003702534FFFFFF00001F0000FFFFFF
26,0b110000100000000,260822162744,0x2525130059001C0869487060157640003C38402D0000005D510000000700646100000000000000FFFFFFFFFFFF00D500049821302608221627449A591E450B4794C25BF497400000000003702535FFFFFF00001F0000FFFFFF
27,0b110000100000000,260822162846,0x2525130059001D0869487060157640003C38402D000000564F0000000700646100000000020000FFFFFFFFFFFF00D500049821312608221628469A591E450B4794C25BF497400000000003702534FFFFFF00001F0000FFFFFF
2885,0b110000100000000,260822162945,0x252514005900320869487060157640003C38402D00000056510000000700646100000000000000FFFFFFFFFFFF18D500049821312608221629459A591E450B4794C25BF497400000000003712531FFFFFF0000200000FFFFFF
28,0b110000100000000,260822162945,0x2525130059001E0869487060157640003C38402D00000056D10000000700646100000000000000FFFFFFFFFFFF00D500049821312608221629459A591E450B4794C25BF497400000000003712531FFFFFF0000200000FFFFFF
29,0b110000100000000,260822163145,0x2525130059001F0869487060157640003C38402D000000524F0000000700646100000000000000FFFFFFFFFFFF00D500049821322608221631459A591E450B4794C25BF497400000000003712531FFFFFF0000200000FFFFFF
30,0b110000100000000,260822163245,0x252513005900200869487060157640003C38402D0000004F4F0000000700646100000000000000FFFFFFFFFFFF00D500049821342608221632459A591E450B4794C25BF497400000000003712534FFFFFF0000200000FFFFFF
31,0b110000100000000,260822163344,0x252513005900210869487060157640003C38402D0000004F510000000700646100000000000000FFFFFFFFFFFF00D500049821342608221633449A591E450B4794C25BF497400000000003712531FFFFFF0000200000FFFFFF
32,0b110000100000000,260822163446,0x252513005900220869487060157640003C38402D00000052D20000000700646100000000000000FFFFFFFFFFFF00D500049821352608221634469A591E450B4794C25BF497400000000003722857FFFFFF0000200000FFFFFF
2886,0b110000100000000,260822163446,0x252514005900330869487060157640003C38402D00000052520000000700646100000000000000FFFFFFFFFFFF18D500049821352608221634469A591E450B4794C25BF497400000000003722857FFFFFF0000200000FFFFFF
2887,0b10000000000000,260822163609,0x252514005900340869487060157640003C38402D0000004B510000000700642000000000000000FFFFFFFFFFFF17D500049821372608221636099A591E450B4794C25BF497400000000003722863FFFFFF0000210000FFFFFF
2888,0b10000000000000,260822163610,0x252514005900350869487060157640003C38402D0000004B510000000700642000000000000000FFFFFFFFFFFF19D500049821372608221636109A591E450B4794C25BF497400000000003722810FFFFFF0000210000FFFFFF
33,0b10000000000000,260822203550,0x252513005900230869487060157640003C38402D00000060500000000000642000000000000000FFFFFFFFFFFF00D500049821002608222035509A591E450B4794C25BF497400000000003972579FFFFFF0000210000FFFFFF
34,0b10000000000000,260823003544,0x252513005900240869487060157640003C38402D000000524E0000000000642000000000000000FFFFFFFFFFFF00D500049821002608230035449A591E450B4794C25BF497400000000004002575FFFFFF00001C0000FFFFFF
35,0b10000000000000,260823043545,0x252513005900250869487060157640003C38402D00000052500000000000642000000000000000FFFFFFFFFFFF00D500049821002608230435459A591E450B4794C25BF497400000000004002574FFFFFF0000150000FFFFFF
36,0b10000000000000,260823083545,0x252513005900260869487060157640003C38402D0000004F4F0000000000642000000000020001FFFFFFFFFFFF00D500049821002608230835459A591E450B4794C25BF497400000000004002575FFFFFF0000120000FFFFFF
37,0b10000000000000,260823123545,0x252513005900270869487060157640003C38402D000000524F0000000000642000000000000000FFFFFFFFFFFF00D500049821002608231235459A591E450B4794C25BF497400000000004002569FFFFFF0000120000FFFFFF
38,0b10000000000000,260823163545,0x252513005900280869487060157640003C38402D0000005D510000000000642000000000000000FFFFFFFFFFFF00D500049821002608231635459A591E450B4794C25BF497400000000004002570FFFFFF0000200000FFFFFF
39,0b10000000000000,260823203545,0x252513005900290869487060157640003C38402D00000052510000000000642000000000000000FFFFFFFFFFFF00D500049821002608232035459A591E450B4794C25BF497400000000004012568FFFFFF00002F0000FFFFFF
40,0b10000000000000,260824003544,0x2525130059002A0869487060157640003C38402D00000052500000000000642000000000000002FFFFFFFFFFFF00D500049821002608240035449A591E450B4794C25BF497400000000004012571FFFFFF00001D0000FFFFFF
41,0b10000000000000,260824043545,0x2525130059002B0869487060157640003C38402D0000004B510000000000642000000000000000FFFFFFFFFFFF00D500049821002608240435459A591E450B4794C25BF497400000000004002563FFFFFF0000160000FFFFFF
42,0b10000000000000,260824083545,0x2525130059002C0869487060157640003C38402D0000004B500000000000642000000000000001FFFFFFFFFFFF00D500049821002608240835459A591E450B4794C25BF497400000000004002567FFFFFF0000140000FFFFFF
2889,0b110000100000000,260824114640,0x252514005900360869487060157640003C38402D0000004F4F0000000700646100000000040000FFFFFFFFFFFF16D500049821002608241146409A591E450B4794C25BF497400000000004002563FFFFFF0000130000FFFFFF
43,0b110000100000000,260824114741,0x2525130059002D0869487060157640003C38402D000000564F0000000700646100000000000000FFFFFFFFFFFF00D500049821002608241147419A591E450B4794C25BF497400000000004002877FFFFFF0000130000FFFFFF
44,0b110000100000000,260824114841,0x2525130059002E0869487060157640003C38402D00000052500000000700646100000000000002FFFFFFFFFFFF00D500049821002608241148419A591E450B4794C25BF497400000000004002876FFFFFF0000130000FFFFFF
45,0b110000100000000,260824114941,0x2525130059002F0869487060157640003C38402D00000059510000000700646100000000020000FFFFFFFFFFFF00D500049821002608241149419A591E450B4794C25BF497400000000004002879FFFFFF0000130000FFFFFF
2890,0b100000100000000,260824115028,0x252514005900370869487060157640003C38402D0000005D500000000700644100000000010000FFFFFFFFFFFF43D500049821002608241150289A591E450B4794C25BF497400000000004002881FFFFFF0000140000FFFFFF
2891,0b110000100000000,260824115032,0x252514005900380869487060157640003C38402D00000056510000000700646100000000000000FFFFFFFFFFFF42D500049821002608241150329A591E450B4794C25BF497400000000004002879FFFFFF0000140000FFFFFF
2892,0b110000100000000,260824115141,0x252514005900390869487060157640003C38402D00000056500000000700646100000000000002FFFFFFFFFFFF18D500049821002608241151419A591E450B4794C25BF497400000000004002870FFFFFF0000140000FFFFFF
46,0b110000100000000,260824115141,0x252513005900300869487060157640003C38402D00000056D00000000700646100000000000002FFFFFFFFFFFF00D500049821002608241151419A591E450B4794C25BF497400000000004002870FFFFFF0000140000FFFFFF
47,0b110000100000000,260824115341,0x252513005900310869487060157640003C38402D000000564F0000000700646100000000000000FFFFFFFFFFFF00D500049821002608241153419A591E450B4794C25BF497400000000004002864FFFFFF0000140000FFFFFF
48,0b110000100000000,260824115352,0x252513005900320869487060157640003C38402D0000004F500000000700646100000000000000FFFFFFFFFFFF00D50004983700260824115352CDA42045FA4694C20FF397400060008204002864FFFFFF0000140000FFFFFF
49,0b110000100000000,260824115352,0x252513005900330869487060157640003C38402D0000004FD00000000700646100000000000000FFFFFFFFFFFF00D50004983700260824115352CDA42045FA4694C20FF397400060008204002864FFFFFF0000140000FFFFFF
50,0b110000100000000,260824115429,0x252513005900340869487060157640003C38402D000000644F0000000700646100000000040000FFFFFFFFFFFF00D5000498600026082411542900A02045E14694C2C2F09740007000DA03992867FFFFFF0000140000FFFFFF
2893,0b110000100000000,260824115433,0x2525140059003A0869487060157640003C38402D000000644F0000000700646100000000030000FFFFFFFFFFFF19D50004986F0026082411543333A32045EB4694C2D6EF9740017000D704002866FFFFFF0000140000FFFFFF
51,0b110000100000000,260824115531,0x252513005900350869487060157640003C38402D000000644F0000000700646100000000000000FFFFFFFFFFFF00D50004991200260824115531CDAC2045614794C2C2E797400080002F04002872FFFFFF0000140000FFFFFF
52,0b110000100000000,260824115641,0x252513005900360869487060157640003C38402D000000444F0000000700646100000000020000FFFFFFFFFFFF00D500049B4F002608241156419A212045844594C2A30598400330002F04002870FFFFFF0000140000FFFFFF
53,0b110000100000000,260824115741,0x252513005900370869487060157640003C38402D000000414F0000000700646100000000030000FFFFFFFFFFFF00D500049C2F0026082411574133732045DF4494C2731298400000003904002868FFFFFF0000140000FFFFFF
54,0b110000100000000,260824115840,0x252513005900380869487060157640003C38402D00000041500000000700646100000000020000FFFFFFFFFFFF00D500049C2F0026082411584033732045DF4494C2731298400000003904002867FFFFFF0000140000FFFFFF
55,0b110000100000000,260824115941,0x252513005900390869487060157640003C38402D0000003E4F0000000700646100000000000000FFFFFFFFFFFF00D500049C2F0026082411594133732045DF4494C2731298400000003904002872FFFFFF0000140000FFFFFF
56,0b110000100000000,260824120041,0x2525130059003A0869487060157640003C38402D0000003E500000000700646100000000000000FFFFFFFFFFFF00D500049C2F0026082412004133732045DF4494C2731298400000003904002870FFFFFF0000140000FFFFFF
57,0b110000100000000,260824120141,0x2525130059003B0869487060157640003C38402D000000414F0000000700646100000000000000FFFFFFFFFFFF00D500049C2F0026082412014133732045DF4494C2731298400000003904002869FFFFFF0000140000FFFFFF
2894,0b110000100000000,260824120214,0x2525140059003B0869487060157640003C38402D000000414F0000000700646100000000000000FFFFFFFFFFFF18D500049C2F0026082412021433732045DF4494C2731298400000003904002850FFFFFF0000150000FFFFFF
58,0b110000100000000,260824120341,0x2525130059003C0869487060157640003C38402D00000041510000000700646100000000000000FFFFFFFFFFFF00D500049C2F0026082412034133732045DF4494C2731298400000003904002857FFFFFF0000150000FFFFFF
59,0b110000100000000,260824120441,0x2525130059003D0869487060157640003C38402D00000041500000000700646100000000000000FFFFFFFFFFFF00D500049C2F0026082412044133732045DF4494C2731298400000003904002855FFFFFF0000150000FFFFFF
61,0b110000100000000,260824120541,0x2525130059003E0869487060157640003C38402D0000003E510000000700646100000000020001FFFFFFFFFFFF00D500049C2F0026082412054133732045DF4494C2731298400000003904002861FFFFFF0000150000FFFFFF
60,0b110000100000000,260824120541,0x2525130059003E0869487060157640003C38402D0000003E510000000700646100000000020001FFFFFFFFFFFF00D500049C2F0026082412054133732045DF4494C2731298400000003904002861FFFFFF0000150000FFFFFF
62,0b110000100000000,260824120640,0x2525130059003F0869487060157640003C38402D0000004F510000000700646100000000000000FFFFFFFFFFFF00D500049C2F0026082412064033732045DF4494C2731298400000003904002850FFFFFF0000150000FFFFFF
2895,0b110000100000000,260824120715,0x2525140059003C0869487060157640003C38402D0000004F510000000700646100000000000004FFFFFFFFFFFF18D500049C2F0026082412071533732045DF4494C2731298400000003904002868FFFFFF0000150000FFFFFF
63,0b110000100000000,260824120841,0x252513005900400869487060157640003C38402D0000004B4F0000000700646100000000010000FFFFFFFFFFFF00D500049C2F0026082412084133732045DF4494C2731298400000003904002873FFFFFF0000150000FFFFFF
64,0b110000100000000,260824120941,0x252513005900410869487060157640003C38402D00000041500000000700646100000000020000FFFFFFFFFFFF00D500049C2F0026082412094133732045DF4494C2731298400000003904002868FFFFFF0000150000FFFFFF
2896,0b110000100000000,260824121013,0x2525140059003D0869487060157640003C38402D000000564F0000000700646100000000020000FFFFFFFFFFFF19D500049C480026082412101366862045D44494C22B1498400120000504002873FFFFFF0000150000FFFFFF
65,0b110000100000000,260824121013,0x252513005900420869487060157640003C38402D00000056CF0000000700646100000000020000FFFFFFFFFFFF00D500049C480026082412101366862045D44494C22B1498400120000504002873FFFFFF0000150000FFFFFF
66,0b110000100000000,260824121027,0x252513005900430869487060157640003C38402D0000004B500000000700646100000000040000FFFFFFFFFFFF00D500049C72002608241210279A892045EA4494C2DF1698400070011B03992866FFFFFF0000150000FFFFFF
67,0b110000100000000,260824121031,0x252513005900440869487060157640003C38402D0000004B4F0000000700646100000000000001FFFFFFFFFFFF00D500049C7D002608241210319A792045F44494C298169840006000CA03992864FFFFFF0000160000FFFFFF
68,0b110000100000000,260824121049,0x252513005900450869487060157640003C38402D0000004F500000000700646100000000000001FFFFFFFFFFFF00D500049C8600260824121049CD842045EE4494C2081698400090008604002873FFFFFF0000160000FFFFFF
69,0b110000100000000,260824121108,0x252513005900460869487060157640003C38402D0000003E500000000700646100000000000003FFFFFFFFFFFF00D500049CAF00260824121108338B2045D74494C296139840009000CC04002873FFFFFF0000160000FFFFFF
70,0b110000100000000,260824121241,0x252513005900470869487060157640003C38402D000000644E0000000700646100000000000000FFFFFFFFFFFF00D50004A02C00260824121241CD4420459F4794C281E39740032000E104002868FFFFFF0000160000FFFFFF
71,0b110000100000000,260824121306,0x252513005900480869487060157640003C38402D0000005D4E0000000700646100000000000000FFFFFFFFFFFF00D50004A0F100260824121306005020454D4894C2FCD997400110011D04002870FFFFFF0000160000FFFFFF
72,0b110000100000000,260824121441,0x252513005900490869487060157640003C38402D000000644F0000000700646100000000000000FFFFFFFFFFFF00D50004A28900260824121441CD842045914994C2FCEF97400170013F04002864FFFFFF0000160000FFFFFF
73,0b110000100000000,260824121449,0x2525130059004A0869487060157640003C38402D00000064500000000700646100000000000000FFFFFFFFFFFF00D50004A2AE00260824121449338B2045B24994C2A1F197400150010104002871FFFFFF0000160000FFFFFF
74,0b110000100000000,260824121452,0x2525130059004B0869487060157640003C38402D000000594F0000000700646100000000000000FFFFFFFFFFFF00D50004A2BA00260824121452668E2045BB4994C200F19740014000C204002867FFFFFF0000160000FFFFFF
75,0b110000100000000,260824121456,0x2525130059004C0869487060157640003C38402D000000594F0000000700646100000000000003FFFFFFFFFFFF00D50004A2C8002608241214569A892045B64994C2FDEF97400150008F04002872FFFFFF0000160000FFFFFF
76,0b110000100000000,260824121641,0x2525130059004D0869487060157640003C38402D000000644E0000000700646100000000000001FFFFFFFFFFFF00D50004A5E20026082412164133EB20454C4794C222C497400360008C04002870FFFFFF0000160000FFFFFF
77,0b110000100000000,260824121741,0x2525130059004E0869487060157640003C38402D000000644F0000000700646100000000000000FFFFFFFFFFFF00D50004A735002608241217419A812045454694C24EB197400070008D04002870FFFFFF0000160000FFFFFF
78,0b110000100000000,260824121840,0x2525130059004F0869487060157640003C38402D000000644F0000000700646100000000000000FFFFFFFFFFFF00D50004A7C40026082412184066762045E64594C2AAA897400120008F04002869FFFFFF0000160000FFFFFF
79,0b110000100000000,260824121941,0x252513005900500869487060157640003C38402D000000644F0000000700646100000000000000FFFFFFFFFFFF00D50004A8AA00260824121941CD7C2045344594C2F79B97400070008604002874FFFFFF0000160000FFFFFF
80,0b110000100000000,260824122041,0x252513005900510869487060157640003C38402D00000064500000000700646100000000000000FFFFFFFFFFFF00D50004A9210026082412204133AB2045CF4494C2D49597400000008704002868FFFFFF0000160000FFFFFF
81,0b110000100000000,260824122141,0x252513005900520869487060157640003C38402D00000064500000000700646100000000000000FFFFFFFFFFFF00D50004A9F300260824122141CD7C20452E4494C2278A97400000008B04002869FFFFFF0000160000FFFFFF
82,0b110000100000000,260824122241,0x252513005900530869487060157640003C38402D000000644F0000000700646100000000000000FFFFFFFFFFFF00D50004AAB3002608241222419A7120459B4394C26C7F97400190008A04002871FFFFFF0000170000FFFFFF
83,0b110000100000000,260824122341,0x252513005900540869487060157640003C38402D000000564F0000000700646100000000000000FFFFFFFFFFFF00D50004AB6100260824122341CD6C2045154394C2A97597400000008A04002870FFFFFF0000170000FFFFFF
84,0b110000100000000,260824122440,0x252513005900550869487060157640003C38402D000000414F0000000700646100000000000000FFFFFFFFFFFF00D50004AC1600260824122440665E20458A4294C2826B97400180008B04002869FFFFFF0000170000FFFFFF
85,0b110000100000000,260824122541,0x252513005900560869487060157640003C38402D000000644F0000000700646100000000000000FFFFFFFFFFFF00D50004AD3700260824122541CD7C2045AD4194C2605B97400200008A04002867FFFFFF0000170000FFFFFF
86,0b110000100000000,260824122641,0x252513005900570869487060157640003C38402D00000000D00000000700646100000000000000FFFFFFFFFFFF00800004AE5C0026082412264100982045CD4094C2E04A97400180008A03992864FFFFFF0000170000FFFFFF
87,0b110000100000000,260824122741,0x252513005900580869487060157640003C38402D0000004B4F0000000700646100000000000000FFFFFFFFFFFF00D50004B0990026082412274100B82045193F94C2A02A97400430008904002869FFFFFF0000180000FFFFFF
88,0b110000100000000,260824122841,0x252513005900590869487060157640003C38402D00000064500000000700646100000000000000FFFFFFFFFFFF00D50004B11B0026082412284133932045B63E94C24F2397400240008A04002868FFFFFF0000180000FFFFFF
