,Value fs01,Dates fs01,Sequence fs01
0,997,2026-03-14 00:02:05.495,3C9A
1,997,2026-03-14 00:02:05.495,3C9A
2,997,2026-03-14 00:02:05.495,3C9A
3,997,2026-03-14 00:02:05.495,3C9A
4,997,2026-03-14 00:07:47.962,3C9B
5,997,2026-03-14 00:07:47.962,3C9B
6,997,2026-03-14 00:07:47.962,3C9B
7,997,2026-03-14 00:07:47.962,3C9B
8,997,2026-03-14 00:13:10.331,3C9C
9,997,2026-03-14 00:13:10.331,3C9C
10,997,2026-03-14 00:13:10.331,3C9C
11,997,2026-03-14 00:13:10.331,3C9C
12,998,2026-03-14 00:18:30.564,3C9D
13,998,2026-03-14 00:18:30.564,3C9D
14,998,2026-03-14 00:18:30.564,3C9D
15,998,2026-03-14 00:18:30.564,3C9D
16,998,2026-03-14 00:23:48.065,3C9E
17,998,2026-03-14 00:23:48.065,3C9E
18,998,2026-03-14 00:23:48.065,3C9E
19,998,2026-03-14 00:23:48.065,3C9E
20,998,2026-03-14 00:28:45.698,3C9F
21,998,2026-03-14 00:28:45.698,3C9F
22,998,2026-03-14 00:28:45.698,3C9F
23,998,2026-03-14 00:28:45.698,3C9F
24,999,2026-03-14 00:34:30.750,3CA0
25,999,2026-03-14 00:34:30.750,3CA0
26,999,2026-03-14 00:34:30.750,3CA0
27,999,2026-03-14 00:34:30.750,3CA0
28,999,2026-03-14 00:39:25.764,3CA1
29,999,2026-03-14 00:39:25.764,3CA1
30,999,2026-03-14 00:39:25.764,3CA1
31,999,2026-03-14 00:39:25.764,3CA1
32,999,2026-03-14 00:45:10.434,3CA2
33,999,2026-03-14 00:45:10.434,3CA2
34,999,2026-03-14 00:45:10.434,3CA2
35,999,2026-03-14 00:45:10.434,3CA2
36,999,2026-03-14 00:50:28.165,3CA3
37,999,2026-03-14 00:50:28.165,3CA3
38,999,2026-03-14 00:50:28.165,3CA3
39,999,2026-03-14 00:50:28.165,3CA3
40,1000,2026-03-14 00:55:50.838,3CA4
41,1000,2026-03-14 00:55:50.838,3CA4
42,1000,2026-03-14 00:55:50.838,3CA4
43,1000,2026-03-14 00:55:50.838,3CA4
44,1000,2026-03-14 01:01:08.217,3CA5
45,1000,2026-03-14 01:01:08.217,3CA5
46,1000,2026-03-14 01:01:08.217,3CA5
47,1000,2026-03-14 01:01:08.217,3CA5
48,1000,2026-03-14 01:06:30.916,3CA8
49,1000,2026-03-14 01:06:30.916,3CA8
50,1000,2026-03-14 01:06:30.916,3CA8
51,1000,2026-03-14 01:06:30.916,3CA8
52,1000,2026-03-14 01:11:50.956,3CA9
53,1000,2026-03-14 01:11:50.956,3CA9
54,1000,2026-03-14 01:11:50.956,3CA9
55,1000,2026-03-14 01:11:50.956,3CA9
56,1000,2026-03-14 01:16:45.973,3CAB
57,1000,2026-03-14 01:16:45.973,3CAB
58,1000,2026-03-14 01:16:45.973,3CAB
59,1000,2026-03-14 01:16:45.973,3CAB
60,1001,2026-03-14 01:22:30.999,3CAC
61,1001,2026-03-14 01:22:30.999,3CAC
62,1001,2026-03-14 01:22:30.999,3CAC
63,1001,2026-03-14 01:22:30.999,3CAC
64,1001,2026-03-14 01:27:51.079,3CAD
65,1001,2026-03-14 01:27:51.079,3CAD
66,1001,2026-03-14 01:27:51.079,3CAD
67,1001,2026-03-14 01:27:51.079,3CAD
68,1001,2026-03-14 01:33:23.174,3CAE
69,1001,2026-03-14 01:33:23.174,3CAE
70,1001,2026-03-14 01:33:23.174,3CAE
71,1001,2026-03-14 01:33:23.174,3CAE
72,1001,2026-03-14 01:38:28.428,3CAF
73,1001,2026-03-14 01:38:28.428,3CAF
74,1001,2026-03-14 01:38:28.428,3CAF
75,1001,2026-03-14 01:38:28.428,3CAF
76,1001,2026-03-14 01:43:51.115,3CB0
77,1001,2026-03-14 01:43:51.115,3CB0
78,1001,2026-03-14 01:43:51.115,3CB0
79,1001,2026-03-14 01:43:51.115,3CB0
80,1001,2026-03-14 01:49:11.149,3CB1
81,1001,2026-03-14 01:49:11.149,3CB1
82,1001,2026-03-14 01:49:11.149,3CB1
83,1001,2026-03-14 01:49:11.149,3CB1
84,1001,2026-03-14 01:54:31.208,3CB2
85,1001,2026-03-14 01:54:31.208,3CB2
86,1001,2026-03-14 01:54:31.208,3CB2
87,1001,2026-03-14 01:54:31.208,3CB2
88,1002,2026-03-14 01:59:51.278,3CB3
89,1002,2026-03-14 01:59:51.278,3CB3
90,1002,2026-03-14 01:59:51.278,3CB3
91,1002,2026-03-14 01:59:51.278,3CB3
92,1002,2026-03-14 02:05:08.608,3CB4
93,1002,2026-03-14 02:05:08.608,3CB4
94,1002,2026-03-14 02:05:08.608,3CB4
95,1002,2026-03-14 02:05:08.608,3CB4
96,1002,2026-03-14 02:10:28.627,3CB5
97,1002,2026-03-14 02:10:28.627,3CB5
98,1002,2026-03-14 02:10:28.627,3CB5
99,1002,2026-03-14 02:10:28.627,3CB5
100,1002,2026-03-14 02:15:26.261,3CB6
101,1002,2026-03-14 02:15:26.261,3CB6
102,1002,2026-03-14 02:15:26.261,3CB6
103,1002,2026-03-14 02:15:26.261,3CB6
104,1002,2026-03-14 02:20:46.356,3CB7
105,1002,2026-03-14 02:20:46.356,3CB7
106,1002,2026-03-14 02:20:46.356,3CB7
107,1002,2026-03-14 02:20:46.356,3CB7
108,1002,2026-03-14 02:26:06.368,3CB8
109,1002,2026-03-14 02:26:06.368,3CB8
110,1002,2026-03-14 02:26:06.368,3CB8
111,1002,2026-03-14 02:26:06.368,3CB8
112,1002,2026-03-14 02:31:48.755,3CB9
113,1002,2026-03-14 02:31:48.755,3CB9
114,1002,2026-03-14 02:31:48.755,3CB9
115,1002,2026-03-14 02:31:48.755,3CB9
116,1002,2026-03-14 02:37:08.766,3CBA
117,1002,2026-03-14 02:37:08.766,3CBA
118,1002,2026-03-14 02:37:08.766,3CBA
119,1002,2026-03-14 02:37:08.766,3CBA
120,1003,2026-03-14 02:42:06.420,3CBB
121,1003,2026-03-14 02:42:06.420,3CBB
122,1003,2026-03-14 02:42:06.420,3CBB
123,1003,2026-03-14 02:42:06.420,3CBB
124,1003,2026-03-14 02:47:48.783,3CBC
125,1003,2026-03-14 02:47:48.783,3CBC
126,1003,2026-03-14 02:47:48.783,3CBC
127,1003,2026-03-14 02:47:48.783,3CBC
128,1003,2026-03-14 02:53:08.796,3CBD
129,1003,2026-03-14 02:53:08.796,3CBD
130,1003,2026-03-14 02:53:08.796,3CBD
131,1003,2026-03-14 02:53:08.796,3CBD
132,1003,2026-03-14 02:58:28.902,3CBE
133,1003,2026-03-14 02:58:28.902,3CBE
134,1003,2026-03-14 02:58:28.902,3CBE
135,1003,2026-03-14 02:58:28.902,3CBE
136,1003,2026-03-14 03:03:26.571,3CBF
137,1003,2026-03-14 03:03:26.571,3CBF
138,1003,2026-03-14 03:03:26.571,3CBF
139,1003,2026-03-14 03:03:26.571,3CBF
140,1003,2026-03-14 03:08:46.595,3CC0
141,1003,2026-03-14 03:08:46.595,3CC0
142,1003,2026-03-14 03:08:46.595,3CC0
143,1003,2026-03-14 03:08:46.595,3CC0
144,1003,2026-03-14 03:14:06.737,3CC1
145,1003,2026-03-14 03:14:06.737,3CC1
146,1003,2026-03-14 03:14:06.737,3CC1
147,1003,2026-03-14 03:14:06.737,3CC1
148,1003,2026-03-14 03:19:26.712,3CC2
149,1003,2026-03-14 03:19:26.712,3CC2
150,1003,2026-03-14 03:19:26.712,3CC2
151,1003,2026-03-14 03:19:26.712,3CC2
152,1003,2026-03-14 03:25:09.063,3CC3
153,1003,2026-03-14 03:25:09.063,3CC3
154,1003,2026-03-14 03:25:09.063,3CC3
155,1003,2026-03-14 03:25:09.063,3CC3
156,1003,2026-03-14 03:30:06.767,3CC4
157,1003,2026-03-14 03:30:06.767,3CC4
158,1003,2026-03-14 03:30:06.767,3CC4
159,1003,2026-03-14 03:30:06.767,3CC4
160,1004,2026-03-14 03:35:49.047,3CC5
161,1004,2026-03-14 03:35:49.047,3CC5
162,1004,2026-03-14 03:35:49.047,3CC5
163,1004,2026-03-14 03:35:49.047,3CC5
164,1004,2026-03-14 03:40:46.868,3CC6
165,1004,2026-03-14 03:40:46.868,3CC6
166,1004,2026-03-14 03:40:46.868,3CC6
167,1004,2026-03-14 03:40:46.868,3CC6
168,1004,2026-03-14 03:46:29.125,3CC7
169,1004,2026-03-14 03:46:29.125,3CC7
170,1004,2026-03-14 03:46:29.125,3CC7
171,1004,2026-03-14 03:46:29.125,3CC7
172,1004,2026-03-14 03:51:49.159,3CC8
173,1004,2026-03-14 03:51:49.159,3CC8
174,1004,2026-03-14 03:51:49.159,3CC8
175,1004,2026-03-14 03:51:49.159,3CC8
176,1004,2026-03-14 03:56:46.865,3CC9
177,1004,2026-03-14 03:56:46.865,3CC9
178,1004,2026-03-14 03:56:46.865,3CC9
179,1004,2026-03-14 03:56:46.865,3CC9
180,1004,2026-03-14 04:02:06.864,3CCA
181,1004,2026-03-14 04:02:06.864,3CCA
182,1004,2026-03-14 04:02:06.864,3CCA
183,1004,2026-03-14 04:02:06.864,3CCA
184,1004,2026-03-14 04:07:26.943,3CCB
185,1004,2026-03-14 04:07:26.943,3CCB
186,1004,2026-03-14 04:07:26.943,3CCB
187,1004,2026-03-14 04:07:26.943,3CCB
188,1005,2026-03-14 04:12:46.958,3CCC
189,1005,2026-03-14 04:12:46.958,3CCC
190,1005,2026-03-14 04:12:46.958,3CCC
191,1005,2026-03-14 04:12:46.958,3CCC
192,1005,2026-03-14 04:18:29.336,3CCD
193,1005,2026-03-14 04:18:29.336,3CCD
194,1005,2026-03-14 04:18:29.336,3CCD
195,1005,2026-03-14 04:18:29.336,3CCD
196,1005,2026-03-14 04:23:49.357,3CCE
197,1005,2026-03-14 04:23:49.357,3CCE
198,1005,2026-03-14 04:23:49.357,3CCE
199,1005,2026-03-14 04:23:49.357,3CCE
200,1005,2026-03-14 04:28:47.053,3CCF
201,1005,2026-03-14 04:28:47.053,3CCF
202,1005,2026-03-14 04:28:47.053,3CCF
203,1005,2026-03-14 04:28:47.053,3CCF
204,1005,2026-03-14 04:34:07.104,3CD0
205,1005,2026-03-14 04:34:07.104,3CD0
206,1005,2026-03-14 04:34:07.104,3CD0
207,1005,2026-03-14 04:34:07.104,3CD0
208,1005,2026-03-14 04:39:27.105,3CD1
209,1005,2026-03-14 04:39:27.105,3CD1
210,1005,2026-03-14 04:39:27.105,3CD1
211,1005,2026-03-14 04:39:27.105,3CD1
212,1005,2026-03-14 04:45:09.439,3CD2
213,1005,2026-03-14 04:45:09.439,3CD2
214,1005,2026-03-14 04:45:09.439,3CD2
215,1005,2026-03-14 04:45:09.439,3CD2
216,1005,2026-03-14 04:50:07.173,3CD3
217,1005,2026-03-14 04:50:07.173,3CD3
218,1005,2026-03-14 04:50:07.173,3CD3
219,1005,2026-03-14 04:50:07.173,3CD3
220,1006,2026-03-14 04:55:27.172,3CD4
221,1006,2026-03-14 04:55:27.172,3CD4
222,1006,2026-03-14 04:55:27.172,3CD4
223,1006,2026-03-14 04:55:27.172,3CD4
224,1006,2026-03-14 05:00:47.250,3CD5
225,1006,2026-03-14 05:00:47.250,3CD5
226,1006,2026-03-14 05:00:47.250,3CD5
227,1006,2026-03-14 05:00:47.250,3CD5
228,1006,2026-03-14 05:06:29.550,3CD6
229,1006,2026-03-14 05:06:29.550,3CD6
230,1006,2026-03-14 05:06:29.550,3CD6
231,1006,2026-03-14 05:06:29.550,3CD6
232,1006,2026-03-14 05:11:49.590,3CD7
233,1006,2026-03-14 05:11:49.590,3CD7
234,1006,2026-03-14 05:11:49.590,3CD7
235,1006,2026-03-14 05:11:49.590,3CD7
236,1006,2026-03-14 05:16:47.352,3CD9
237,1006,2026-03-14 05:16:47.352,3CD9
238,1006,2026-03-14 05:16:47.352,3CD9
239,1006,2026-03-14 05:16:47.352,3CD9
240,1006,2026-03-14 05:22:29.607,3CDA
241,1006,2026-03-14 05:22:29.607,3CDA
242,1006,2026-03-14 05:22:29.607,3CDA
243,1006,2026-03-14 05:22:29.607,3CDA
244,1006,2026-03-14 05:27:49.671,3CDB
245,1006,2026-03-14 05:27:49.671,3CDB
246,1006,2026-03-14 05:27:49.671,3CDB
247,1006,2026-03-14 05:27:49.671,3CDB
248,1006,2026-03-14 05:33:09.672,3CDC
249,1006,2026-03-14 05:33:09.672,3CDC
250,1006,2026-03-14 05:33:09.672,3CDC
251,1006,2026-03-14 05:33:09.672,3CDC
252,1006,2026-03-14 05:38:07.511,3CDD
253,1006,2026-03-14 05:38:07.511,3CDD
254,1006,2026-03-14 05:38:07.511,3CDD
255,1006,2026-03-14 05:38:07.511,3CDD
256,1006,2026-03-14 05:43:49.734,3CDE
257,1006,2026-03-14 05:43:49.734,3CDE
258,1006,2026-03-14 05:43:49.734,3CDE
259,1006,2026-03-14 05:43:49.734,3CDE
260,1006,2026-03-14 05:49:09.736,3CDF
261,1006,2026-03-14 05:49:09.736,3CDF
262,1006,2026-03-14 05:49:09.736,3CDF
263,1006,2026-03-14 05:49:09.736,3CDF
264,1006,2026-03-14 05:54:29.797,3CE0
265,1006,2026-03-14 05:54:29.797,3CE0
266,1006,2026-03-14 05:54:29.797,3CE0
267,1006,2026-03-14 05:54:29.797,3CE0
268,1006,2026-03-14 05:59:49.821,3CE1
269,1006,2026-03-14 05:59:49.821,3CE1
270,1006,2026-03-14 05:59:49.821,3CE1
271,1006,2026-03-14 05:59:49.821,3CE1
272,1006,2026-03-14 06:04:47.697,3CE2
273,1006,2026-03-14 06:04:47.697,3CE2
274,1006,2026-03-14 06:04:47.697,3CE2
275,1006,2026-03-14 06:04:47.697,3CE2
276,1007,2026-03-14 06:10:07.692,3CE3
277,1007,2026-03-14 06:10:07.692,3CE3
278,1007,2026-03-14 06:10:07.692,3CE3
279,1007,2026-03-14 06:10:07.692,3CE3
280,1007,2026-03-14 06:15:27.686,3CE4
281,1007,2026-03-14 06:15:27.686,3CE4
282,1007,2026-03-14 06:15:27.686,3CE4
283,1007,2026-03-14 06:15:27.686,3CE4
284,1007,2026-03-14 06:20:47.778,3CE5
285,1007,2026-03-14 06:20:47.778,3CE5
286,1007,2026-03-14 06:20:47.778,3CE5
287,1007,2026-03-14 06:20:47.778,3CE5
288,1007,2026-03-14 06:26:29.999,3CE6
289,1007,2026-03-14 06:26:29.999,3CE6
290,1007,2026-03-14 06:26:29.999,3CE6
291,1007,2026-03-14 06:26:29.999,3CE6
292,1007,2026-03-14 06:31:50.031,3CE7
293,1007,2026-03-14 06:31:50.031,3CE7
294,1007,2026-03-14 06:31:50.031,3CE7
295,1007,2026-03-14 06:31:50.031,3CE7
296,1007,2026-03-14 06:36:47.777,3CE8
297,1007,2026-03-14 06:36:47.777,3CE8
298,1007,2026-03-14 06:36:47.777,3CE8
299,1007,2026-03-14 06:36:47.777,3CE8
300,1007,2026-03-14 06:42:07.799,3CE9
301,1007,2026-03-14 06:42:07.799,3CE9
302,1007,2026-03-14 06:42:07.799,3CE9
303,1007,2026-03-14 06:42:07.799,3CE9
304,1007,2026-03-14 06:47:50.093,3CEA
305,1007,2026-03-14 06:47:50.093,3CEA
306,1007,2026-03-14 06:47:50.093,3CEA
307,1007,2026-03-14 06:47:50.093,3CEA
308,1007,2026-03-14 06:53:10.089,3CEB
309,1007,2026-03-14 06:53:10.089,3CEB
310,1007,2026-03-14 06:53:10.089,3CEB
311,1007,2026-03-14 06:53:10.089,3CEB
312,1007,2026-03-14 06:58:30.159,3CEC
313,1007,2026-03-14 06:58:30.159,3CEC
314,1007,2026-03-14 06:58:30.159,3CEC
315,1007,2026-03-14 06:58:30.159,3CEC
316,1007,2026-03-14 07:03:27.951,3CED
317,1007,2026-03-14 07:03:27.951,3CED
318,1007,2026-03-14 07:03:27.951,3CED
319,1007,2026-03-14 07:03:27.951,3CED
320,1007,2026-03-14 07:09:10.249,3CEE
321,1007,2026-03-14 07:09:10.249,3CEE
322,1007,2026-03-14 07:09:10.249,3CEE
323,1007,2026-03-14 07:09:10.249,3CEE
324,1007,2026-03-14 07:14:08.028,3CEF
325,1007,2026-03-14 07:14:08.028,3CEF
326,1007,2026-03-14 07:14:08.028,3CEF
327,1007,2026-03-14 07:14:08.028,3CEF
328,1007,2026-03-14 07:19:28.050,3CF0
329,1007,2026-03-14 07:19:28.050,3CF0
330,1007,2026-03-14 07:19:28.050,3CF0
331,1007,2026-03-14 07:19:28.050,3CF0
332,1007,2026-03-14 07:24:48.121,3CF1
333,1007,2026-03-14 07:24:48.121,3CF1
334,1007,2026-03-14 07:24:48.121,3CF1
335,1007,2026-03-14 07:24:48.121,3CF1
336,1007,2026-03-14 07:30:30.307,3CF2
337,1007,2026-03-14 07:30:30.307,3CF2
338,1007,2026-03-14 07:30:30.307,3CF2
339,1007,2026-03-14 07:30:30.307,3CF2
340,1007,2026-03-14 07:35:50.284,3CF3
341,1007,2026-03-14 07:35:50.284,3CF3
342,1007,2026-03-14 07:35:50.284,3CF3
343,1007,2026-03-14 07:35:50.284,3CF3
344,1007,2026-03-14 07:40:48.176,3CF4
345,1007,2026-03-14 07:40:48.176,3CF4
346,1007,2026-03-14 07:40:48.176,3CF4
347,1007,2026-03-14 07:40:48.176,3CF4
348,1007,2026-03-14 07:46:30.384,3CF5
349,1007,2026-03-14 07:46:30.384,3CF5
350,1007,2026-03-14 07:46:30.384,3CF5
351,1007,2026-03-14 07:46:30.384,3CF5
352,1007,2026-03-14 07:51:50.447,3CF6
353,1007,2026-03-14 07:51:50.447,3CF6
354,1007,2026-03-14 07:51:50.447,3CF6
355,1007,2026-03-14 07:51:50.447,3CF6
356,1007,2026-03-14 07:57:10.470,3CF7
357,1007,2026-03-14 07:57:10.470,3CF7
358,1007,2026-03-14 07:57:10.470,3CF7
359,1007,2026-03-14 07:57:10.470,3CF7
360,1007,2026-03-14 08:02:08.345,3CF8
361,1007,2026-03-14 08:02:08.345,3CF8
362,1007,2026-03-14 08:02:08.345,3CF8
363,1007,2026-03-14 08:02:08.345,3CF8
364,1007,2026-03-14 08:07:50.530,3CF9
365,1007,2026-03-14 08:07:50.530,3CF9
366,1007,2026-03-14 08:07:50.530,3CF9
367,1007,2026-03-14 08:07:50.530,3CF9
368,1007,2026-03-14 08:13:10.533,3CFA
369,1007,2026-03-14 08:13:10.533,3CFA
370,1007,2026-03-14 08:13:10.533,3CFA
371,1007,2026-03-14 08:13:10.533,3CFA
372,1007,2026-03-14 08:18:30.634,3CFB
373,1007,2026-03-14 08:18:30.634,3CFB
374,1007,2026-03-14 08:18:30.634,3CFB
375,1007,2026-03-14 08:18:30.634,3CFB
376,1008,2026-03-14 08:23:28.486,3CFC
377,1008,2026-03-14 08:23:28.486,3CFC
378,1008,2026-03-14 08:23:28.486,3CFC
379,1008,2026-03-14 08:23:28.486,3CFC
380,1008,2026-03-14 08:28:48.415,3CFD
381,1008,2026-03-14 08:28:48.415,3CFD
382,1008,2026-03-14 08:28:48.415,3CFD
383,1008,2026-03-14 08:28:48.415,3CFD
384,1008,2026-03-14 08:34:08.487,3CFE
385,1008,2026-03-14 08:34:08.487,3CFE
386,1008,2026-03-14 08:34:08.487,3CFE
387,1008,2026-03-14 08:34:08.487,3CFE
388,1008,2026-03-14 08:39:50.679,3CFF
389,1008,2026-03-14 08:39:50.679,3CFF
390,1008,2026-03-14 08:39:50.679,3CFF
391,1008,2026-03-14 08:39:50.679,3CFF
392,1008,2026-03-14 08:45:10.736,3D00
393,1008,2026-03-14 08:45:10.736,3D00
394,1008,2026-03-14 08:45:10.736,3D00
395,1008,2026-03-14 08:45:10.736,3D00
396,1008,2026-03-14 08:50:08.568,3D01
397,1008,2026-03-14 08:50:08.568,3D01
398,1008,2026-03-14 08:50:08.568,3D01
399,1008,2026-03-14 08:50:08.568,3D01
400,1008,2026-03-14 08:55:50.824,3D02
401,1008,2026-03-14 08:55:50.824,3D02
402,1008,2026-03-14 08:55:50.824,3D02
403,1008,2026-03-14 08:55:50.824,3D02
404,1008,2026-03-14 09:01:10.821,3D03
405,1008,2026-03-14 09:01:10.821,3D03
406,1008,2026-03-14 09:01:10.821,3D03
407,1008,2026-03-14 09:01:10.821,3D03
408,1008,2026-03-14 09:06:08.644,3D04
409,1008,2026-03-14 09:06:08.644,3D04
410,1008,2026-03-14 09:06:08.644,3D04
411,1008,2026-03-14 09:06:08.644,3D04
412,1008,2026-03-14 09:11:28.739,3D05
413,1008,2026-03-14 09:11:28.739,3D05
414,1008,2026-03-14 09:11:28.739,3D05
415,1008,2026-03-14 09:11:28.739,3D05
416,1008,2026-03-14 09:17:10.892,3D07
417,1008,2026-03-14 09:17:10.892,3D07
418,1008,2026-03-14 09:17:10.892,3D07
419,1008,2026-03-14 09:17:10.892,3D07
420,1008,2026-03-14 09:22:08.806,3D08
421,1008,2026-03-14 09:22:08.806,3D08
422,1008,2026-03-14 09:22:08.806,3D08
423,1008,2026-03-14 09:22:08.806,3D08
424,1008,2026-03-14 09:27:50.947,3D09
425,1008,2026-03-14 09:27:50.947,3D09
426,1008,2026-03-14 09:27:50.947,3D09
427,1008,2026-03-14 09:27:50.947,3D09
428,1008,2026-03-14 09:33:10.933,3D0A
429,1008,2026-03-14 09:33:10.933,3D0A
430,1008,2026-03-14 09:33:10.933,3D0A
431,1008,2026-03-14 09:33:10.933,3D0A
432,1008,2026-03-14 09:38:31.033,3D0B
433,1008,2026-03-14 09:38:31.033,3D0B
434,1008,2026-03-14 09:38:31.033,3D0B
435,1008,2026-03-14 09:38:31.033,3D0B
436,1008,2026-03-14 09:43:51.011,3D0C
437,1008,2026-03-14 09:43:51.011,3D0C
438,1008,2026-03-14 09:43:51.011,3D0C
439,1008,2026-03-14 09:43:51.011,3D0C
440,1008,2026-03-14 09:49:11.094,3D0D
441,1008,2026-03-14 09:49:11.094,3D0D
442,1008,2026-03-14 09:49:11.094,3D0D
443,1008,2026-03-14 09:49:11.094,3D0D
444,1008,2026-03-14 09:54:08.945,3D0E
445,1008,2026-03-14 09:54:08.945,3D0E
446,1008,2026-03-14 09:54:08.945,3D0E
447,1008,2026-03-14 09:54:08.945,3D0E
448,1008,2026-03-14 09:59:28.947,3D0F
449,1008,2026-03-14 09:59:28.947,3D0F
450,1008,2026-03-14 09:59:28.947,3D0F
451,1008,2026-03-14 09:59:28.947,3D0F
452,1008,2026-03-14 10:05:11.218,3D10
453,1008,2026-03-14 10:05:11.218,3D10
454,1008,2026-03-14 10:05:11.218,3D10
455,1008,2026-03-14 10:05:11.218,3D10
456,1008,2026-03-14 10:10:31.179,3D11
457,1008,2026-03-14 10:10:31.179,3D11
458,1008,2026-03-14 10:10:31.179,3D11
459,1008,2026-03-14 10:10:31.179,3D11
460,1008,2026-03-14 10:15:51.290,3D12
461,1008,2026-03-14 10:15:51.290,3D12
462,1008,2026-03-14 10:15:51.290,3D12
463,1008,2026-03-14 10:15:51.290,3D12
464,1008,2026-03-14 10:20:49.118,3D13
465,1008,2026-03-14 10:20:49.118,3D13
466,1008,2026-03-14 10:20:49.118,3D13
467,1008,2026-03-14 10:20:49.118,3D13
468,1008,2026-03-14 10:26:09.088,3D14
469,1008,2026-03-14 10:26:09.088,3D14
470,1008,2026-03-14 10:26:09.088,3D14
471,1008,2026-03-14 10:26:09.088,3D14
472,1008,2026-03-14 10:31:29.187,3D15
473,1008,2026-03-14 10:31:29.187,3D15
474,1008,2026-03-14 10:31:29.187,3D15
475,1008,2026-03-14 10:31:29.187,3D15
476,1008,2026-03-14 10:37:11.294,3D16
477,1008,2026-03-14 10:37:11.294,3D16
478,1008,2026-03-14 10:37:11.294,3D16
479,1008,2026-03-14 10:37:11.294,3D16
480,1008,2026-03-14 10:42:09.257,3D17
481,1008,2026-03-14 10:42:09.257,3D17
482,1008,2026-03-14 10:42:09.257,3D17
483,1008,2026-03-14 10:42:09.257,3D17
484,1008,2026-03-14 10:47:29.260,3D18
485,1008,2026-03-14 10:47:29.260,3D18
486,1008,2026-03-14 10:47:29.260,3D18
487,1008,2026-03-14 10:47:29.260,3D18
488,1008,2026-03-14 10:52:49.254,3D19
489,1008,2026-03-14 10:52:49.254,3D19
490,1008,2026-03-14 10:52:49.254,3D19
491,1008,2026-03-14 10:52:49.254,3D19
492,1008,2026-03-14 10:58:31.455,3D1A
493,1008,2026-03-14 10:58:31.455,3D1A
494,1008,2026-03-14 10:58:31.455,3D1A
495,1008,2026-03-14 10:58:31.455,3D1A
496,1008,2026-03-14 11:03:29.407,3D1B
497,1008,2026-03-14 11:03:29.407,3D1B
498,1008,2026-03-14 11:03:29.407,3D1B
499,1008,2026-03-14 11:03:29.407,3D1B
500,1008,2026-03-14 11:08:49.431,3D1C
501,1008,2026-03-14 11:08:49.431,3D1C
502,1008,2026-03-14 11:08:49.431,3D1C
503,1008,2026-03-14 11:08:49.431,3D1C
504,1008,2026-03-14 11:14:34.760,3D1D
505,1008,2026-03-14 11:14:34.760,3D1D
506,1008,2026-03-14 11:14:34.760,3D1D
507,1008,2026-03-14 11:14:34.760,3D1D
508,1008,2026-03-14 11:19:29.455,3D1E
509,1008,2026-03-14 11:19:29.455,3D1E
510,1008,2026-03-14 11:19:29.455,3D1E
511,1008,2026-03-14 11:19:29.455,3D1E
512,1008,2026-03-14 11:25:14.828,3D1F
513,1008,2026-03-14 11:25:14.828,3D1F
514,1008,2026-03-14 11:25:14.828,3D1F
515,1008,2026-03-14 11:25:14.828,3D1F
516,1008,2026-03-14 11:30:35.166,3D20
517,1008,2026-03-14 11:30:35.166,3D20
518,1008,2026-03-14 11:30:35.166,3D20
519,1008,2026-03-14 11:30:35.166,3D20
520,1008,2026-03-14 11:35:54.946,3D21
521,1008,2026-03-14 11:35:54.946,3D21
522,1008,2026-03-14 11:35:54.946,3D21
523,1008,2026-03-14 11:35:54.946,3D21
524,1008,2026-03-14 11:41:15.261,3D22
525,1008,2026-03-14 11:41:15.261,3D22
526,1008,2026-03-14 11:41:15.261,3D22
527,1008,2026-03-14 11:41:15.261,3D22
528,1008,2026-03-14 11:46:09.619,3D23
529,1008,2026-03-14 11:46:09.619,3D23
530,1008,2026-03-14 11:46:09.619,3D23
531,1008,2026-03-14 11:46:09.619,3D23
532,1008,2026-03-14 11:51:55.364,3D24
533,1008,2026-03-14 11:51:55.364,3D24
534,1008,2026-03-14 11:51:55.364,3D24
535,1008,2026-03-14 11:51:55.364,3D24
536,1008,2026-03-14 11:57:11.753,3D25
537,1008,2026-03-14 11:57:11.753,3D25
538,1008,2026-03-14 11:57:11.753,3D25
539,1008,2026-03-14 11:57:11.753,3D25
540,1008,2026-03-14 12:02:36.883,3D26
541,1008,2026-03-14 12:02:36.883,3D26
542,1008,2026-03-14 12:02:36.883,3D26
543,1008,2026-03-14 12:02:36.883,3D26
544,1008,2026-03-14 12:07:51.879,3D27
545,1008,2026-03-14 12:07:51.879,3D27
546,1008,2026-03-14 12:07:51.879,3D27
547,1008,2026-03-14 12:07:51.879,3D27
548,1008,2026-03-14 12:13:15.520,3D28
549,1008,2026-03-14 12:13:15.520,3D28
550,1008,2026-03-14 12:13:15.520,3D28
551,1008,2026-03-14 12:13:15.520,3D28
552,1008,2026-03-14 12:18:35.911,3D29
553,1008,2026-03-14 12:18:35.911,3D29
554,1008,2026-03-14 12:18:35.911,3D29
555,1008,2026-03-14 12:18:35.911,3D29
556,1008,2026-03-14 12:23:55.592,3D2A
557,1008,2026-03-14 12:23:55.592,3D2A
558,1008,2026-03-14 12:23:55.592,3D2A
559,1008,2026-03-14 12:23:55.592,3D2A
560,1008,2026-03-14 12:29:15.560,3D2B
561,1008,2026-03-14 12:29:15.560,3D2B
562,1008,2026-03-14 12:29:15.560,3D2B
563,1008,2026-03-14 12:29:15.560,3D2B
564,1008,2026-03-14 12:34:35.579,3D2C
